andar,#anda#,ando,#andu#;;;;;;lambuzar,#lambuza#,lambuzo,#lambuzu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
lambuzar,#lambuza#,lambuzo,#lambuzu#;;;;;;estudar,#estuda#,estudo,#istudu#;;;;;;;;;;tossir,#tosi#,tusso,#tusu#;;;;;;;perfazer,#perfaze#,perfaco,#perfasu#;;;;;;;;;;
estudar,#estuda#,estudo,#istudu#;;;;;;continuar,#kontinua#,continuo,#kontinuu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
continuar,#kontinua#,continuo,#kontinuu#;;;;;;aguardar,#aguarda#,aguardo,#aguardu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
aguardar,#aguarda#,aguardo,#aguardu#;;;;;;ligar,#liga#,ligo,#ligu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
ligar,#liga#,ligo,#ligu#;;;;;;chover,#xove#,chovo,#xovu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
chover,#xove#,chovo,#xovu#;;;;;;gritar,#grita#,grito,#gritu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
gritar,#grita#,grito,#gritu#;;;;;;exercer,#ezerse#,exerco,#ezersu#;;;;;contrapor,#kontrapo#,contraponho,#kontraponiu#;;;;;;;;;dizer,#dize#,digo,#digu#;;;;;;;;cobrir,#kobri#,cubro,#kubru#;;;;;
exercer,#ezerse#,exerco,#ezersu#;;;;;;agir,#aji#,ajo,#aju#;;;;;dispor,#dispo#,disponho,#disponiu#;;;;;;;;;redizer,#hedize#,redigo,#hedigu#;;;;;;;;;;;;;
agir,#aji#,ajo,#aju#;;;;;;falar,#fala#,falo,#falu#;;;;;transpor,#transpo#,transponho,#transponiu#;;;;;;;;;desdizer,#desdize#,desdigo,#desdigu#;;;;;;;;;;;;;
falar,#fala#,falo,#falu#;;;;;;levantar,#levanta#,levanto,#levantu#;;;;;repor,#hepo#,reponho,#heponiu#;;;;;;;;;;;;;;;;;;;;;;
levantar,#levanta#,levanto,#levantu#;;;;;;ficar,#fika#,fico,#fiku#;;;;;redispor,#hedispo#,redisponho,#hedisponiu#;;;;;;;;;;;;;;;;;;;;;;
ficar,#fika#,fico,#fiku#;;;;;;deixar,#deixa#,deixo,#deixu#;;;;;expor,#espo#,exponho,#esponiu#;;;;;;;;;;;;;;;;;;;;;;
deixar,#deixa#,deixo,#deixu#;;;;;;escolher,#eskolier#,escolho,#eskoliu#;;;;;por,#po#,ponho,#poniu#;;;;;;;;;;;;;;;;;;;;;;
escolher,#eskolier#,escolho,#eskoliu#;;;;;;julgar,#julga#,julgo,#julgu#;;;;;despor,#despo#,desponho,#desponiu#;;;;;;;;;;;;;;;;;;;;;;
ressentir,#hesenti#,ressento,#hesintu#;;;;;;possuir,#posui#,possuo,#posuu#;;;;;depor,#depo#,deponho,#deponiu#;;;;;;;;;;;;ouvir,#ouvi#,ouco,#ousu#;;;;;;;;;;
julgar,#julga#,julgo,#julgu#;;;;;;voar,#voa#,voo,#vou#;;;;;superpor,#superpo#,superponho,#superponiu#;;;;;;;;;;;;entreouvir,#entreouvi#,ouco,#entreousu#;;;;;;;;;;
possuir,#posui#,possuo,#posuu#;;;;;;nadar,#nada#,nado,#nadu#;;;;;;prever,#preve#,prevejo,#preveju#;;;;;;;;;;;;;;;;;;;;;
voar,#voa#,voo,#vou#;;;;;;parar,#para#,paro,#paru#;;;;;;antever,#anteve#,antevejo,#anteveju#;;;;;;;;;;;;;;;;;;;;;
nadar,#nada#,nado,#nadu#;;;;;;comer,#kome#,como,#komu#;;;;;;;;;;;;;;;;;;;;;;descrer,#deskre#,descreio,#deskreiu#;;;;;
parar,#para#,paro,#paru#;;;;;;permanecer,#permanese#,permaneco,#permanesu#;;;;;;;;;;;;;;;;;;;;;;reler,#hele#,releio,#heleiu#;;;;;
comer,#kome#,como,#komu#;;;;;;participar,#partisipa#,participo,#partisipu#;;;;;;;;;;;;;;;;;;;;;;ler,#le#,leio,#leiu#;;;;;
permanecer,#permanese#,permaneco,#permanesu#;;;;;;cativar,#kativa#,cativo,#kativu#;;;;;;;;;;perder,#perde#,perco,#perku#;;;;;;;;;;;;;;;;;
participar,#partisipa#,participo,#partisipu#;;;;;;agradecer,#agradese#,agradeco,#agradesu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
cativar,#kativa#,cativo,#kativu#;;;;;;pular,#pula#,pulo,#pulu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
agradecer,#agradese#,agradeco,#agradesu#;;;;;;acompanhar,#akompania#,acompanho,#akompaniu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
pular,#pula#,pulo,#pulu#;;;;;;dividir,#dividi#,divido,#dividu#;;;;;;;;;;;;;;;;;;;;;;ansiar,#ansia#,anseio,#anseiu#;;;;;
persentir,#persenti#,persento,#persintu#;;;;;;chegar,#xega#,chego,#xegu#;;;;;;;;;;;;;;;;;;;;;;odiar,#odia#,odeio,#odeiu#;;;;;
acompanhar,#akompania#,acompanho,#akompaniu#;;;;;;desejar,#dezeja#,desejo,#dezeju#;;;;;;;;;;;;;;;;;;;;;;;;;;;
dividir,#dividi#,divido,#dividu#;;;;;;deslinguar,#deslingua#,deslinguo,#deslinguu#;;;;;;;;;;;;;;transfazer,#transfaze#,transfaco,#transfasu#;;;;;;;;;;;;;
chegar,#xega#,chego,#xegu#;;;;;;casar,#kazar#,caso,#kazu#;;;;;;;;;;;;;;afazer,#afaze#,afaco,#afasu#;;;;;;;;;;;;;
desejar,#dezeja#,desejo,#dezeju#;;;;;;zoar,#zoa#,zoo,#zou#;;;;;;;;;;;;;;insatisfazer,#insatisfaze#,insatisfaco,#insatisfasu#;;;;;;;;;;;;;
deslinguar,#deslingua#,deslinguo,#deslinguu#;;;;;;acontecer,#akonteser#,aconteco,#akontesu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
casar,#kazar#,caso,#kazu#;;;;;;conhecer,#konieser#,conheco,#koniesu#;;;;;;;;;;pleitear,#pleitea#,pleiteio,#pleiteiu#;;;;;;;;;;;;;;;;;
zoar,#zoa#,zoo,#zou#;;;;;;correr,#kohe#,corro,#kohu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
conhecer,#konieser#,conheco,#koniesu#;;;;;;compreender,#kompreende#,compreendo,#kompreendu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
acontecer,#akonteser#,aconteco,#akontesu#;;;;;;vender,#vende#,vendo,#vendu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
correr,#kohe#,corro,#kohu#;;;;;;ensinar,#ensina#,ensino,#ensinu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
compreender,#kompreende#,compreendo,#kompreendu#;;;;;;realizar,#healiza#,realizo,#healisu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
vender,#vende#,vendo,#vendu#;;;;;;mudar,#muda#,mudo,#mudu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
ensinar,#ensina#,ensino,#ensinu#;;;;;;permitir,#permiti#,permito,#permitu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
realizar,#healiza#,realizo,#healisu#;;;;;;sofrer,#sofre#,sofro,#sofru#;;;;;;;;;;;;;;;;;;;;;;;;;;;
mudar,#muda#,mudo,#mudu#;;;;;;atribuir,#atribui#,atribuo,#atribuu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
permitir,#permiti#,permito,#permitu#;;;;;;convidar,#konvida#,convido,#konvidu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
sofrer,#sofre#,sofro,#sofru#;;;;;;erigir,#eriji#,erijo,#eriju#;;;;;;;;;;;;;;;;;;;;;;;;;;;
atribuir,#atribui#,atribuo,#atribuu#;;;;;;analisar,#analiza#,analizo,#analisu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
convidar,#konvida#,convido,#konvidu#;;;;;;ocorrer,#okohe#,ocorro,#okohu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
erigir,#eriji#,erijo,#eriju#;;;;;;dissolver,#disouve#,dissolvo,#disouvu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
analisar,#analiza#,analizo,#analisu#;;;;;;comprazer,#kompraze#,comprazo,#komprazu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
ocorrer,#okohe#,ocorro,#okohu#;;;;;;mexer,#mexe#,mexo,#mexu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
dissolver,#disouve#,dissolvo,#disouvu#;;;;;;precisar,#presiza#,preciso,#presizu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
comprazer,#kompraze#,comprazo,#komprazu#;;;;;;corrigir,#kohijir#,corrijo,#kohiju#;;;;;;;;;;;;;;;;;;;;;;;;;;;
mexer,#mexe#,mexo,#mexu#;;;;;;respeitar,#hespeita#,respeito,#hespeitu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
precisar,#presiza#,preciso,#presizu#;;;;;;lavar,#lava#,lavo,#lavu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
corrigir,#kohijir#,corrijo,#kohiju#;;;;;;varrer,#vahe#,varro,#vahu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
respeitar,#hespeita#,respeito,#hespeitu#;;;;;;beijar,#beija#,beijo,#beiju#;;;;;;;;;;;;;;;;;;;;;;;;;;;
lavar,#lava#,lavo,#lavu#;;;;;;educar,#eduka#,educo,#eduku#;;;;;;;;;;;;;;;;;;;;;;;;;;;
varrer,#vahe#,varro,#vahu#;;;;;;descer,#dese#,desco,#desu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
beijar,#beija#,beijo,#beiju#;;;;;;dirigir,#diriji#,dirijo,#diriju#;;;;;;;;;;;;;;;;;;;;;;;;;;;
educar,#eduka#,educo,#eduku#;;;;;;comprar,#kompra#,compro,#kompru#;;;;;;;;;;;;;;;;;;;;;;;;;;;
descer,#dese#,desco,#desu#;;;;;;achar,#axa#,acho,#axu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
dirigir,#diriji#,dirijo,#diriju#;;;;;;fingir,#finji#,finjo,#finju#;;;;;;;;;;;;;;;;;;;;;;;;;;;
comprar,#kompra#,compro,#kompru#;;;;;;contar,#konta#,conto,#kontu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
achar,#axa#,acho,#axu#;;;;;;pensar,#pensa#,penso,#pensu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
fingir,#finji#,finjo,#finju#;;;;;;existir,#ezisti#,existo,#ezistu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
contar,#konta#,conto,#kontu#;;;;;;sacudir,#sakudi#,sacudo,#sakudu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
pensar,#pensa#,penso,#pensu#;;;;;;trabalhar,#trabalia#,trabalho,#trabaliu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
existir,#ezisti#,existo,#ezistu#;;;;;;assistir,#asisti#,assisto,#asistu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
sacudir,#sakudi#,sacudo,#sakudu#;;;;;;submeter,#subimete#,submeto,#subimetu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
trabalhar,#trabalia#,trabalho,#trabaliu#;;;;;;atender,#atende#,atendo,#atendu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
assistir,#asisti#,assisto,#asistu#;;;;;;viver,#vive#,vivo,#vivu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
submeter,#subimete#,submeto,#subimetu#;;;;;;cantar,#kanta#,canto,#kantu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
atender,#atende#,atendo,#atendu#;;;;;;surgir,#surji#,surjo,#surju#;;;;;;;;;;;;;;;;;;;;;;;;;;;
viver,#vive#,vivo,#vivu#;;;;;;bater,#bate#,bato,#batu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
cantar,#kanta#,canto,#kantu#;;;;;;procurar,#prokura#,procuro,#prokuru#;;;;;;;;;;;;;;;;;;;;;;;;;;;
surgir,#surji#,surjo,#surju#;;;;;;frigir,#friji#,frijo,#friju#;;;;;;;;;;;;;;;;;;;;;;;;;;;
bater,#bate#,bato,#batu#;;;;;;caminhar,#kaminia#,caminho,#kaminiu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
procurar,#prokura#,procuro,#prokuru#;;;;;;marcar,#marka#,marco,#marku#;;;;;;;;;;;;;;;;;;;;;;;;;;;
frigir,#friji#,frijo,#friju#;;;;;;esquecer,#eskese#,esqueco,#eskesu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
caminhar,#kaminia#,caminho,#kaminiu#;;;;;;tentar,#tenta#,tento,#tentu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
marcar,#marka#,marco,#marku#;;;;;;decidir,#desidi#,decido,#desidu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
esquecer,#eskese#,esqueco,#eskesu#;;;;;;desistir,#dezisti#,desisto,#dezistu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
tentar,#tenta#,tento,#tentu#;;;;;;lembrar,#lembra#,lembro,#lembru#;;;;;;;;;;;;;;;;;;;;;;;;;;;
decidir,#desidi#,decido,#desidu#;;;;;;aparecer,#aparese#,apareco,#aparesu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
desistir,#dezisti#,desisto,#dezistu#;;;;;;brincar,#brinka#,brinco,#brinku#;;;;;;;;;;;;;;;;;;;;;;;;;;;
lembrar,#lembra#,lembro,#lembru#;;;;;;usar,#uza#,uso,#uzu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
aparecer,#aparese#,apareco,#aparesu#;;;;;;envolver,#envouve#,envolvo,#envouvu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
brincar,#brinka#,brinco,#brinku#;;;;;;ver,#ve#,vejo,#veju#;;;;;;;;;;;;;;;;;;;;;;;;;;;
usar,#uza#,uso,#uzu#;;;;;;dever,#deve#,devo,#devu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
envolver,#envouve#,envolvo,#envouvu#;;;;;;romper,#hompe#,rompo,#hompu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
ver,#ve#,vejo,#veju#;;;;;;ceder,#sede#,cedo,#sedu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
dever,#deve#,devo,#devu#;;;;;;buscar,#buska#,busco,#busku#;;;;;;;;;;;;;;;;;;;;;;;;;;;
romper,#hompe#,rompo,#hompu#;;;;;;escrever,#eskreve#,escrevo,#eskrevu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
ceder,#sede#,cedo,#sedu#;;;;;;encaminhar,#enkaminiar#,encaminho,#enkaminiu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
buscar,#buska#,busco,#busku#;;;;;;cumprir,#kumpri#,cumpro,#kumpru#;;;;;;;;;;;;;;;;;;;;;;;;;;;
escrever,#eskreve#,escrevo,#eskrevu#;;;;;;amar,#ama#,amo,#amu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
encaminhar,#enkaminiar#,encaminho,#enkaminiu#;;;;;;ajudar,#ajuda#,ajudo,#ajudu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
cumprir,#kumpri#,cumpro,#kumpru#;;;;;;discutir,#diskuti#,discuto,#diskutu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
esperar,#espera#,espero,#espEru#;;;;;;entrar,#entra#,entro,#entru#;;;;;;;;;;;;;;;;;;;;;;;;;;;
amar,#ama#,amo,#amu#;;;;;;parecer,#parese#,pareco,#paresu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
ajudar,#ajuda#,ajudo,#ajudu#;;;;;;receber,#resebe#,recebo,#resebu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
discutir,#diskuti#,discuto,#diskutu#;;;;;;partir,#parti#,parto,#partu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
entrar,#entra#,entro,#entru#;;;;;;apresentar,#aprezentar#,apresento,#aprezentu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
parecer,#parese#,pareco,#paresu#;;;;;;beber,#bebe#,bebo,#bebu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
receber,#resebe#,recebo,#resebu#;;;;;;adquirir,#adikiri#,adquiro,#adikiru#;;;;;;;;;;;;;;;;;;;;;;;;;;;
partir,#parti#,parto,#partu#;;;;;;oferecer,#oferese#,ofereco,#oferesu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
apresentar,#aprezentar#,apresento,#aprezentu#;;;;;;encher,#enxe#,encho,#enxu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
beber,#bebe#,bebo,#bebu#;;;;;;passar,#pasa#,passo,#pasu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
adquirir,#adikiri#,adquiro,#adikiru#;;;;;;iniciar,#inisia#,inicio,#inisiu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
oferecer,#oferese#,ofereco,#oferesu#;;;;;;dancar,#dansa#,danco,#dansu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
pegar,#pega#,pego,#pEgu#;;;;;;encontrar,#enkontra#,encontro,#enkontru#;;;;;;;;;;;;;;;;;;;;;;;;;;;
encher,#enxe#,encho,#enxu#;;;;;;sonhar,#soniar#,sonho,#soniu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
passar,#pasa#,passo,#pasu#;;;;;;compartilhar,#kompartilia#,compartilho,#kompartiliu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
iniciar,#inisia#,inicio,#inisiu#;;;;;;aprender,#aprende#,aprendo,#aprendu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
morar,#mora#,moro,#mOru#;;;;;;avisar,#aviza#,aviso,#avizu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
dancar,#dansa#,danco,#dansu#;;;;;;entender,#entende#,entendo,#entendu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
encontrar,#enkontra#,encontro,#enkontru#;;;;;;mandar,#manda#,mando,#mandu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
sonhar,#soniar#,sonho,#soniu#;;;;;;preocupar,#preukupa#,preocupo,#preukupu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
compartilhar,#kompartilia#,compartilho,#kompartiliu#;;;;;;garantir,#garanti#,garanto,#garantu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
aprender,#aprende#,aprendo,#aprendu#;;;;;;sentar,#senta#,sento,#sentu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
avisar,#aviza#,aviso,#avizu#;;;;;;chamar,#xama#,chamo,#xamu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
jogar,#joga#,jogo,#jOgu#;;;;;;murchar,#murxa#,murcho,#murxu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
olhar,#olia#,olho,#Oliu#;;;;;;rir,#hi#,rio,#hiu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
colocar,#koloka#,coloco,#kolOku#;;;;;;estar,#esta#,estou,#estou#;;;;;;;;;;;;;;;;;;;;;;;;;;;
entender,#entende#,entendo,#entendu#;;;;;;mobiliar,#mobiliar#,mobilio,#mobiliu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
mandar,#manda#,mando,#mandu#;;;;;;bulir,#buli#,bulo,#bulu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
preocupar,#preukupa#,preocupo,#preukupu#;;;;;;fugir,#fuji#,fujo,#fuju#;;;;;;;;;;;;;;;;;;;;;;;;;;;
garantir,#garanti#,garanto,#garantu#;;;;;;advetir,#adiverti#,adverto,#adivertu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
sentar,#senta#,sento,#sentu#;;;;;;desprover,#desprove#,desprovo,#desprovu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
chamar,#xama#,chamo,#xamu#;;;;;;consumir,#konsumi#,consumo,#konsumu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
murchar,#murxa#,murcho,#murxu#;;;;;;distrair,#distrai#,distraio,#distraiu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
perseguir,#persegi#,persigo,#persigu#;;;;;;acudir,#akudi#,acudo,#akudu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
caber,#kabe#,caibo,#kaibu#;;;;;;subir,#subi#,subo,#subu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
desmentir,#desmenti#,desminto,#desmintu#;;;;;;eleger,#eleje#,elejo,#eleju#;;;;;;;;;;;;;;;;;;;;;;;;;;;
impedir,#impedi#,impeco,#impEsu#;;;;;;construir,#konstrui#,contruo,#konstruu#;;;;;;;;;;;;;;;;;;;;;;;;;;;
informar,#informa#,informo,#infOrmu#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
tossir,#tosi#,tusso,#tusu#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
tornar,#torna#,torno,#tOrnu#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
contrapor,#kontrapo#,contraponho,#kontraponiu#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dizer,#dize#,digo,#digu#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
perfazer,#perfaze#,perfaco,#perfasu#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dispor,#dispo#,disponho,#disponiu#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
obter,#obite#,obtenho,#obitenhu#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
transfazer,#transfaze#,transfaco,#transfasu#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
comecar,#komesa#,comeco,#komEsu#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
refazer,#hefaze#,refaco,#hefasu#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rir,#hi#,rio,#hiu#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cobrir,#kobri#,cubro,#kubru#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entreouvir,#entreouvi#,ouco,#entreousu#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
estar,#esta#,estou,#estou#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
expelir,#espeli#,expilo,#espilu#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
transpor,#transpo#,transponho,#transponiu#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prever,#preve#,prevejo,#preveju#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
odiar,#odia#,odeio,#odeiu#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
descrer,#deskre#,descreio,#deskreiu#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mobiliar,#mobiliar#,mobilio,#mobiliu#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
readequar,#headekua#,readequo,#headEkuu#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
perder,#perde#,perco,#perku#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
repor,#hepo#,reponho,#heponiu#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ansiar,#ansia#,anseio,#anseiu#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
redizer,#hedize#,redigo,#hedigu#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
redispor,#hedispo#,redisponho,#hedisponiu#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
afazer,#afaze#,afaco,#afasu#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
secar,#seka#,seco,#sEku#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
bulir,#buli#,bulo,#bulu#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
expor,#espo#,exponho,#esponiu#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
insatisfazer,#insatisfaze#,insatisfaco,#insatisfasu#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
antever,#anteve#,antevejo,#anteveju#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
reler,#hele#,releio,#heleiu#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ouvir,#ouvi#,ouco,#ousu#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ferir,#feri#,firo,#firu#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
completar,#kompleta#,completo,#komplEtu#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
por,#po#,ponho,#poniu#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fugir,#fuji#,fujo,#fuju#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
advetir,#adiverti#,adverto,#adivertu#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
