infinitive,predicted,target,class
depo,de,depoNu,class__por
impo,mimu,impoNu,class__por
superpo,to,superpoNu,class__por
sofre,sosto,sofru,class__regular
disouve,desfu,disouvu,class__regular
kohiji,kosxu,kohiju,class__regular
envouve,es$uvu,envouvu,class__regular
mexe,mexu,mexu,class__regular
kompraze,komprasu,komprazu,class__regular
presiza,presisu,presizu,class__regular
analiza,atilasu,analisu,class__regular
eriji,esuru,eriju,class__regular
hompe,homo,hompu,class__regular
konvida,konvitu,konvidu,class__regular
planta,panti,plantu,class__regular
levanta,xa$Ettu,levantu,class__regular
fala,falu,falu,class__regular
anda,attu,andu,class__regular
kumpri,kumpru,kumpru,class__regular
konjuga,kusku,konjugu,class__regular
xama,lanu,xamu,class__regular
murxa,m$rxu,murxu,class__regular
eskreve,eskesveju,eskrevu,class__regular
kontinua,kontenuu,kontinuu,class__regular
krese,treeu,kresu,class__regular
ezerse,esessu,ezersu,class__regular
liga,ligu,ligu,class__regular
brinka,praku,brinku,class__regular
trabaLa,traatiu,trabaLu,class__regular
subimete,$opinesi,subimetu,class__regular
hespeita,hetEriu,hespeitu,class__regular
vende,vendu,vendu,class__regular
sede,seteu,sedu,class__regular
agradese,atrafanu,agradesu,class__regular
koNese,kone,koNesu,class__regular
voa,fu,vou,class__regular
nada,natu,nadu,class__regular
para,paitu,paru,class__regular
kome,koNu,komu,class__regular
permiti,per$itu,permitu,class__regular
lava,lavu,lavu,class__regular
dese,deseNu,desu,class__regular
beija,bexu,beiju,class__regular
kohe,kohu,kohu,class__regular
permanese,penpensu,permanesu,class__regular
uza,su,uzu,class__regular
esklui,eskulu,eskluu,class__regular
kompreende,komprentu,kompreendu,class__regular
dezisti,despriu,dezistu,class__regular
aparese,apanfaNu,aparesu,class__regular
envia,enfeuu,enviu,class__regular
kai,katiu,kaiu,class__regular
imprimi,$pimtru,imprimu,class__regular
imerji,empriju,imerju,class__regular
subimerji,komirizu,subimerju,class__regular
benze,penzo,benzu,class__regular
gaNa,kanu,gaNu,class__regular
aseita,asi,aseitu,class__regular
konfuji,konfuju,konfuju,class__regular
segura,sigutu,seguru,class__regular
suspende,soprevenu,suspendu,class__regular
junta,xundu,juntu,class__regular
kohompe,kom$$,kohompu,class__regular
atrai,atresu,atraiu,class__regular
kultiva,ko$$xudu,kultivu,class__regular
eskuta,eskutu,eskutu,class__regular
mata,manu,matu,class__regular
paga,pagu,pagu,class__regular
sai,seiu,saiu,class__regular
bate,pateNu,batu,class__regular
eskoLe,eskolu,eskoLu,class__regular
asende,an$$su,asendu,class__regular
esvai,esfasu,esvaiu,class__regular
destrui,destruu,destruu,class__regular
dormi,tontu,durmu,class__regular
okohe,oko,okohu,class__regular
diriji,dis$u,diriju,class__regular
muda,mudu,mudu,class__regular
esprimi,enkuntu,esprimu,class__regular
farta,fartu,fartu,class__regular
trai,treiu,traiu,class__regular
mingua,met$$uu,minguu,class__regular
desmobilia,tespinxuu,desmobiliu,class__regular
sohi,sohu,sohiu,class__regular
perverte,pirtef$ru,pervertu,class__regular
preklui,prolitu,prekluu,class__regular
kontrai,kontreiu,kontraiu,class__regular
estingi,eskindu,estingu,class__regular
desprekave,tett$$fazu,desprekavu,class__regular
televe,perevu,televu,class__regular
entupi,entupu,entupu,class__regular
deskalsa,tesfatu,deskalsu,class__regular
gasta,gastu,gastu,class__regular
finda,findu,findu,class__regular
kuspi,kusku,kuspu,class__regular
pretende,prentenu,pretendu,class__regular
deve,devexu,devu,class__regular
enkamiNa,enkemitu,enkamiNu,class__regular
atribui,,atribuu,class__regular
estuda,estutu,istudu,class__regular
sauva,sisfi,sauvu,class__regular
prende,prendu,prendu,class__regular
espulsa,$$$$$$u,espulsu,class__regular
hevolve,hevexu,hevolvu,class__regular
enxuga,engu,enxugu,class__regular
despoli,despilu,despolu,class__regular
eskapuli,$$tili,eskapulu,class__regular
hetrai,hetar$u,hetraiu,class__regular
moe,menu,mou,class__regular
abri,apri,abru,class__regular
konklui,kontigu,konkluu,class__regular
atinji,atis$i,atinju,class__regular
okulta,oku,okultu,class__regular
izenta,is$antu,izentu,class__regular
limpa,limbu,limpu,class__regular
konvense,konfessu,konvensu,class__regular
heda,hegu,hedu,class__regular
emerji,em$$xu,emerju,class__regular
transfuji,tranfxu,transfuju,class__regular
mobilia,menkiluu,mobiliu,class__regular
posui,pusu,posuu,class__regular
fuji,fux,fuju,class__regular
adiverti,adistizu,adivertu,class__regular
desprove,despus$,desprovu,class__regular
konsumi,kontinu,konsumu,class__regular
distrai,distasu,distraiu,class__regular
akudi,agupu,akudu,class__regular
subi,sugu,subu,class__regular
eleje,e$leiu,eleju,class__regular
influi,inxisu,influu,class__regular
hemedi,hemidu,hemedu,class__regular
dezagua,deskizu,dezaguu,class__regular
inkohe,enko,inkohu,class__regular
tenta,tentu,tentu,class__regular
healiza,healiu,healisu,class__regular
desidi,despuu,desidu,class__regular
eskese,eskesu,eskesu,class__regular
imajina,amimisu,imajinu,class__regular
lembra,limttu,lembru,class__regular
aproveita,,aproveitu,class__regular
omiti,omitu,omitu,class__regular
ensina,ensinu,ensinu,class__regular
marka,martu,marku,class__regular
kamiNa,kamiNu,kamiNu,class__regular
friji,sisu,friju,class__regular
prokura,prokruu,prokuru,class__regular
surji,sustu,surju,class__regular
konstrui,kontrisu,konstruu,class__regular
kanta,kantu,kantu,class__regular
vahe,vasu,vahu,class__regular
merese,meresu,meresu,class__regular
grita,draku,gritu,class__regular
xove,xOvu,xovu,class__regular
kativa,ka$azu,kativu,class__regular
viaja,vaxu,viaju,class__regular
dezeja,devizu,dezeju,class__regular
pula,pulu,pulu,class__regular
akompaNa,enkOmpu,akompaNu,class__regular
dividi,dividu,dividu,class__regular
aguarda,agustru,aguardu,class__regular
zoa,su,zou,class__regular
xega,xEgu,xegu,class__regular
buli,bulu,bulu,class__regular
atende,attenu,atendu,class__regular
pasa,pasu,pasu,class__regular
ajuda,ajudu,ajudu,class__regular
dansa,dastu,dansu,class__regular
enkontra,enkOntru,enkontru,class__regular
buska,buttu,busku,class__regular
inisia,insetuu,inisiu,class__regular
enxe,enxi,enxu,class__regular
oferese,efessu,oferesu,class__regular
adikiri,atittuu,adikiru,class__regular
bebe,begu,bebu,class__regular
aprezentar,apresezesi,aprezentu,class__regular
parti,partu,partu,class__regular
parese,parseiu,paresu,class__regular
soNa,soNu,soNu,class__regular
kaza,kasu,kazu,class__regular
julga,jugu,julgu,class__regular
hi,seiu,hiu,class__regular
inklui,inkilu,inkluu,class__regular
afliji,axil$u,afliju,class__regular
kontravi,kontravu,kontravu,class__regular
mohe,mosu,mohu,class__regular
sumi,sunmu,sumu,class__regular
jaze,vaxu,jazu,class__regular
denfende,den$$s$,defendu,class__regular
tende,tent,tendu,class__regular
sakudi,sigitu,sakudu,class__regular
aprende,apretenu,aprendu,class__regular
kompartiLa,komprakinu,kompartiLu,class__regular
entende,entendeNu,entendu,class__regular
deixa,dixu,deixu,class__regular
deslingua,defetidu,deslinguu,class__regular
lambuza,lam$du,lambuzu,class__regular
akontese,ekonsesu,akontesu,class__regular
pensa,persu,pensu,class__regular
fika,fiku,fiku,class__regular
senta,sentu,sentu,class__regular
ezisti,esfaru,ezistu,class__regular
konta,kontu,kontu,class__regular
finji,finju,finju,class__regular
axa,axu,axu,class__regular
aviza,avisu,avizu,class__regular
kompra,kompru,kompru,class__regular
aji,axu,aju,class__regular
asisti,is$reiu,asistu,class__regular
eduka,edugu,eduku,class__regular
ama,a,amu,class__regular
akaba,apitu,akabu,class__regular
diskuti,diskubu,diskutu,class__regular
entra,entriu,entru,class__regular
garanti,kartinu,garantu,class__regular
preukupa,preputu,preukupu,class__regular
manda,mantu,mandu,class__regular
partisipa,parintiNu,partisipu,class__regular
dijeri,diviru,dijiru,class__seguir
persegi,perti,persigu,class__seguir
espeli,eseku,espilu,class__seguir
servi,sesfu,sirvu,class__seguir
preveni,prefisu,previnu,class__seguir
agredi,agridu,agridu,class__seguir
progredi,progudtu,progridu,class__seguir
inseri,insinu,insiru,class__seguir
kompeti,kompitu,kompitu,class__seguir
diverti,divittu,divirtu,class__seguir
transgredi,tratraduzu,transgridu,class__seguir
sujeri,su,sujiru,class__seguir
aderi,atiru,adiru,class__seguir
preferi,prefiru,prefiru,class__seguir
feri,firu,firu,class__seguir
regredi,tergu,regridu,class__seguir
segi,segu,sigu,class__seguir
deferi,defiru,defiru,class__seguir
konsegi,konsku,konsigu,class__seguir
kompeli,kompliu,kompilu,class__seguir
injeri,esirtu,injiru,class__seguir
konferi,konsiru,konfiru,class__seguir
vesti,vistu,vistu,class__seguir
aferi,asiru,afiru,class__seguir
preteri,pretiru,pretiru,class__seguir
konverji,konvisfu,konvirju,class__seguir
hepeti,hepEtu,hepitu,class__seguir
entrete,entretu,entreteNu,class__ter
dete,despu,deteNu,class__ter
konte,kontu,konteNu,class__ter
obite,oputu,obiteNu,class__ter
mante,mant,manteNu,class__ter
abiste,abiradu,abisteNu,class__ter
hete,hepesu,heteNu,class__ter
te,teiu,teNu,class__ter
suste,sostu,susteNu,class__ter
ate,ateNu,ateNu,class__ter
headekua,he$etiiu,headEkuu,class__testar
komesa,komisu,komEsu,class__testar
adekua,agirku,adEkuu,class__testar
seka,seku,sEku,class__testar
leva,levi,lEvu,class__testar
sega,segu,sEgu,class__testar
pega,beku,pEgu,class__testar
kompleta,kompitiu,komplEtu,class__testar
infekita,inve$tu,infEkitu,class__testar
espresa,eskrasu,esprEsu,class__testar
detesta,deskenu,detEstu,class__testar
fexa,fexu,fExu,class__testar
konversa,konvarsu,konvErsu,class__testar
obiserva,pes$$fisu,obisErvu,class__testar
protesta,pret$$su,protEstu,class__testar
espera,espriu,espEru,class__testar
testa,testu,tEstu,class__testar
entrega,entreku,entrEgu,class__testar
manifesta,am$refisu,manifEstu,class__testar
empresta,e,emprEstu,class__testar
preve,previ,preveju,class__ver
interve,entreveju,interveju,class__ver
anteve,anessu,anteveju,class__ver
entreve,entrevexu,entreveju,class__ver
ve,xeju,veju,class__ver
heve,hevexu,heveju,class__ver
dezavi,devaju,dezaveNu,class__vir
sobrevi,sobrezu,sobreveNu,class__vir
obivi,ouvu,obiveNu,class__vir
hevi,hevixu,heveNu,class__vir
vi,vuu,veNu,class__vir
adivi,adizu,adiveNu,class__vir
deskonvi,despozfu,deskonveNu,class__vir
avi,avu,aveNu,class__vir
hekonvi,hesot$u,hekonveNu,class__vir
konvi,konvu,konveNu,class__vir
provi,provu,proveNu,class__vir
