infinitive,predicted,target,class
emerji,empuzu,emerju,class__regular
transfuji,tranuv$u,transfuju,class__regular
mobilia,penibuu,mobiliu,class__regular
posui,pOsu,posuu,class__regular
fuji,fuxu,fuju,class__regular
adiverti,adistusu,adivertu,class__regular
desprove,desprf$,desprovu,class__regular
konsumi,konsupu,konsumu,class__regular
distrai,distragu,distraiu,class__regular
akudi,akudu,akudu,class__regular
subi,subu,subu,class__regular
eleje,el$xu,eleju,class__regular
influi,inxulu,influu,class__regular
hemedi,hempu,hemedu,class__regular
dezagua,deskugu,dezaguu,class__regular
inkohe,enkofu,inkohu,class__regular
tenta,tentu,tentu,class__regular
healiza,hefatu,healisu,class__regular
desidi,des$iu,desidu,class__regular
eskese,eskesu,eskesu,class__regular
imajina,amix$u,imajinu,class__regular
lembra,limbru,lembru,class__regular
aproveita,m$oprasu,aproveitu,class__regular
omiti,em$,omitu,class__regular
ensina,entinu,ensinu,class__regular
marka,mattu,marku,class__regular
kamiNa,kamiNu,kamiNu,class__regular
friji,suz$u,friju,class__regular
prokura,prokutu,prokuru,class__regular
surji,sustu,surju,class__regular
konstrui,kontridu,konstruu,class__regular
kanta,kantu,kantu,class__regular
vahe,vesu,vahu,class__regular
merese,meresu,meresu,class__regular
grita,dratu,gritu,class__regular
xove,xovu,xovu,class__regular
kativa,ka$$su,kativu,class__regular
viaja,vaxu,viaju,class__regular
dezeja,devizu,dezeju,class__regular
pula,muu,pulu,class__regular
akompaNa,ekupEntu,akompaNu,class__regular
dividi,dizudu,dividu,class__regular
aguarda,akindru,aguardu,class__regular
zoa,suu,zou,class__regular
xega,xEku,xegu,class__regular
buli,pulu,bulu,class__regular
atende,attenu,atendu,class__regular
pasa,pasu,pasu,class__regular
ajuda,ajudu,ajudu,class__regular
dansa,destu,dansu,class__regular
enkontra,entontru,enkontru,class__regular
buska,guspu,busku,class__regular
inisia,intaisu,inisiu,class__regular
enxe,en$,enxu,class__regular
oferese,he$,oferesu,class__regular
adikiri,adiritu,adikiru,class__regular
bebe,be$pu,bebu,class__regular
aprezentar,apreteresu,aprezentu,class__regular
parti,partu,partu,class__regular
parese,par$a,paresu,class__regular
soNa,soNu,soNu,class__regular
kaza,kaiu,kazu,class__regular
julga,jugu,julgu,class__regular
hi,seiu,hiu,class__regular
inklui,inkulu,inkluu,class__regular
afliji,$ixlu,afliju,class__regular
kontravi,kontrfi,kontravu,class__regular
mohe,mosu,mohu,class__regular
sumi,sumu,sumu,class__regular
jaze,zeju,jazu,class__regular
denfende,tent$f$u,defendu,class__regular
tende,tendu,tendu,class__regular
sakudi,taskuu,sakudu,class__regular
aprende,aprendu,aprendu,class__regular
kompartiLa,kompralitu,kompartiLu,class__regular
entende,entrenku,entendu,class__regular
deixa,dixu,deixu,class__regular
deslingua,diskalitu,deslinguu,class__regular
lambuza,limbru,lambuzu,class__regular
akontese,etkomrsu,akontesu,class__regular
pensa,pensu,pensu,class__regular
fika,fi,fiku,class__regular
senta,sentu,sentu,class__regular
ezisti,iztasu,ezistu,class__regular
konta,kontu,kontu,class__regular
finji,finju,finju,class__regular
axa,aju,axu,class__regular
aviza,avizu,avizu,class__regular
kompra,kumpru,kompru,class__regular
aji,asu,aju,class__regular
asisti,insadu,asistu,class__regular
eduka,edku,eduku,class__regular
ama,ami,amu,class__regular
akaba,apatu,akabu,class__regular
diskuti,diskudu,diskutu,class__regular
entra,entri,entru,class__regular
garanti,kartinu,garantu,class__regular
preukupa,p$ripuu,preukupu,class__regular
manda,mandu,mandu,class__regular
partisipa,pramittu,partisipu,class__regular
dijeri,disiru,dijiru,class__seguir
persegi,pre$ku,persigu,class__seguir
espeli,espelu,espilu,class__seguir
servi,sessu,sirvu,class__seguir
preveni,prefe,previnu,class__seguir
agredi,adattu,agridu,class__seguir
progredi,progudtu,progridu,class__seguir
inseri,insiru,insiru,class__seguir
kompeti,kompitu,kompitu,class__seguir
diverti,disidru,divirtu,class__seguir
transgredi,tratr$$tu,transgridu,class__seguir
sujeri,suf$$,sujiru,class__seguir
aderi,adiru,adiru,class__seguir
preferi,prefiru,prefiru,class__seguir
feri,siu,firu,class__seguir
regredi,tretruu,regridu,class__seguir
segi,segu,sigu,class__seguir
deferi,defiru,defiru,class__seguir
konsegi,kontisu,konsigu,class__seguir
kompeli,kompiNu,kompilu,class__seguir
injeri,infiru,injiru,class__seguir
konferi,konsitu,konfiru,class__seguir
vesti,vandu,vistu,class__seguir
aferi,asisu,afiru,class__seguir
preteri,pretiru,pretiru,class__seguir
konverji,konvizu,konvirju,class__seguir
hepeti,hepEru,hepitu,class__seguir
entrete,entrenu,entreteNu,class__ter
dete,deteNu,deteNu,class__ter
konte,kontu,konteNu,class__ter
obite,oputu,obiteNu,class__ter
mante,mant$u,manteNu,class__ter
abiste,agindi,abisteNu,class__ter
hete,se,heteNu,class__ter
te,teeu,teNu,class__ter
suste,sustu,susteNu,class__ter
ate,ateNu,ateNu,class__ter
headekua,hete$kuu,headEkuu,class__testar
komesa,kom$,komEsu,class__testar
adekua,adeku,adEkuu,class__testar
seka,seku,sEku,class__testar
leva,levu,lEvu,class__testar
sega,segu,sEgu,class__testar
pega,pEgu,pEgu,class__testar
kompleta,kompatuu,komplEtu,class__testar
infekita,inka$$,infEkitu,class__testar
espresa,estra,esprEsu,class__testar
detesta,despri,detEstu,class__testar
fexa,fexu,fExu,class__testar
konversa,konfarsu,konvErsu,class__testar
obiserva,$uprefasu,obisErvu,class__testar
protesta,prot$sku,protEstu,class__testar
espera,espreiu,espEru,class__testar
testa,testu,tEstu,class__testar
entrega,entreku,entrEgu,class__testar
manifesta,amrefasu,manifEstu,class__testar
empresta,pent$$tu,emprEstu,class__testar
preve,prevu,preveju,class__ver
interve,entrevu,interveju,class__ver
anteve,atassu,anteveju,class__ver
entreve,entreveju,entreveju,class__ver
ve,feu,veju,class__ver
heve,hevexu,heveju,class__ver
dezavi,des$xu,dezaveNu,class__vir
sobrevi,suprevu,sobreveNu,class__vir
obivi,ouju,obiveNu,class__vir
hevi,heviju,heveNu,class__vir
vi,zu,veNu,class__vir
adivi,adivu,adiveNu,class__vir
deskonvi,deskuzu,deskonveNu,class__vir
avi,avu,aveNu,class__vir
hekonvi,hevo,hekonveNu,class__vir
konvi,konvu,konveNu,class__vir
provi,provu,proveNu,class__vir
