infinitive,predicted,target,class
benfaze,pesfasu,benfasu,class__fazer
perfaze,perfasu,perfasu,class__fazer
satisfaze,sasis$ssu,satisfasu,class__fazer
insatisfaze,insenfasssu,insatisfasu,class__fazer
likefaze,aguxzesu,likefasu,class__fazer
transfaze,transfasu,transfasu,class__fazer
kontrafaze,kontravisu,kontrafasu,class__fazer
tohefaze,tesfefisu,tohefasu,class__fazer
harefaze,satesfisu,harefasu,class__fazer
esfaze,esfasu,esfasu,class__fazer
maufaze,minviazu,maufasu,class__fazer
kre,kreiu,kreiu,class__ler
tresle,treseju,treleiu,class__ler
le,xelu,leiu,class__ler
hele,hexi,heleiu,class__ler
deskre,destru,deskreiu,class__ler
desmenti,denm$pu,desmintu,class__mentir
konsenti,konsintu,konsintu,class__mentir
senti,sentu,sintu,class__mentir
presenti,prenedu,presintu,class__mentir
menti,mendu,mintu,class__mentir
asenti,ansitu,asintu,class__mentir
hesenti,hesertu,hesintu,class__mentir
persenti,prestriu,persintu,class__mentir
entreouvi,ento$vu,entreousu,class__none
reouvi,erovuu,reousu,class__none
pari,paru,pairu,class__none
perde,pert$u,perku,class__none
hekere,hetetu,hekEru,class__none
traze,trasi,tragu,class__none
desda,desdu,dEsdu,class__none
kabe,kaku,kaibu,class__none
da,dE,dou,class__none
ekivale,agulsi,ekivaLu,class__none
sabe,sabu,sei,class__none
idea,edeiu,ideiu,class__none
esta,estu,estou,class__none
prove,prevoju,proveNu,class__none
sobresta,sesprEsu,sobrestou,class__none
kere,karu,kEru,class__none
entrekere,entreendu,entrekEru,class__none
pode,pobu,pOsu,class__none
estrea,estraiu,estrEiu,class__none
ouvi,ouvu,ousu,class__none
dezimpedi,desipudtu,dezimpEsu,class__pedir
medi,medu,mEsu,class__pedir
despedi,despribu,despEsu,class__pedir
impedi,imputu,impEsu,class__pedir
pedi,beuu,pEsu,class__pedir
espedi,espidu,espEsu,class__pedir
desmedi,despinu,desmEsu,class__pedir
predispo,preskinu,predispoNu,class__por
indispo,intettu,indispoNu,class__por
dezapo,deskeNu,dezapoNu,class__por
kompo,kompu,kompoNu,class__por
po,pou,poNu,class__por
kontrapo,kontraku,kontrapoNu,class__por
pospo,pospu,pospoNu,class__por
dispo,dispu,dispoNu,class__por
despo,despu,despoNu,class__por
transpo,trant$u,transpoNu,class__por
espo,estu,espoNu,class__por
interpo,intremu,interpoNu,class__por
hedispo,hetO$tu,hedispoNu,class__por
antepo,anteNu,antepoNu,class__por
deskompo,despumtu,deskompoNu,class__por
justapo,subistu,justapoNu,class__por
trespo,tren$u,trespoNu,class__por
dekompo,tompumtu,dekompoNu,class__por
supo,sup,supoNu,class__por
presupo,prenubu,presupoNu,class__por
hekompo,hepupru,hekompoNu,class__por
entrepo,entre$u,entrepoNu,class__por
prosupo,pro$utu,prosupoNu,class__por
propo,propu,propoNu,class__por
depo,depu,depoNu,class__por
impo,$mumu,impoNu,class__por
superpo,,superpoNu,class__por
sofre,sos$,sofru,class__regular
disouve,desuzu,disouvu,class__regular
kohiji,konviu,kohiju,class__regular
envouve,es$uvu,envouvu,class__regular
mexe,mexu,mexu,class__regular
kompraze,komprasu,komprazu,class__regular
presiza,presisu,presizu,class__regular
analiza,an$ajiu,analisu,class__regular
eriji,enizu,eriju,class__regular
hompe,hompinu,hompu,class__regular
konvida,konvidu,konvidu,class__regular
planta,plitru,plantu,class__regular
levanta,le$triu,levantu,class__regular
fala,faxu,falu,class__regular
anda,antu,andu,class__regular
kumpri,kompru,kumpru,class__regular
konjuga,konvugu,konjugu,class__regular
xama,$amu,xamu,class__regular
murxa,mustu,murxu,class__regular
eskreve,eskrefazu,eskrevu,class__regular
kontinua,konteniu,kontinuu,class__regular
krese,krenu,kresu,class__regular
ezerse,ezessu,ezersu,class__regular
liga,libu,ligu,class__regular
brinka,preditu,brinku,class__regular
trabaLa,tramatu,trabaLu,class__regular
subimete,,subimetu,class__regular
hespeita,hepentiu,hespeitu,class__regular
vende,vendu,vendu,class__regular
sede,setu,sedu,class__regular
agradese,adarastu,agradesu,class__regular
koNese,konesu,koNesu,class__regular
voa,vuju,vou,class__regular
nada,nn,nadu,class__regular
para,paru,paru,class__regular
kome,kumu,komu,class__regular
permiti,pernipu,permitu,class__regular
lava,lavu,lavu,class__regular
dese,desenu,desu,class__regular
beija,bexiu,beiju,class__regular
kohe,koheu,kohu,class__regular
permanese,pendenenu,permanesu,class__regular
uza,$uzu,uzu,class__regular
esklui,eskuju,eskluu,class__regular
kompreende,komperntu,kompreendu,class__regular
dezisti,desiztu,dezistu,class__regular
aparese,apar$asu,aparesu,class__regular
envia,envuu,enviu,class__regular
kai,kaiu,kaiu,class__regular
imprimi,ampirpu,imprimu,class__regular
imerji,emij$,imerju,class__regular
subimerji,subilantu,subimerju,class__regular
benze,benzu,benzu,class__regular
gaNa,kai,gaNu,class__regular
aseita,aziitu,aseitu,class__regular
konfuji,konfuju,konfuju,class__regular
segura,sikutu,seguru,class__regular
suspende,suzu,suspendu,class__regular
junta,sujur,juntu,class__regular
kohompe,kom$ou,kohompu,class__regular
atrai,atraku,atraiu,class__regular
kultiva,kumlizu,kultivu,class__regular
eskuta,eskutu,eskutu,class__regular
mata,manku,matu,class__regular
paga,pagu,pagu,class__regular
sai,saiu,saiu,class__regular
bate,bateNu,batu,class__regular
eskoLe,esko,eskoLu,class__regular
asende,asintu,asendu,class__regular
esvai,esfiu,esvaiu,class__regular
destrui,destruu,destruu,class__regular
dormi,tontu,durmu,class__regular
okohe,okoheu,okohu,class__regular
diriji,disisu,diriju,class__regular
muda,mudu,mudu,class__regular
esprimi,enkumu,esprimu,class__regular
farta,fartu,fartu,class__regular
trai,traku,traiu,class__regular
mingua,mitigu,minguu,class__regular
desmobilia,tespeliguu,desmobiliu,class__regular
sohi,suxu,sohiu,class__regular
perverte,perevEru,pervertu,class__regular
preklui,preugu,prekluu,class__regular
kontrai,kontra$u,kontraiu,class__regular
estingi,istittu,estingu,class__regular
desprekave,desprevidu,desprekavu,class__regular
televe,te$jeiu,televu,class__regular
entupi,enkupu,entupu,class__regular
deskalsa,desk$xu,deskalsu,class__regular
gasta,gastu,gastu,class__regular
finda,findu,findu,class__regular
kuspi,kumdu,kuspu,class__regular
pretende,pretendu,pretendu,class__regular
deve,devexu,devu,class__regular
enkamiNa,anpumaNu,enkamiNu,class__regular
atribui,attinku,atribuu,class__regular
estuda,estruu,istudu,class__regular
sauva,sisuxu,sauvu,class__regular
prende,prentu,prendu,class__regular
espulsa,inso$pu,espulsu,class__regular
hevolve,hof$$xu,hevolvu,class__regular
enxuga,inxugu,enxugu,class__regular
despoli,despulu,despolu,class__regular
eskapuli,etkiliu,eskapulu,class__regular
hetrai,sertisu,hetraiu,class__regular
moe,menu,mou,class__regular
abri,abiru,abru,class__regular
konklui,konpulu,konkluu,class__regular
atinji,atinju,atinju,class__regular
okulta,okuzku,okultu,class__regular
izenta,is$$tu,izentu,class__regular
limpa,limpu,limpu,class__regular
konvense,konferfu,konvensu,class__regular
heda,hegi,hedu,class__regular
emerji,en$$xu,emerju,class__regular
transfuji,tranxuzu,transfuju,class__regular
mobilia,mi$$ku,mobiliu,class__regular
posui,pusu,posuu,class__regular
fuji,suxu,fuju,class__regular
adiverti,adiz$$tu,adivertu,class__regular
desprove,desprevu,desprovu,class__regular
konsumi,konnuu,konsumu,class__regular
distrai,distisu,distraiu,class__regular
akudi,agu,akudu,class__regular
subi,supu,subu,class__regular
eleje,e$falu,eleju,class__regular
influi,inxu,influu,class__regular
hemedi,hemidu,hemedu,class__regular
dezagua,deziduu,dezaguu,class__regular
inkohe,inko,inkohu,class__regular
tenta,tendu,tentu,class__regular
healiza,hea$suu,healisu,class__regular
desidi,desidu,desidu,class__regular
eskese,eskasu,eskesu,class__regular
imajina,aminisu,imajinu,class__regular
lembra,lembru,lembru,class__regular
aproveita,apreviru,aproveitu,class__regular
omiti,omitu,omitu,class__regular
ensina,ensinu,ensinu,class__regular
marka,mattiu,marku,class__regular
kamiNa,kaminu,kamiNu,class__regular
friji,fisuu,friju,class__regular
prokura,protkuu,prokuru,class__regular
surji,sustu,surju,class__regular
konstrui,kontriuu,konstruu,class__regular
kanta,kantu,kantu,class__regular
vahe,vaazu,vahu,class__regular
merese,meresu,meresu,class__regular
grita,dratu,gritu,class__regular
xove,xOju,xovu,class__regular
kativa,kaizu,kativu,class__regular
viaja,vaxu,viaju,class__regular
dezeja,devizu,dezeju,class__regular
pula,pulu,pulu,class__regular
akompaNa,emkamu,akompaNu,class__regular
dividi,dividu,dividu,class__regular
aguarda,agistru,aguardu,class__regular
zoa,suju,zou,class__regular
xega,xEgu,xegu,class__regular
buli,bulu,bulu,class__regular
atende,atendu,atendu,class__regular
pasa,pasu,pasu,class__regular
ajuda,avudu,ajudu,class__regular
dansa,dastu,dansu,class__regular
enkontra,enkOrtu,enkontru,class__regular
buska,busgu,busku,class__regular
inisia,inseisu,inisiu,class__regular
enxe,enseu,enxu,class__regular
oferese,eskesu,oferesu,class__regular
adikiri,aditigu,adikiru,class__regular
bebe,beibu,bebu,class__regular
aprezentar,aprotren$u,aprezentu,class__regular
parti,partu,partu,class__regular
parese,paresu,paresu,class__regular
soNa,soNu,soNu,class__regular
kaza,kasu,kazu,class__regular
julga,jubu,julgu,class__regular
hi,seiu,hiu,class__regular
inklui,inkulu,inkluu,class__regular
afliji,$ixizu,afliju,class__regular
kontravi,kontrivu,kontravu,class__regular
mohe,mofu,mohu,class__regular
sumi,sumu,sumu,class__regular
jaze,vaxu,jazu,class__regular
denfende,tenfanzu,defendu,class__regular
tende,tentu,tendu,class__regular
sakudi,sagusu,sakudu,class__regular
aprende,aprendu,aprendu,class__regular
kompartiLa,komprakitu,kompartiLu,class__regular
entende,entendo,entendu,class__regular
deixa,deixu,deixu,class__regular
deslingua,devi,deslinguu,class__regular
lambuza,limbru,lambuzu,class__regular
akontese,atensesu,akontesu,class__regular
pensa,pensu,pensu,class__regular
fika,fiku,fiku,class__regular
senta,sentu,sentu,class__regular
ezisti,ezistu,ezistu,class__regular
konta,kontu,kontu,class__regular
finji,fisxu,finju,class__regular
axa,axu,axu,class__regular
aviza,avisu,avizu,class__regular
kompra,kompru,kompru,class__regular
aji,aju,aju,class__regular
asisti,istasu,asistu,class__regular
eduka,edugu,eduku,class__regular
ama,amu,amu,class__regular
akaba,akutu,akabu,class__regular
diskuti,desudu,diskutu,class__regular
entra,entr,entru,class__regular
garanti,kartinu,garantu,class__regular
preukupa,proputuu,preukupu,class__regular
manda,mandu,mandu,class__regular
partisipa,paratitu,partisipu,class__regular
dijeri,disidu,dijiru,class__seguir
persegi,perkizu,persigu,class__seguir
espeli,espilu,espilu,class__seguir
servi,ses$su,sirvu,class__seguir
preveni,pre$isu,previnu,class__seguir
agredi,aditu,agridu,class__seguir
progredi,pred$ku,progridu,class__seguir
inseri,insru,insiru,class__seguir
kompeti,kompiru,kompitu,class__seguir
diverti,difardu,divirtu,class__seguir
transgredi,trratragu,transgridu,class__seguir
sujeri,su,sujiru,class__seguir
aderi,adiru,adiru,class__seguir
preferi,presiru,prefiru,class__seguir
feri,firu,firu,class__seguir
regredi,terkudu,regridu,class__seguir
segi,sigu,sigu,class__seguir
deferi,defiru,defiru,class__seguir
konsegi,kontidu,konsigu,class__seguir
kompeli,komplu,kompilu,class__seguir
injeri,infiru,injiru,class__seguir
konferi,konsiru,konfiru,class__seguir
vesti,vEstu,vistu,class__seguir
aferi,asiru,afiru,class__seguir
preteri,preritu,pretiru,class__seguir
konverji,konvis$u,konvirju,class__seguir
hepeti,hepitu,hepitu,class__seguir
entrete,entrenu,entreteNu,class__ter
dete,deti,deteNu,class__ter
konte,kontu,konteNu,class__ter
obite,op$u,obiteNu,class__ter
mante,mansu,manteNu,class__ter
abiste,agistu,abisteNu,class__ter
hete,hepenu,heteNu,class__ter
te,teeu,teNu,class__ter
suste,sus$u,susteNu,class__ter
ate,ateiu,ateNu,class__ter
headekua,he$egeiu,headEkuu,class__testar
komesa,komisu,komEsu,class__testar
adekua,adigiu,adEkuu,class__testar
seka,seku,sEku,class__testar
leva,levu,lEvu,class__testar
sega,segu,sEgu,class__testar
pega,pEku,pEgu,class__testar
kompleta,kompaltu,komplEtu,class__testar
infekita,infatigu,infEkitu,class__testar
espresa,eskresu,esprEsu,class__testar
detesta,deskEru,detEstu,class__testar
fexa,fexu,fExu,class__testar
konversa,konf$ru,konvErsu,class__testar
obiserva,,obisErvu,class__testar
protesta,predendu,protEstu,class__testar
espera,espiru,espEru,class__testar
testa,testu,tEstu,class__testar
entrega,entregu,entrEgu,class__testar
manifesta,mansedesu,manifEstu,class__testar
empresta,mettErtu,emprEstu,class__testar
preve,previ,preveju,class__ver
interve,intesfeu,interveju,class__ver
anteve,anesdu,anteveju,class__ver
entreve,entreseju,entreveju,class__ver
ve,veu,veju,class__ver
heve,hefeju,heveju,class__ver
dezavi,dezizu,dezaveNu,class__vir
sobrevi,sobrevu,sobreveNu,class__vir
obivi,ouju,obiveNu,class__vir
hevi,hevixu,heveNu,class__vir
vi,zuju,veNu,class__vir
adivi,adivu,adiveNu,class__vir
deskonvi,deskuzsu,deskonveNu,class__vir
avi,aviu,aveNu,class__vir
hekonvi,hekOf$u,hekonveNu,class__vir
konvi,konvu,konveNu,class__vir
provi,provu,proveNu,class__vir
