infinitive,predicted,target,class
pretende,prentre,pretendu,class__regular
deve,defeju,devu,class__regular
enkamiNa,enpim$i,enkamiNu,class__regular
atribui,atriguu,atribuu,class__regular
estuda,estutu,istudu,class__regular
sauva,sesixu,sauvu,class__regular
prende,prentu,prendu,class__regular
espulsa,esp$$uu,espulsu,class__regular
hevolve,hexes$xu,hevolvu,class__regular
enxuga,enjuku,enxugu,class__regular
despoli,teskulu,despolu,class__regular
eskapuli,attiliu,eskapulu,class__regular
hetrai,hetraiu,hetraiu,class__regular
moe,mexu,mou,class__regular
abri,atitu,abru,class__regular
konklui,konpilu,konkluu,class__regular
atinji,atis$u,atinju,class__regular
okulta,okO,okultu,class__regular
izenta,isirtu,izentu,class__regular
limpa,lempu,limpu,class__regular
konvense,konfensu,konvensu,class__regular
heda,hegu,hedu,class__regular
emerji,en$$,emerju,class__regular
transfuji,transfu,transfuju,class__regular
mobilia,ponliiiu,mobiliu,class__regular
posui,pusu,posuu,class__regular
fuji,suju,fuju,class__regular
adiverti,adiskisu,adivertu,class__regular
desprove,despresu,desprovu,class__regular
konsumi,konpunu,konsumu,class__regular
distrai,distraiu,distraiu,class__regular
akudi,agutu,akudu,class__regular
subi,suku,subu,class__regular
eleje,eleju,eleju,class__regular
influi,enfilu,influu,class__regular
hemedi,hemitu,hemedu,class__regular
dezagua,dezkatu,dezaguu,class__regular
inkohe,enkofu,inkohu,class__regular
tenta,tentu,tentu,class__regular
healiza,haaji,healisu,class__regular
desidi,desku,desidu,class__regular
eskese,esk$e,eskesu,class__regular
imajina,amixisu,imajinu,class__regular
lembra,limpru,lembru,class__regular
aproveita,apresinu,aproveitu,class__regular
omiti,om$tu,omitu,class__regular
ensina,ensinu,ensinu,class__regular
marka,martu,marku,class__regular
kamiNa,kamimu,kamiNu,class__regular
friji,sustu,friju,class__regular
prokura,pretuku,prokuru,class__regular
surji,sustu,surju,class__regular
konstrui,kontriuu,konstruu,class__regular
kanta,kantu,kantu,class__regular
vahe,vesu,vahu,class__regular
merese,menseu,meresu,class__regular
grita,dattu,gritu,class__regular
xove,fOju,xovu,class__regular
kativa,kasizu,kativu,class__regular
viaja,vaju,viaju,class__regular
dezeja,devizu,dezeju,class__regular
pula,pulu,pulu,class__regular
akompaNa,amumpu,akompaNu,class__regular
dividi,dijiru,dividu,class__regular
aguarda,akuttu,aguardu,class__regular
zoa,sOu,zou,class__regular
xega,xEgu,xegu,class__regular
buli,pulu,bulu,class__regular
atende,atendu,atendu,class__regular
pasa,pariu,pasu,class__regular
ajuda,axudu,ajudu,class__regular
dansa,dantu,dansu,class__regular
enkontra,entOntu,enkontru,class__regular
buska,buspu,busku,class__regular
inisia,inse$u,inisiu,class__regular
enxe,enseNu,enxu,class__regular
oferese,esensu,oferesu,class__regular
adikiri,atrigu,adikiru,class__regular
bebe,be$pu,bebu,class__regular
aprezentar,atr3nte$ezu,aprezentu,class__regular
parti,partu,partu,class__regular
parese,par$a,paresu,class__regular
soNa,sO,soNu,class__regular
kaza,kauu,kazu,class__regular
julga,jOgu,julgu,class__regular
hi,feiu,hiu,class__regular
inklui,enkulu,inkluu,class__regular
afliji,,afliju,class__regular
kontravi,kontraju,kontravu,class__regular
mohe,mofu,mohu,class__regular
sumi,sumu,sumu,class__regular
jaze,vaxu,jazu,class__regular
denfende,tespresu,defendu,class__regular
tende,tentu,tendu,class__regular
sakudi,titidu,sakudu,class__regular
aprende,atrnpeNu,aprendu,class__regular
kompartiLa,komprapinu,kompartiLu,class__regular
entende,entr3peNu,entendu,class__regular
deixa,dixu,deixu,class__regular
deslingua,dezkidu,deslinguu,class__regular
lambuza,lampru,lambuzu,class__regular
akontese,ekontenu,akontesu,class__regular
pensa,pensu,pensu,class__regular
fika,figu,fiku,class__regular
senta,sentu,sentu,class__regular
ezisti,estasu,ezistu,class__regular
konta,kontu,kontu,class__regular
finji,finju,finju,class__regular
axa,aju,axu,class__regular
aviza,avisu,avizu,class__regular
kompra,kompru,kompru,class__regular
aji,aju,aju,class__regular
asisti,astasu,asistu,class__regular
eduka,edugu,eduku,class__regular
ama,amu,amu,class__regular
akaba,akidu,akabu,class__regular
diskuti,despruu,diskutu,class__regular
entra,entru,entru,class__regular
garanti,karti,garantu,class__regular
preukupa,propinuu,preukupu,class__regular
manda,mantu,mandu,class__regular
partisipa,pratistu,partisipu,class__regular
dijeri,desiju,dijiru,class__seguir
persegi,pergu,persigu,class__seguir
espeli,esleuu,espilu,class__seguir
servi,sestu,sirvu,class__seguir
preveni,presesu,previnu,class__seguir
agredi,adrigu,agridu,class__seguir
progredi,trekudru,progridu,class__seguir
inseri,insiru,insiru,class__seguir
kompeti,kompitu,kompitu,class__seguir
diverti,des$su,divirtu,class__seguir
transgredi,pratrabinu,transgridu,class__seguir
sujeri,su,sujiru,class__seguir
aderi,atriiu,adiru,class__seguir
preferi,presiru,prefiru,class__seguir
feri,fisu,firu,class__seguir
regredi,kradru,regridu,class__seguir
segi,segu,sigu,class__seguir
deferi,defiru,defiru,class__seguir
konsegi,konzigu,konsigu,class__seguir
kompeli,kompliu,kompilu,class__seguir
injeri,inxiru,injiru,class__seguir
konferi,konsiru,konfiru,class__seguir
vesti,vEstu,vistu,class__seguir
aferi,asisu,afiru,class__seguir
preteri,pretiru,pretiru,class__seguir
konverji,konfasu,konvirju,class__seguir
hepeti,hepitu,hepitu,class__seguir
entrete,entretu,entreteNu,class__ter
dete,desku,deteNu,class__ter
konte,kontu,konteNu,class__ter
obite,oputu,obiteNu,class__ter
mante,mantu,manteNu,class__ter
abiste,abispi,abisteNu,class__ter
hete,heteNu,heteNu,class__ter
te,teeu,teNu,class__ter
suste,sut$$u,susteNu,class__ter
ate,ateNu,ateNu,class__ter
headekua,heepatu,headEkuu,class__testar
komesa,kompu,komEsu,class__testar
adekua,adeki,adEkuu,class__testar
seka,seku,sEku,class__testar
leva,levu,lEvu,class__testar
sega,sEku,sEgu,class__testar
pega,pEku,pEgu,class__testar
kompleta,kompit$u,komplEtu,class__testar
infekita,inbi$pi,infEkitu,class__testar
espresa,estrEsu,esprEsu,class__testar
detesta,despreiu,detEstu,class__testar
fexa,fexu,fExu,class__testar
konversa,konvirsu,konvErsu,class__testar
obiserva,put$esfu,obisErvu,class__testar
protesta,pret$stu,protEstu,class__testar
espera,espEru,espEru,class__testar
testa,testu,tEstu,class__testar
entrega,entrigu,entrEgu,class__testar
manifesta,am$$asfu,manifEstu,class__testar
empresta,$$n$n$,emprEstu,class__testar
preve,prevu,preveju,class__ver
interve,intesezu,interveju,class__ver
anteve,antevu,anteveju,class__ver
entreve,entrevisu,entreveju,class__ver
ve,veu,veju,class__ver
heve,hevexu,heveju,class__ver
dezavi,desavu,dezaveNu,class__vir
sobrevi,sobrevu,sobreveNu,class__vir
obivi,u,obiveNu,class__vir
hevi,hevexu,heveNu,class__vir
vi,vu,veNu,class__vir
adivi,adiju,adiveNu,class__vir
deskonvi,despu,deskonveNu,class__vir
avi,avi,aveNu,class__vir
hekonvi,hepOrzu,hekonveNu,class__vir
konvi,konvu,konveNu,class__vir
provi,provu,proveNu,class__vir
