infinitive,predicted,target,class
okohe,o,okohu,class__regular
diriji,disitu,diriju,class__regular
muda,mutu,mudu,class__regular
esprimi,enk$$u,esprimu,class__regular
farta,fartu,fartu,class__regular
trai,teriu,traiu,class__regular
mingua,mingu,minguu,class__regular
desmobilia,tespixilu,desmobiliu,class__regular
sohi,sohu,sohiu,class__regular
perverte,pertefatu,pervertu,class__regular
preklui,preugu,prekluu,class__regular
kontrai,kontra$u,kontraiu,class__regular
estingi,eskitu,estingu,class__regular
desprekave,deskentexu,desprekavu,class__regular
televe,$eteju,televu,class__regular
entupi,entubu,entupu,class__regular
deskalsa,des$$xu,deskalsu,class__regular
gasta,gastu,gastu,class__regular
finda,findu,findu,class__regular
kuspi,kundu,kuspu,class__regular
pretende,prentenu,pretendu,class__regular
deve,dezeju,devu,class__regular
enkamiNa,anempiNu,enkamiNu,class__regular
atribui,attituu,atribuu,class__regular
estuda,estOtu,istudu,class__regular
sauva,sefiju,sauvu,class__regular
prende,prentu,prendu,class__regular
espulsa,espOx$u,espulsu,class__regular
hevolve,hefox$,hevolvu,class__regular
enxuga,enjuku,enxugu,class__regular
despoli,tespliu,despolu,class__regular
eskapuli,atteliLu,eskapulu,class__regular
hetrai,hetEru,hetraiu,class__regular
moe,mo,mou,class__regular
abri,akutu,abru,class__regular
konklui,konpulu,konkluu,class__regular
atinji,antiju,atinju,class__regular
okulta,okup$u,okultu,class__regular
izenta,invEru,izentu,class__regular
limpa,limpu,limpu,class__regular
konvense,konsesaxu,konvensu,class__regular
heda,hegu,hedu,class__regular
emerji,en$xu,emerju,class__regular
transfuji,tranviju,transfuju,class__regular
mobilia,pimiluu,mobiliu,class__regular
posui,pusu,posuu,class__regular
fuji,fuju,fuju,class__regular
adiverti,adisidru,adivertu,class__regular
desprove,tesprevu,desprovu,class__regular
konsumi,konnuu,konsumu,class__regular
distrai,distra,distraiu,class__regular
akudi,akugu,akudu,class__regular
subi,subu,subu,class__regular
eleje,eleju,eleju,class__regular
influi,$nijuu,influu,class__regular
hemedi,hemidu,hemedu,class__regular
dezagua,deskatu,dezaguu,class__regular
inkohe,enku,inkohu,class__regular
tenta,tentu,tentu,class__regular
healiza,ha$axu,healisu,class__regular
desidi,desidu,desidu,class__regular
eskese,eskehu,eskesu,class__regular
imajina,amirxu,imajinu,class__regular
lembra,lempru,lembru,class__regular
aproveita,aprezisu,aproveitu,class__regular
omiti,omitu,omitu,class__regular
ensina,ensenu,ensinu,class__regular
marka,mattu,marku,class__regular
kamiNa,akumu,kamiNu,class__regular
friji,sux$u,friju,class__regular
prokura,kontruu,prokuru,class__regular
surji,sussu,surju,class__regular
konstrui,kontridu,konstruu,class__regular
kanta,kantu,kantu,class__regular
vahe,vesu,vahu,class__regular
merese,meresu,meresu,class__regular
grita,tratu,gritu,class__regular
xove,xEju,xovu,class__regular
kativa,kanziu,kativu,class__regular
viaja,vaju,viaju,class__regular
dezeja,devasu,dezeju,class__regular
pula,pulu,pulu,class__regular
akompaNa,apimtu,akompaNu,class__regular
dividi,dividu,dividu,class__regular
aguarda,akurdeNu,aguardu,class__regular
zoa,zu,zou,class__regular
xega,xEgu,xegu,class__regular
buli,pulu,bulu,class__regular
atende,atendu,atendu,class__regular
pasa,pasu,pasu,class__regular
ajuda,agufu,ajudu,class__regular
dansa,dansu,dansu,class__regular
enkontra,enkOrnu,enkontru,class__regular
buska,guspu,busku,class__regular
inisia,insinu,inisiu,class__regular
enxe,enseu,enxu,class__regular
oferese,ososreu,oferesu,class__regular
adikiri,adititu,adikiru,class__regular
bebe,beipu,bebu,class__regular
aprezentar,akretessi,aprezentu,class__regular
parti,partu,partu,class__regular
parese,paresu,paresu,class__regular
soNa,sONu,soNu,class__regular
kaza,kasu,kazu,class__regular
julga,jub$u,julgu,class__regular
hi,feiu,hiu,class__regular
inklui,$$$ipu,inkluu,class__regular
afliji,axiju,afliju,class__regular
kontravi,kontravu,kontravu,class__regular
mohe,moheu,mohu,class__regular
sumi,sumu,sumu,class__regular
jaze,vaxu,jazu,class__regular
denfende,tenfandu,defendu,class__regular
tende,tentu,tendu,class__regular
sakudi,$iditu,sakudu,class__regular
aprende,parmet,aprendu,class__regular
kompartiLa,kompraatu,kompartiLu,class__regular
entende,ententu,entendu,class__regular
deixa,dexu,deixu,class__regular
deslingua,desilkulu,deslinguu,class__regular
lambuza,limbru,lambuzu,class__regular
akontese,ek$$r$su,akontesu,class__regular
pensa,pensu,pensu,class__regular
fika,fidu,fiku,class__regular
senta,sentu,sentu,class__regular
ezisti,estisu,ezistu,class__regular
konta,kontu,kontu,class__regular
finji,sux$u,finju,class__regular
axa,axu,axu,class__regular
aviza,azivu,avizu,class__regular
kompra,kompru,kompru,class__regular
aji,aju,aju,class__regular
asisti,is$riiu,asistu,class__regular
eduka,etkuu,eduku,class__regular
ama,mau,amu,class__regular
akaba,akidu,akabu,class__regular
diskuti,desku,diskutu,class__regular
entra,entriu,entru,class__regular
garanti,katrinu,garantu,class__regular
preukupa,prenubuu,preukupu,class__regular
manda,mandu,mandu,class__regular
partisipa,parntitu,partisipu,class__regular
dijeri,disi,dijiru,class__seguir
persegi,perpitu,persigu,class__seguir
espeli,espilu,espilu,class__seguir
servi,sissu,sirvu,class__seguir
preveni,prefesu,previnu,class__seguir
agredi,adridu,agridu,class__seguir
progredi,progutru,progridu,class__seguir
inseri,insiru,insiru,class__seguir
kompeti,kompiru,kompitu,class__seguir
diverti,divirtu,divirtu,class__seguir
transgredi,tratradi,transgridu,class__seguir
sujeri,su,sujiru,class__seguir
aderi,atiru,adiru,class__seguir
preferi,prefiru,prefiru,class__seguir
feri,f$u,firu,class__seguir
regredi,kertudu,regridu,class__seguir
segi,siku,sigu,class__seguir
deferi,defiru,defiru,class__seguir
konsegi,konsidu,konsigu,class__seguir
kompeli,kompliu,kompilu,class__seguir
injeri,infaru,injiru,class__seguir
konferi,konsiru,konfiru,class__seguir
vesti,vEstu,vistu,class__seguir
aferi,asisu,afiru,class__seguir
preteri,pretiru,pretiru,class__seguir
konverji,konvistu,konvirju,class__seguir
hepeti,hepEru,hepitu,class__seguir
entrete,entren$u,entreteNu,class__ter
dete,desi,deteNu,class__ter
konte,kontu,konteNu,class__ter
obite,oputu,obiteNu,class__ter
mante,manti,manteNu,class__ter
abiste,agintu,abisteNu,class__ter
hete,hepenu,heteNu,class__ter
te,te$u,teNu,class__ter
suste,sustu,susteNu,class__ter
ate,ateiu,ateNu,class__ter
headekua,hepatuu,headEkuu,class__testar
komesa,kom$$u,komEsu,class__testar
adekua,agitiu,adEkuu,class__testar
seka,seku,sEku,class__testar
leva,levu,lEvu,class__testar
sega,segu,sEgu,class__testar
pega,paku,pEgu,class__testar
kompleta,komparu,komplEtu,class__testar
infekita,insitEku,infEkitu,class__testar
espresa,eskrefu,esprEsu,class__testar
detesta,deskreu,detEstu,class__testar
fexa,fexu,fExu,class__testar
konversa,kons$$su,konvErsu,class__testar
obiserva,ikuveasu,obisErvu,class__testar
protesta,prenkuru,protEstu,class__testar
espera,espreiu,espEru,class__testar
testa,testu,tEstu,class__testar
entrega,entregu,entrEgu,class__testar
manifesta,am$sasisu,manifEstu,class__testar
empresta,menteteu,emprEstu,class__testar
preve,previ,preveju,class__ver
interve,entrefeju,interveju,class__ver
anteve,anasu,anteveju,class__ver
entreve,entrevi,entreveju,class__ver
ve,fexu,veju,class__ver
heve,heseju,heveju,class__ver
dezavi,desvisu,dezaveNu,class__vir
sobrevi,sobrevu,sobreveNu,class__vir
obivi,obuzu,obiveNu,class__vir
hevi,hevi,heveNu,class__vir
vi,vu,veNu,class__vir
adivi,adivi,adiveNu,class__vir
deskonvi,desposfu,deskonveNu,class__vir
avi,aviu,aveNu,class__vir
hekonvi,hekof$u,hekonveNu,class__vir
konvi,konvu,konveNu,class__vir
provi,provu,proveNu,class__vir
