infinitive,predicted,target,class
dormi,tuntu,durmu,class__regular
okohe,oko,okohu,class__regular
diriji,disisu,diriju,class__regular
muda,mutu,mudu,class__regular
esprimi,ent$$u,esprimu,class__regular
farta,fartu,fartu,class__regular
trai,triiu,traiu,class__regular
mingua,mit$uku,minguu,class__regular
desmobilia,tenbeijuu,desmobiliu,class__regular
sohi,suxu,sohiu,class__regular
perverte,pertesesu,pervertu,class__regular
preklui,prekulu,prekluu,class__regular
kontrai,kontriiu,kontraiu,class__regular
estingi,est$tu,estingu,class__regular
desprekave,destesk$$u,desprekavu,class__regular
televe,kenvexu,televu,class__regular
entupi,entupu,entupu,class__regular
deskalsa,deskesiu,deskalsu,class__regular
gasta,gatisu,gastu,class__regular
finda,fintu,findu,class__regular
kuspi,kunku,kuspu,class__regular
pretende,prentetu,pretendu,class__regular
deve,deveju,devu,class__regular
enkamiNa,ak$man,enkamiNu,class__regular
atribui,atrigiu,atribuu,class__regular
estuda,estutu,istudu,class__regular
sauva,sisisu,sauvu,class__regular
prende,prentu,prendu,class__regular
espulsa,esp$$iu,espulsu,class__regular
hevolve,hef$$ju,hevolvu,class__regular
enxuga,enzuku,enxugu,class__regular
despoli,despulu,despolu,class__regular
eskapuli,etki$$u,eskapulu,class__regular
hetrai,serteiu,hetraiu,class__regular
moe,mo,mou,class__regular
abri,abriu,abru,class__regular
konklui,kontugu,konkluu,class__regular
atinji,atisu,atinju,class__regular
okulta,ko$ku,okultu,class__regular
izenta,iz$itru,izentu,class__regular
limpa,limpu,limpu,class__regular
konvense,konfensu,konvensu,class__regular
heda,hegu,hedu,class__regular
emerji,enpisu,emerju,class__regular
transfuji,trenvisu,transfuju,class__regular
mobilia,pumijiu,mobiliu,class__regular
posui,pOsu,posuu,class__regular
fuji,fixu,fuju,class__regular
adiverti,adispiru,adivertu,class__regular
desprove,desponvu,desprovu,class__regular
konsumi,kontu,konsumu,class__regular
distrai,destraiu,distraiu,class__regular
akudi,akudu,akudu,class__regular
subi,su,subu,class__regular
eleje,eseju,eleju,class__regular
influi,infulu,influu,class__regular
hemedi,hemitu,hemedu,class__regular
dezagua,deskitu,dezaguu,class__regular
inkohe,ento$$u,inkohu,class__regular
tenta,tentu,tentu,class__regular
healiza,hefa,healisu,class__regular
desidi,desidu,desidu,class__regular
eskese,eskesu,eskesu,class__regular
imajina,amixisu,imajinu,class__regular
lembra,lembru,lembru,class__regular
aproveita,aprevezu,aproveitu,class__regular
omiti,emutu,omitu,class__regular
ensina,ensinu,ensinu,class__regular
marka,martu,marku,class__regular
kamiNa,kamimu,kamiNu,class__regular
friji,sisu,friju,class__regular
prokura,prokutu,prokuru,class__regular
surji,sustu,surju,class__regular
konstrui,kontridu,konstruu,class__regular
kanta,kantu,kantu,class__regular
vahe,vasi,vahu,class__regular
merese,merefu,meresu,class__regular
grita,drigu,gritu,class__regular
xove,xOju,xovu,class__regular
kativa,katiju,kativu,class__regular
viaja,faxu,viaju,class__regular
dezeja,devizu,dezeju,class__regular
pula,mubu,pulu,class__regular
akompaNa,apempu,akompaNu,class__regular
dividi,dividu,dividu,class__regular
aguarda,agittu,aguardu,class__regular
zoa,suu,zou,class__regular
xega,xEgu,xegu,class__regular
buli,bulu,bulu,class__regular
atende,ak$nt,atendu,class__regular
pasa,pasu,pasu,class__regular
ajuda,a$ju,ajudu,class__regular
dansa,dasnu,dansu,class__regular
enkontra,enkuntru,enkontru,class__regular
buska,busku,busku,class__regular
inisia,inisiru,inisiu,class__regular
enxe,ensu,enxu,class__regular
oferese,o,oferesu,class__regular
adikiri,agiriiu,adikiru,class__regular
bebe,beibu,bebu,class__regular
aprezentar,apresestru,aprezentu,class__regular
parti,partu,partu,class__regular
parese,paresu,paresu,class__regular
soNa,sO,soNu,class__regular
kaza,kauu,kazu,class__regular
julga,jugu,julgu,class__regular
hi,heiu,hiu,class__regular
inklui,insugu,inkluu,class__regular
afliji,axiju,afliju,class__regular
kontravi,kontravu,kontravu,class__regular
mohe,mohu,mohu,class__regular
sumi,sumu,sumu,class__regular
jaze,vaxu,jazu,class__regular
denfende,tentesvi,defendu,class__regular
tende,tentu,tendu,class__regular
sakudi,sigutu,sakudu,class__regular
aprende,aprendu,aprendu,class__regular
kompartiLa,kompraatu,kompartiLu,class__regular
entende,entendu,entendu,class__regular
deixa,deiuu,deixu,class__regular
deslingua,desiltuuu,deslinguu,class__regular
lambuza,limp$$u,lambuzu,class__regular
akontese,ekengesu,akontesu,class__regular
pensa,pensu,pensu,class__regular
fika,fitu,fiku,class__regular
senta,sentu,sentu,class__regular
ezisti,izirsu,ezistu,class__regular
konta,kOntu,kontu,class__regular
finji,fis,finju,class__regular
axa,aju,axu,class__regular
aviza,azizu,avizu,class__regular
kompra,kompru,kompru,class__regular
aji,axu,aju,class__regular
asisti,istasu,asistu,class__regular
eduka,edugu,eduku,class__regular
ama,amu,amu,class__regular
akaba,apaku,akabu,class__regular
diskuti,diskutu,diskutu,class__regular
entra,entru,entru,class__regular
garanti,parnatu,garantu,class__regular
preukupa,propunuu,preukupu,class__regular
manda,mandu,mandu,class__regular
partisipa,parastiuu,partisipu,class__regular
dijeri,difiru,dijiru,class__seguir
persegi,perkuxu,persigu,class__seguir
espeli,espelu,espilu,class__seguir
servi,ses,sirvu,class__seguir
preveni,prefaru,previnu,class__seguir
agredi,adiduu,agridu,class__seguir
progredi,provirtu,progridu,class__seguir
inseri,insiru,insiru,class__seguir
kompeti,kompitu,kompitu,class__seguir
diverti,dizirtu,divirtu,class__seguir
transgredi,tratrasizu,transgridu,class__seguir
sujeri,sus$,sujiru,class__seguir
aderi,atriu,adiru,class__seguir
preferi,presisu,prefiru,class__seguir
feri,siru,firu,class__seguir
regredi,t$$ttiu,regridu,class__seguir
segi,sigu,sigu,class__seguir
deferi,disiru,defiru,class__seguir
konsegi,konsku,konsigu,class__seguir
kompeli,kompilu,kompilu,class__seguir
injeri,infiru,injiru,class__seguir
konferi,konfiru,konfiru,class__seguir
vesti,vasu,vistu,class__seguir
aferi,asiru,afiru,class__seguir
preteri,pretinu,pretiru,class__seguir
konverji,konviz,konvirju,class__seguir
hepeti,hepEtu,hepitu,class__seguir
entrete,entreti,entreteNu,class__ter
dete,deteNu,deteNu,class__ter
konte,kontu,konteNu,class__ter
obite,ompuu,obiteNu,class__ter
mante,mant$u,manteNu,class__ter
abiste,abisteNu,abisteNu,class__ter
hete,he$,heteNu,class__ter
te,teeu,teNu,class__ter
suste,sutreu,susteNu,class__ter
ate,ateNu,ateNu,class__ter
headekua,he$epitu,headEkuu,class__testar
komesa,kom$iu,komEsu,class__testar
adekua,age$ku,adEkuu,class__testar
seka,seku,sEku,class__testar
leva,levu,lEvu,class__testar
sega,segu,sEgu,class__testar
pega,peku,pEgu,class__testar
kompleta,kompiltu,komplEtu,class__testar
infekita,infateiu,infEkitu,class__testar
espresa,est$$su,esprEsu,class__testar
detesta,despenu,detEstu,class__testar
fexa,fexu,fExu,class__testar
konversa,kons$$su,konvErsu,class__testar
obiserva,,obisErvu,class__testar
protesta,pretOrtu,protEstu,class__testar
espera,espriu,espEru,class__testar
testa,testu,tEstu,class__testar
entrega,entregu,entrEgu,class__testar
manifesta,amnazeizu,manifEstu,class__testar
empresta,emtredenu,emprEstu,class__testar
preve,previ,preveju,class__ver
interve,inteskexu,interveju,class__ver
anteve,anEsdu,anteveju,class__ver
entreve,entrevezu,entreveju,class__ver
ve,veu,veju,class__ver
heve,heveju,heveju,class__ver
dezavi,dezizu,dezaveNu,class__vir
sobrevi,sobrevu,sobreveNu,class__vir
obivi,o$guu,obiveNu,class__vir
hevi,hevixu,heveNu,class__vir
vi,vu,veNu,class__vir
adivi,adivu,adiveNu,class__vir
deskonvi,desku,deskonveNu,class__vir
avi,avixu,aveNu,class__vir
hekonvi,hepoxuu,hekonveNu,class__vir
konvi,konvu,konveNu,class__vir
provi,prevu,proveNu,class__vir
