infinitive,predicted,target,class
entrepo,entremu,entrepoNu,class__por
prosupo,pro$utu,prosupoNu,class__por
propo,propu,propoNu,class__por
depo,denu,depoNu,class__por
impo,imipu,impoNu,class__por
superpo,sombremu,superpoNu,class__por
sofre,sostu,sofru,class__regular
disouve,desuzu,disouvu,class__regular
kohiji,kos$u,kohiju,class__regular
envouve,onfOsbu,envouvu,class__regular
mexe,mexu,mexu,class__regular
kompraze,komprasu,komprazu,class__regular
presiza,presisu,presizu,class__regular
analiza,apisxi,analisu,class__regular
eriji,enxu,eriju,class__regular
hompe,hemenu,hompu,class__regular
konvida,konvitu,konvidu,class__regular
planta,p$$ri,plantu,class__regular
levanta,la$,levantu,class__regular
fala,falu,falu,class__regular
anda,atru,andu,class__regular
kumpri,kumpru,kumpru,class__regular
konjuga,kos$ugu,konjugu,class__regular
xama,lamu,xamu,class__regular
murxa,musxu,murxu,class__regular
eskreve,ezk$sfi,eskrevu,class__regular
kontinua,konsenpu,kontinuu,class__regular
krese,treeu,kresu,class__regular
ezerse,estesu,ezersu,class__regular
liga,ligu,ligu,class__regular
brinka,pratu,brinku,class__regular
trabaLa,tra$ku,trabaLu,class__regular
subimete,tom$$teiu,subimetu,class__regular
hespeita,hetenkiu,hespeitu,class__regular
vende,vendu,vendu,class__regular
sede,setu,sedu,class__regular
agradese,akrastru,agradesu,class__regular
koNese,kon$i,koNesu,class__regular
voa,fu,vou,class__regular
nada,nEtu,nadu,class__regular
para,paru,paru,class__regular
kome,koNu,komu,class__regular
permiti,pentinu,permitu,class__regular
lava,lavu,lavu,class__regular
dese,des,desu,class__regular
beija,paji,beiju,class__regular
kohe,kosu,kohu,class__regular
permanese,pentenfiNu,permanesu,class__regular
uza,$usu,uzu,class__regular
esklui,eskulu,eskluu,class__regular
kompreende,kompenteNu,kompreendu,class__regular
dezisti,deskuzu,dezistu,class__regular
aparese,apratexu,aparesu,class__regular
envia,enxu,enviu,class__regular
kai,kaiu,kaiu,class__regular
imprimi,,imprimu,class__regular
imerji,in$$xu,imerju,class__regular
subimerji,tup$is$,subimerju,class__regular
benze,benzu,benzu,class__regular
gaNa,gaAu,gaNu,class__regular
aseita,asiti,aseitu,class__regular
konfuji,konvu,konfuju,class__regular
segura,segutu,seguru,class__regular
suspende,sub$entu,suspendu,class__regular
junta,jumtu,juntu,class__regular
kohompe,kompesu,kohompu,class__regular
atrai,atreiu,atraiu,class__regular
kultiva,kusfudu,kultivu,class__regular
eskuta,eskutu,eskutu,class__regular
mata,matu,matu,class__regular
paga,pagu,pagu,class__regular
sai,siiu,saiu,class__regular
bate,bateNu,batu,class__regular
eskoLe,esko,eskoLu,class__regular
asende,entezu,asendu,class__regular
esvai,esfaxu,esvaiu,class__regular
destrui,destruu,destruu,class__regular
dormi,tuntu,durmu,class__regular
okohe,oko,okohu,class__regular
diriji,dis$u,diriju,class__regular
muda,mutu,mudu,class__regular
esprimi,ent$$$u,esprimu,class__regular
farta,fartu,fartu,class__regular
trai,tra,traiu,class__regular
mingua,mingupu,minguu,class__regular
desmobilia,tespil$upu,desmobiliu,class__regular
sohi,suxu,sohiu,class__regular
perverte,perfaru,pervertu,class__regular
preklui,preiguu,prekluu,class__regular
kontrai,kontri,kontraiu,class__regular
estingi,estittu,estingu,class__regular
desprekave,destregexu,desprekavu,class__regular
televe,keseju,televu,class__regular
entupi,entupu,entupu,class__regular
deskalsa,des$izu,deskalsu,class__regular
gasta,gastu,gastu,class__regular
finda,findu,findu,class__regular
kuspi,kusku,kuspu,class__regular
pretende,pretettu,pretendu,class__regular
deve,devixu,devu,class__regular
enkamiNa,akomtiNu,enkamiNu,class__regular
atribui,atregu,atribuu,class__regular
estuda,estutu,istudu,class__regular
sauva,si$fi,sauvu,class__regular
prende,prentu,prendu,class__regular
espulsa,espulsu,espulsu,class__regular
hevolve,hef$l$u,hevolvu,class__regular
enxuga,enkulu,enxugu,class__regular
despoli,despulu,despolu,class__regular
eskapuli,ek$iku,eskapulu,class__regular
hetrai,hettiiu,hetraiu,class__regular
moe,meou,mou,class__regular
abri,adri,abru,class__regular
konklui,konkulu,konkluu,class__regular
atinji,atis,atinju,class__regular
okulta,ko$utu,okultu,class__regular
izenta,is$$tu,izentu,class__regular
limpa,limpu,limpu,class__regular
konvense,konfenzu,konvensu,class__regular
heda,hegu,hedu,class__regular
emerji,enbixu,emerju,class__regular
transfuji,transfisu,transfuju,class__regular
mobilia,pomijiu,mobiliu,class__regular
posui,pusu,posuu,class__regular
fuji,fuju,fuju,class__regular
adiverti,adiz$ru,adivertu,class__regular
desprove,desprevu,desprovu,class__regular
konsumi,konnu,konsumu,class__regular
distrai,distri,distraiu,class__regular
akudi,akudu,akudu,class__regular
subi,subu,subu,class__regular
eleje,elexu,eleju,class__regular
influi,inxulu,influu,class__regular
hemedi,hemidu,hemedu,class__regular
dezagua,deskigu,dezaguu,class__regular
inkohe,enkofu,inkohu,class__regular
tenta,tentu,tentu,class__regular
healiza,ha$axu,healisu,class__regular
desidi,despuu,desidu,class__regular
eskese,eskesu,eskesu,class__regular
imajina,aminxu,imajinu,class__regular
lembra,lippru,lembru,class__regular
aproveita,aprevetu,aproveitu,class__regular
omiti,omitu,omitu,class__regular
ensina,ensinu,ensinu,class__regular
marka,martu,marku,class__regular
kamiNa,kamimu,kamiNu,class__regular
friji,six,friju,class__regular
prokura,pretutu,prokuru,class__regular
surji,sustu,surju,class__regular
konstrui,kontrisu,konstruu,class__regular
kanta,kantu,kantu,class__regular
vahe,vaxu,vahu,class__regular
merese,meresu,meresu,class__regular
grita,draku,gritu,class__regular
xove,xOvu,xovu,class__regular
kativa,ka$$su,kativu,class__regular
viaja,vaju,viaju,class__regular
dezeja,devizu,dezeju,class__regular
pula,pulu,pulu,class__regular
akompaNa,apumpru,akompaNu,class__regular
dividi,diviru,dividu,class__regular
aguarda,akuttru,aguardu,class__regular
zoa,sOu,zou,class__regular
xega,xOgu,xegu,class__regular
buli,pulu,bulu,class__regular
atende,atten,atendu,class__regular
pasa,pasu,pasu,class__regular
ajuda,azugu,ajudu,class__regular
dansa,darsu,dansu,class__regular
enkontra,enkOrtu,enkontru,class__regular
buska,bustu,busku,class__regular
inisia,insitiu,inisiu,class__regular
enxe,en$xu,enxu,class__regular
oferese,o,oferesu,class__regular
adikiri,agirtiu,adikiru,class__regular
bebe,beibu,bebu,class__regular
aprezentar,apresedenu,aprezentu,class__regular
parti,partu,partu,class__regular
parese,parseiu,paresu,class__regular
soNa,soNu,soNu,class__regular
kaza,kOsu,kazu,class__regular
julga,juju,julgu,class__regular
hi,heiu,hiu,class__regular
inklui,i$$luu,inkluu,class__regular
afliji,axuj$u,afliju,class__regular
kontravi,kontrazu,kontravu,class__regular
mohe,mohu,mohu,class__regular
sumi,sumu,sumu,class__regular
jaze,heju,jazu,class__regular
denfende,tent$$vu,defendu,class__regular
tende,tentu,tendu,class__regular
sakudi,$$kudu,sakudu,class__regular
aprende,aprendo,aprendu,class__regular
kompartiLa,kompraad$u,kompartiLu,class__regular
entende,ent$nteNu,entendu,class__regular
deixa,dexu,deixu,class__regular
deslingua,desitkuju,deslinguu,class__regular
lambuza,lam$du,lambuzu,class__regular
akontese,e$penz,akontesu,class__regular
pensa,pensu,pensu,class__regular
fika,figu,fiku,class__regular
senta,sentu,sentu,class__regular
ezisti,es$sut,ezistu,class__regular
konta,kontu,kontu,class__regular
finji,fistu,finju,class__regular
axa,axu,axu,class__regular
aviza,avisu,avizu,class__regular
kompra,kompru,kompru,class__regular
aji,iju,aju,class__regular
asisti,as$risu,asistu,class__regular
eduka,edkuu,eduku,class__regular
ama,ami,amu,class__regular
akaba,akutu,akabu,class__regular
diskuti,dizigu,diskutu,class__regular
entra,entreu,entru,class__regular
garanti,kartisu,garantu,class__regular
preukupa,pontuku,preukupu,class__regular
manda,mantu,mandu,class__regular
partisipa,paretrauu,partisipu,class__regular
dijeri,diviru,dijiru,class__seguir
persegi,perkusu,persigu,class__seguir
espeli,eskilu,espilu,class__seguir
servi,sezusu,sirvu,class__seguir
preveni,prefinu,previnu,class__seguir
agredi,akrudu,agridu,class__seguir
progredi,pred$$tu,progridu,class__seguir
inseri,insiru,insiru,class__seguir
kompeti,kompin,kompitu,class__seguir
diverti,divittu,divirtu,class__seguir
transgredi,tratragudu,transgridu,class__seguir
sujeri,sustu,sujiru,class__seguir
aderi,atri,adiru,class__seguir
preferi,presu,prefiru,class__seguir
feri,fEru,firu,class__seguir
regredi,terdidu,regridu,class__seguir
segi,segu,sigu,class__seguir
deferi,defiru,defiru,class__seguir
konsegi,kont$$u,konsigu,class__seguir
kompeli,kompliu,kompilu,class__seguir
injeri,infasu,injiru,class__seguir
konferi,kons$$u,konfiru,class__seguir
vesti,vEstu,vistu,class__seguir
aferi,afiru,afiru,class__seguir
preteri,pretiru,pretiru,class__seguir
konverji,konvissu,konvirju,class__seguir
hepeti,hepEtu,hepitu,class__seguir
entrete,entrenu,entreteNu,class__ter
dete,desu,deteNu,class__ter
konte,kontu,konteNu,class__ter
obite,optu,obiteNu,class__ter
mante,mantiNu,manteNu,class__ter
abiste,abirezu,abisteNu,class__ter
hete,hete,heteNu,class__ter
te,teeu,teNu,class__ter
suste,supre,susteNu,class__ter
ate,ateNu,ateNu,class__ter
headekua,hepeteuu,headEkuu,class__testar
komesa,kom$,komEsu,class__testar
adekua,aguttu,adEkuu,class__testar
seka,sEku,sEku,class__testar
leva,levu,lEvu,class__testar
sega,segu,sEgu,class__testar
pega,pEku,pEgu,class__testar
kompleta,kompituu,komplEtu,class__testar
infekita,invenkuu,infEkitu,class__testar
espresa,estrefu,esprEsu,class__testar
detesta,deskreuu,detEstu,class__testar
fexa,fexu,fExu,class__testar
konversa,konfaru,konvErsu,class__testar
obiserva,kumvirvu,obisErvu,class__testar
protesta,pren$$u,protEstu,class__testar
espera,espriu,espEru,class__testar
testa,testu,tEstu,class__testar
entrega,entriku,entrEgu,class__testar
manifesta,amtisfaiu,manifEstu,class__testar
empresta,merteteuu,emprEstu,class__testar
preve,previ,preveju,class__ver
interve,entrevi,interveju,class__ver
anteve,anrevu,anteveju,class__ver
entreve,entrevesu,entreveju,class__ver
ve,veu,veju,class__ver
heve,hevexu,heveju,class__ver
dezavi,devazu,dezaveNu,class__vir
sobrevi,sobrevu,sobreveNu,class__vir
obivi,ubusu,obiveNu,class__vir
hevi,heviju,heveNu,class__vir
vi,vu,veNu,class__vir
adivi,adiju,adiveNu,class__vir
deskonvi,des$$du,deskonveNu,class__vir
avi,avixu,aveNu,class__vir
hekonvi,hesOstu,hekonveNu,class__vir
konvi,konvu,konveNu,class__vir
provi,provu,proveNu,class__vir
