infinitive,predicted,target,class
tohefaze,soseevu,tohefasu,class__fazer
harefaze,he$assi,harefasu,class__fazer
esfaze,esfasu,esfasu,class__fazer
maufaze,amesevu,maufasu,class__fazer
kre,tEtu,kreiu,class__ler
tresle,tres$,treleiu,class__ler
le,leiu,leiu,class__ler
hele,he$i,heleiu,class__ler
deskre,deskru,deskreiu,class__ler
desmenti,desmentu,desmintu,class__mentir
konsenti,konnstu,konsintu,class__mentir
senti,sintu,sintu,class__mentir
presenti,pretenu,presintu,class__mentir
menti,mentu,mintu,class__mentir
asenti,atinsu,asintu,class__mentir
hesenti,hesentu,hesintu,class__mentir
persenti,pertentu,persintu,class__mentir
entreouvi,entrofuju,entreousu,class__none
reouvi,ensuju,reousu,class__none
pari,paru,pairu,class__none
perde,perdeNu,perku,class__none
hekere,heperu,hekEru,class__none
traze,trasu,tragu,class__none
desda,destu,dEsdu,class__none
kabe,kabu,kaibu,class__none
da,zeiu,dou,class__none
ekivale,at$liju,ekivaLu,class__none
sabe,sapu,sei,class__none
idea,ideiu,ideiu,class__none
esta,estu,estou,class__none
prove,prevu,proveNu,class__none
sobresta,suspretu,sobrestou,class__none
kere,keri,kEru,class__none
entrekere,entrendeuu,entrekEru,class__none
pode,podu,pOsu,class__none
estrea,estreiu,estrEiu,class__none
ouvi,o,ousu,class__none
dezimpedi,dezpiptiNu,dezimpEsu,class__pedir
medi,medu,mEsu,class__pedir
despedi,despitu,despEsu,class__pedir
impedi,emetu,impEsu,class__pedir
pedi,peuu,pEsu,class__pedir
espedi,espitu,espEsu,class__pedir
desmedi,desidtu,desmEsu,class__pedir
predispo,pret$sutu,predispoNu,class__por
indispo,interdu,indispoNu,class__por
dezapo,deskoNu,dezapoNu,class__por
kompo,kompu,kompoNu,class__por
po,tou,poNu,class__por
kontrapo,kontratu,kontrapoNu,class__por
pospo,pospu,pospoNu,class__por
dispo,dispu,dispoNu,class__por
despo,desku,despoNu,class__por
transpo,tratteu,transpoNu,class__por
espo,esku,espoNu,class__por
interpo,intrepu,interpoNu,class__por
hedispo,hetopru,hedispoNu,class__por
antepo,antenu,antepoNu,class__por
deskompo,despumpu,deskompoNu,class__por
justapo,zisitu,justapoNu,class__por
trespo,tren$u,trespoNu,class__por
dekompo,gompupu,dekompoNu,class__por
supo,supu,supoNu,class__por
presupo,prenogu,presupoNu,class__por
hekompo,hepupu,hekompoNu,class__por
entrepo,entrepu,entrepoNu,class__por
prosupo,promudu,prosupoNu,class__por
propo,propu,propoNu,class__por
depo,depu,depoNu,class__por
impo,memu,impoNu,class__por
superpo,top$reuu,superpoNu,class__por
sofre,sos$,sofru,class__regular
disouve,desuvuu,disouvu,class__regular
kohiji,kosxuu,kohiju,class__regular
envouve,envo,envouvu,class__regular
mexe,mesu,mexu,class__regular
kompraze,komprazu,komprazu,class__regular
presiza,presisu,presizu,class__regular
analiza,anejisu,analisu,class__regular
eriji,er$$u,eriju,class__regular
hompe,hemomu,hompu,class__regular
konvida,konvitu,konvidu,class__regular
planta,plataNu,plantu,class__regular
levanta,lefErtu,levantu,class__regular
fala,falu,falu,class__regular
anda,antu,andu,class__regular
kumpri,kompru,kumpru,class__regular
konjuga,konguju,konjugu,class__regular
xama,lanu,xamu,class__regular
murxa,mursu,murxu,class__regular
eskreve,estesteju,eskrevu,class__regular
kontinua,kontenuu,kontinuu,class__regular
krese,treti,kresu,class__regular
ezerse,esestu,ezersu,class__regular
liga,ligu,ligu,class__regular
brinka,printu,brinku,class__regular
trabaLa,tratimu,trabaLu,class__regular
subimete,dezpimu,subimetu,class__regular
hespeita,he$$atu,hespeitu,class__regular
vende,vindu,vendu,class__regular
sede,seteNu,sedu,class__regular
agradese,agasastu,agradesu,class__regular
koNese,komesu,koNesu,class__regular
voa,fOu,vou,class__regular
nada,nanu,nadu,class__regular
para,paru,paru,class__regular
kome,komu,komu,class__regular
permiti,perpiiu,permitu,class__regular
lava,lavu,lavu,class__regular
dese,deseNu,desu,class__regular
beija,bisi,beiju,class__regular
kohe,kosu,kohu,class__regular
permanese,pereneti,permanesu,class__regular
uza,$u,uzu,class__regular
esklui,eskulu,eskluu,class__regular
kompreende,kompretteNu,kompreendu,class__regular
dezisti,desirdu,dezistu,class__regular
aparese,apentasu,aparesu,class__regular
envia,esevu,enviu,class__regular
kai,kaiu,kaiu,class__regular
imprimi,mimpri,imprimu,class__regular
imerji,imirxu,imerju,class__regular
subimerji,subireju,subimerju,class__regular
benze,benzi,benzu,class__regular
gaNa,kanu,gaNu,class__regular
aseita,asiti,aseitu,class__regular
konfuji,konfuju,konfuju,class__regular
segura,seguru,seguru,class__regular
suspende,suntendu,suspendu,class__regular
junta,xundu,juntu,class__regular
kohompe,kompo,kohompu,class__regular
atrai,atra$u,atraiu,class__regular
kultiva,ku,kultivu,class__regular
eskuta,eskutu,eskutu,class__regular
mata,mantu,matu,class__regular
paga,pagu,pagu,class__regular
sai,seiu,saiu,class__regular
bate,bateNu,batu,class__regular
eskoLe,eskO,eskoLu,class__regular
asende,anendu,asendu,class__regular
esvai,esfasu,esvaiu,class__regular
destrui,destruu,destruu,class__regular
dormi,tuntu,durmu,class__regular
okohe,oko,okohu,class__regular
diriji,disuru,diriju,class__regular
muda,mudu,mudu,class__regular
esprimi,ent$$u,esprimu,class__regular
farta,fartu,fartu,class__regular
trai,tra$u,traiu,class__regular
mingua,muntiu,minguu,class__regular
desmobilia,despiliidu,desmobiliu,class__regular
sohi,suhu,sohiu,class__regular
perverte,persersu,pervertu,class__regular
preklui,pretulu,prekluu,class__regular
kontrai,kontri,kontraiu,class__regular
estingi,endittu,estingu,class__regular
desprekave,dest$$afinu,desprekavu,class__regular
televe,$$$$$xu,televu,class__regular
entupi,entupu,entupu,class__regular
deskalsa,des$asu,deskalsu,class__regular
gasta,gandu,gastu,class__regular
finda,findu,findu,class__regular
kuspi,kundu,kuspu,class__regular
pretende,p$renttu,pretendu,class__regular
deve,deveju,devu,class__regular
enkamiNa,ankemaNu,enkamiNu,class__regular
atribui,atrituu,atribuu,class__regular
estuda,estudu,istudu,class__regular
sauva,siazu,sauvu,class__regular
prende,prentu,prendu,class__regular
espulsa,espreuu,espulsu,class__regular
hevolve,hese$vuu,hevolvu,class__regular
enxuga,espulu,enxugu,class__regular
despoli,despilu,despolu,class__regular
eskapuli,esk$i,eskapulu,class__regular
hetrai,hetariu,hetraiu,class__regular
moe,mohu,mou,class__regular
abri,apruu,abru,class__regular
konklui,konpulu,konkluu,class__regular
atinji,antiju,atinju,class__regular
okulta,ko,okultu,class__regular
izenta,is$atu,izentu,class__regular
limpa,limpu,limpu,class__regular
konvense,konfensu,konvensu,class__regular
heda,hedi,hedu,class__regular
emerji,en$xiru,emerju,class__regular
transfuji,trasizu,transfuju,class__regular
mobilia,pu,mobiliu,class__regular
posui,pusu,posuu,class__regular
fuji,fuxu,fuju,class__regular
adiverti,adistru,adivertu,class__regular
desprove,despreju,desprovu,class__regular
konsumi,kon$inu,konsumu,class__regular
distrai,distriu,distraiu,class__regular
akudi,akutu,akudu,class__regular
subi,supu,subu,class__regular
eleje,exelu,eleju,class__regular
influi,infilu,influu,class__regular
hemedi,hemitu,hemedu,class__regular
dezagua,desiduu,dezaguu,class__regular
inkohe,enkoxu,inkohu,class__regular
tenta,tentu,tentu,class__regular
healiza,halasu,healisu,class__regular
desidi,desidu,desidu,class__regular
eskese,eskesu,eskesu,class__regular
imajina,inelisu,imajinu,class__regular
lembra,limpru,lembru,class__regular
aproveita,aperfiru,aproveitu,class__regular
omiti,empinu,omitu,class__regular
ensina,ens$u,ensinu,class__regular
marka,partu,marku,class__regular
kamiNa,kaminu,kamiNu,class__regular
friji,sisuu,friju,class__regular
prokura,protutu,prokuru,class__regular
surji,sustu,surju,class__regular
konstrui,konsru,konstruu,class__regular
kanta,kantu,kantu,class__regular
vahe,vefi,vahu,class__regular
merese,mensu,meresu,class__regular
grita,dratu,gritu,class__regular
xove,xOvu,xovu,class__regular
kativa,kasizu,kativu,class__regular
viaja,faxu,viaju,class__regular
dezeja,dejuju,dezeju,class__regular
pula,pulu,pulu,class__regular
akompaNa,enkOppu,akompaNu,class__regular
dividi,dizidu,dividu,class__regular
aguarda,adittu,aguardu,class__regular
zoa,suu,zou,class__regular
xega,xEgu,xegu,class__regular
buli,pulu,bulu,class__regular
atende,atendu,atendu,class__regular
pasa,paru,pasu,class__regular
ajuda,aju,ajudu,class__regular
dansa,tarsu,dansu,class__regular
enkontra,entuntiNu,enkontru,class__regular
buska,busku,busku,class__regular
inisia,inteiu,inisiu,class__regular
enxe,enesu,enxu,class__regular
oferese,eseseru,oferesu,class__regular
adikiri,agitatu,adikiru,class__regular
bebe,beibu,bebu,class__regular
aprezentar,aprentese,aprezentu,class__regular
parti,partu,partu,class__regular
parese,paresu,paresu,class__regular
soNa,sO,soNu,class__regular
kaza,kasu,kazu,class__regular
julga,xOju,julgu,class__regular
hi,soiu,hiu,class__regular
inklui,enkulu,inkluu,class__regular
afliji,axiju,afliju,class__regular
kontravi,kontraju,kontravu,class__regular
mohe,mosu,mohu,class__regular
sumi,sumu,sumu,class__regular
jaze,faxu,jazu,class__regular
denfende,tensenvu,defendu,class__regular
tende,tentu,tendu,class__regular
sakudi,tiskuu,sakudu,class__regular
aprende,apretenu,aprendu,class__regular
kompartiLa,kompraatu,kompartiLu,class__regular
entende,entendo,entendu,class__regular
deixa,dexu,deixu,class__regular
deslingua,desp$$$u,deslinguu,class__regular
lambuza,lamp$u,lambuzu,class__regular
akontese,enkos$$,akontesu,class__regular
pensa,pensu,pensu,class__regular
fika,fiku,fiku,class__regular
senta,sentu,sentu,class__regular
ezisti,es$riu,ezistu,class__regular
konta,kontu,kontu,class__regular
finji,fix$u,finju,class__regular
axa,axu,axu,class__regular
aviza,avi,avizu,class__regular
kompra,kompru,kompru,class__regular
aji,aju,aju,class__regular
asisti,ansiru,asistu,class__regular
eduka,etku,eduku,class__regular
ama,amu,amu,class__regular
akaba,apatu,akabu,class__regular
diskuti,deskutu,diskutu,class__regular
entra,entriu,entru,class__regular
garanti,kantriu,garantu,class__regular
preukupa,proku,preukupu,class__regular
manda,mantu,mandu,class__regular
partisipa,par$$kau,partisipu,class__regular
dijeri,disitu,dijiru,class__seguir
persegi,pergutu,persigu,class__seguir
espeli,es$eju,espilu,class__seguir
servi,sessu,sirvu,class__seguir
preveni,presexu,previnu,class__seguir
agredi,agirdu,agridu,class__seguir
progredi,proguttu,progridu,class__seguir
inseri,insiru,insiru,class__seguir
kompeti,kompitu,kompitu,class__seguir
diverti,devirtu,divirtu,class__seguir
transgredi,trantravu,transgridu,class__seguir
sujeri,sus$u,sujiru,class__seguir
aderi,atriu,adiru,class__seguir
preferi,pre$isu,prefiru,class__seguir
feri,siru,firu,class__seguir
regredi,terkudu,regridu,class__seguir
segi,sigu,sigu,class__seguir
deferi,defiru,defiru,class__seguir
konsegi,kontitu,konsigu,class__seguir
kompeli,kompliu,kompilu,class__seguir
injeri,infiru,injiru,class__seguir
konferi,konseru,konfiru,class__seguir
vesti,fEstu,vistu,class__seguir
aferi,asiru,afiru,class__seguir
preteri,prentu,pretiru,class__seguir
konverji,konviru,konvirju,class__seguir
hepeti,hepiru,hepitu,class__seguir
entrete,entredu,entreteNu,class__ter
dete,deteNu,deteNu,class__ter
konte,kontu,konteNu,class__ter
obite,oku,obiteNu,class__ter
mante,mantiNu,manteNu,class__ter
abiste,adi,abisteNu,class__ter
hete,heteiu,heteNu,class__ter
te,teeu,teNu,class__ter
suste,sunstu,susteNu,class__ter
ate,ateNu,ateNu,class__ter
headekua,hetepiuu,headEkuu,class__testar
komesa,kom$$u,komEsu,class__testar
adekua,agisuu,adEkuu,class__testar
seka,seku,sEku,class__testar
leva,levu,lEvu,class__testar
sega,segu,sEgu,class__testar
pega,peku,pEgu,class__testar
kompleta,kompatu,komplEtu,class__testar
infekita,infaku,infEkitu,class__testar
espresa,estresu,esprEsu,class__testar
detesta,destenu,detEstu,class__testar
fexa,fexu,fExu,class__testar
konversa,kons$stu,konvErsu,class__testar
obiserva,pu,obisErvu,class__testar
protesta,pretestu,protEstu,class__testar
espera,entEtu,espEru,class__testar
testa,testu,tEstu,class__testar
entrega,entridu,entrEgu,class__testar
manifesta,amaneztu,manifEstu,class__testar
empresta,interbe$u,emprEstu,class__testar
preve,previ,preveju,class__ver
interve,intreviju,interveju,class__ver
anteve,anesdo,anteveju,class__ver
entreve,entrevi,entreveju,class__ver
ve,veu,veju,class__ver
heve,hevexu,heveju,class__ver
dezavi,dezizu,dezaveNu,class__vir
sobrevi,sod$$su,sobreveNu,class__vir
obivi,oudu,obiveNu,class__vir
hevi,hevixu,heveNu,class__vir
vi,fu,veNu,class__vir
adivi,adizu,adiveNu,class__vir
deskonvi,despusfu,deskonveNu,class__vir
avi,avi,aveNu,class__vir
hekonvi,hepOstu,hekonveNu,class__vir
konvi,konvu,konveNu,class__vir
provi,provu,proveNu,class__vir
