infinitive,predicted,target,class
kontrafaze,kontrafasu,kontrafasu,class__fazer
tohefaze,so$$efisu,tohefasu,class__fazer
harefaze,haassisu,harefasu,class__fazer
esfaze,esvasu,esfasu,class__fazer
maufaze,a,maufasu,class__fazer
kre,kOru,kreiu,class__ler
tresle,tresa,treleiu,class__ler
le,xeu,leiu,class__ler
hele,he$exu,heleiu,class__ler
deskre,despru,deskreiu,class__ler
desmenti,dens$,desmintu,class__mentir
konsenti,kontranu,konsintu,class__mentir
senti,sentu,sintu,class__mentir
presenti,presentu,presintu,class__mentir
menti,mentu,mintu,class__mentir
asenti,asintu,asintu,class__mentir
hesenti,hesentu,hesintu,class__mentir
persenti,pertenu,persintu,class__mentir
entreouvi,entOstuu,entreousu,class__none
reouvi,onudu,reousu,class__none
pari,paru,pairu,class__none
perde,perteNu,perku,class__none
hekere,hepEru,hekEru,class__none
traze,trasu,tragu,class__none
desda,desdu,dEsdu,class__none
kabe,kapu,kaibu,class__none
da,ze,dou,class__none
ekivale,e$gax,ekivaLu,class__none
sabe,sebu,sei,class__none
idea,adi,ideiu,class__none
esta,estu,estou,class__none
prove,prevoju,proveNu,class__none
sobresta,suspretu,sobrestou,class__none
kere,keiu,kEru,class__none
entrekere,entreteuu,entrekEru,class__none
pode,podu,pOsu,class__none
estrea,estreiu,estrEiu,class__none
ouvi,osuvu,ousu,class__none
dezimpedi,despitpu,dezimpEsu,class__pedir
medi,medu,mEsu,class__pedir
despedi,despitu,despEsu,class__pedir
impedi,empidu,impEsu,class__pedir
pedi,peuu,pEsu,class__pedir
espedi,espitu,espEsu,class__pedir
desmedi,denbinu,desmEsu,class__pedir
predispo,pret$$pu,predispoNu,class__por
indispo,int$$pu,indispoNu,class__por
dezapo,deteju,dezapoNu,class__por
kompo,kompu,kompoNu,class__por
po,pOu,poNu,class__por
kontrapo,kontretu,kontrapoNu,class__por
pospo,pos$,pospoNu,class__por
dispo,despu,dispoNu,class__por
despo,despu,despoNu,class__por
transpo,trant$u,transpoNu,class__por
espo,espu,espoNu,class__por
interpo,intreteNu,interpoNu,class__por
hedispo,heto,hedispoNu,class__por
antepo,antepu,antepoNu,class__por
deskompo,despup$u,deskompoNu,class__por
justapo,subritu,justapoNu,class__por
trespo,tret,trespoNu,class__por
dekompo,de$pupu,dekompoNu,class__por
supo,supu,supoNu,class__por
presupo,pro$utu,presupoNu,class__por
hekompo,hepupru,hekompoNu,class__por
entrepo,entreku,entrepoNu,class__por
prosupo,proutu,prosupoNu,class__por
propo,propu,propoNu,class__por
depo,detu,depoNu,class__por
impo,memu,impoNu,class__por
superpo,$upre$u,superpoNu,class__por
sofre,sos$,sofru,class__regular
disouve,defusvu,disouvu,class__regular
kohiji,kosfi,kohiju,class__regular
envouve,enkuvu,envouvu,class__regular
mexe,mexe,mexu,class__regular
kompraze,komtratu,komprazu,class__regular
presiza,pres$,presizu,class__regular
analiza,amasxi,analisu,class__regular
eriji,entu,eriju,class__regular
hompe,hompu,hompu,class__regular
konvida,konvitu,konvidu,class__regular
planta,p$$tru,plantu,class__regular
levanta,xezpru,levantu,class__regular
fala,xauu,falu,class__regular
anda,atu,andu,class__regular
kumpri,kumpru,kumpru,class__regular
konjuga,konguju,konjugu,class__regular
xama,famu,xamu,class__regular
murxa,mus$u,murxu,class__regular
eskreve,etteff$,eskrevu,class__regular
kontinua,kontinuu,kontinuu,class__regular
krese,kreenu,kresu,class__regular
ezerse,estesu,ezersu,class__regular
liga,ligu,ligu,class__regular
brinka,pridinu,brinku,class__regular
trabaLa,tremadu,trabaLu,class__regular
subimete,u,subimetu,class__regular
hespeita,hetengi,hespeitu,class__regular
vende,vendu,vendu,class__regular
sede,setu,sedu,class__regular
agradese,adatastu,agradesu,class__regular
koNese,koneiu,koNesu,class__regular
voa,fu,vou,class__regular
nada,nsu,nadu,class__regular
para,paiu,paru,class__regular
kome,komu,komu,class__regular
permiti,perpinu,permitu,class__regular
lava,lavu,lavu,class__regular
dese,des,desu,class__regular
beija,be$ju,beiju,class__regular
kohe,kosi,kohu,class__regular
permanese,pententu,permanesu,class__regular
uza,su,uzu,class__regular
esklui,eskulu,eskluu,class__regular
kompreende,kompretriu,kompreendu,class__regular
dezisti,des$$zu,dezistu,class__regular
aparese,aperezi,aparesu,class__regular
envia,envu,enviu,class__regular
kai,kaiu,kaiu,class__regular
imprimi,imprimu,imprimu,class__regular
imerji,imirxu,imerju,class__regular
subimerji,subi$$$ru,subimerju,class__regular
benze,penz,benzu,class__regular
gaNa,kaNu,gaNu,class__regular
aseita,asitiu,aseitu,class__regular
konfuji,konvuxu,konfuju,class__regular
segura,sikuru,seguru,class__regular
suspende,sudtentu,suspendu,class__regular
junta,subru,juntu,class__regular
kohompe,kompOsu,kohompu,class__regular
atrai,atri,atraiu,class__regular
kultiva,konjigu,kultivu,class__regular
eskuta,eskutu,eskutu,class__regular
mata,manu,matu,class__regular
paga,paku,pagu,class__regular
sai,siiu,saiu,class__regular
bate,benpu,batu,class__regular
eskoLe,esko,eskoLu,class__regular
asende,esendu,asendu,class__regular
esvai,esfi,esvaiu,class__regular
destrui,destruu,destruu,class__regular
dormi,tuntu,durmu,class__regular
okohe,okohiu,okohu,class__regular
diriji,dis$,diriju,class__regular
muda,mutu,mudu,class__regular
esprimi,entumtu,esprimu,class__regular
farta,sartu,fartu,class__regular
trai,triku,traiu,class__regular
mingua,mintuu,minguu,class__regular
desmobilia,denibiluu,desmobiliu,class__regular
sohi,su,sohiu,class__regular
perverte,pertesf,pervertu,class__regular
preklui,prekuju,prekluu,class__regular
kontrai,kontri,kontraiu,class__regular
estingi,istitu,estingu,class__regular
desprekave,detpasez$u,desprekavu,class__regular
televe,peseju,televu,class__regular
entupi,entupu,entupu,class__regular
deskalsa,des$$$,deskalsu,class__regular
gasta,gar$,gastu,class__regular
finda,sindu,findu,class__regular
kuspi,kuntu,kuspu,class__regular
pretende,pretendu,pretendu,class__regular
deve,devexu,devu,class__regular
enkamiNa,enpani,enkamiNu,class__regular
atribui,atrigiu,atribuu,class__regular
estuda,estutu,istudu,class__regular
sauva,sisuu,sauvu,class__regular
prende,prentu,prendu,class__regular
espulsa,henbulu,espulsu,class__regular
hevolve,hejejuzu,hevolvu,class__regular
enxuga,enjuku,enxugu,class__regular
despoli,despluu,despolu,class__regular
eskapuli,at$lEku,eskapulu,class__regular
hetrai,heratu,hetraiu,class__regular
moe,mo,mou,class__regular
abri,atru,abru,class__regular
konklui,konkuju,konkluu,class__regular
atinji,atriju,atinju,class__regular
okulta,ko$ku,okultu,class__regular
izenta,ispanu,izentu,class__regular
limpa,limpu,limpu,class__regular
konvense,kons$fasu,konvensu,class__regular
heda,hegu,hedu,class__regular
emerji,en$$lu,emerju,class__regular
transfuji,trisx$,transfuju,class__regular
mobilia,momixitu,mobiliu,class__regular
posui,pusu,posuu,class__regular
fuji,suju,fuju,class__regular
adiverti,adivirtu,adivertu,class__regular
desprove,desprevu,desprovu,class__regular
konsumi,kontuu,konsumu,class__regular
distrai,distra,distraiu,class__regular
akudi,akudu,akudu,class__regular
subi,subu,subu,class__regular
eleje,exli,eleju,class__regular
influi,inju,influu,class__regular
hemedi,hempiu,hemedu,class__regular
dezagua,deskitu,dezaguu,class__regular
inkohe,enkohu,inkohu,class__regular
tenta,tentu,tentu,class__regular
healiza,ha$axu,healisu,class__regular
desidi,desidu,desidu,class__regular
eskese,eskesu,eskesu,class__regular
imajina,amiliu,imajinu,class__regular
lembra,leptru,lembru,class__regular
aproveita,aprevupu,aproveitu,class__regular
omiti,ompinu,omitu,class__regular
ensina,ensinu,ensinu,class__regular
marka,martu,marku,class__regular
kamiNa,kamamu,kamiNu,class__regular
friji,fisxu,friju,class__regular
prokura,prottuu,prokuru,class__regular
surji,sustu,surju,class__regular
konstrui,kontruu,konstruu,class__regular
kanta,kantu,kantu,class__regular
vahe,va$,vahu,class__regular
merese,mendeu,meresu,class__regular
grita,kraku,gritu,class__regular
xove,xoju,xovu,class__regular
kativa,ka$$$u,kativu,class__regular
viaja,vaxu,viaju,class__regular
dezeja,deviju,dezeju,class__regular
pula,pulu,pulu,class__regular
akompaNa,empompu,akompaNu,class__regular
dividi,dijidu,dividu,class__regular
aguarda,agittu,aguardu,class__regular
zoa,su,zou,class__regular
xega,xEgu,xegu,class__regular
buli,bulu,bulu,class__regular
atende,atretu,atendu,class__regular
pasa,pasu,pasu,class__regular
ajuda,avidu,ajudu,class__regular
dansa,dastu,dansu,class__regular
enkontra,enkOrtu,enkontru,class__regular
buska,busku,busku,class__regular
inisia,insi$u,inisiu,class__regular
enxe,enezu,enxu,class__regular
oferese,ehe$sru,oferesu,class__regular
adikiri,adisitu,adikiru,class__regular
bebe,beibu,bebu,class__regular
aprezentar,atretrazezu,aprezentu,class__regular
parti,partu,partu,class__regular
parese,paresu,paresu,class__regular
soNa,somu,soNu,class__regular
kaza,kauu,kazu,class__regular
julga,jOgu,julgu,class__regular
hi,sexu,hiu,class__regular
inklui,inbulu,inkluu,class__regular
afliji,xijisu,afliju,class__regular
kontravi,kontravu,kontravu,class__regular
mohe,mosu,mohu,class__regular
sumi,sumu,sumu,class__regular
jaze,jaju,jazu,class__regular
denfende,tensenvu,defendu,class__regular
tende,tentu,tendu,class__regular
sakudi,askudu,sakudu,class__regular
aprende,apredenu,aprendu,class__regular
kompartiLa,kompraa$u,kompartiLu,class__regular
entende,entendo,entendu,class__regular
deixa,dixu,deixu,class__regular
deslingua,despulpu,deslinguu,class__regular
lambuza,lambru,lambuzu,class__regular
akontese,ekonsenu,akontesu,class__regular
pensa,pensu,pensu,class__regular
fika,fiNu,fiku,class__regular
senta,sentu,sentu,class__regular
ezisti,ezistu,ezistu,class__regular
konta,kontu,kontu,class__regular
finji,fix,finju,class__regular
axa,axu,axu,class__regular
aviza,avizu,avizu,class__regular
kompra,kompru,kompru,class__regular
aji,iju,aju,class__regular
asisti,as$s$u,asistu,class__regular
eduka,eduku,eduku,class__regular
ama,Amu,amu,class__regular
akaba,abipu,akabu,class__regular
diskuti,diskudu,diskutu,class__regular
entra,entreu,entru,class__regular
garanti,katripu,garantu,class__regular
preukupa,proputuu,preukupu,class__regular
manda,mandu,mandu,class__regular
partisipa,par$$ti,partisipu,class__regular
dijeri,dijiru,dijiru,class__seguir
persegi,perku,persigu,class__seguir
espeli,espelu,espilu,class__seguir
servi,sesvu,sirvu,class__seguir
preveni,presetu,previnu,class__seguir
agredi,adidtu,agridu,class__seguir
progredi,prod$$tu,progridu,class__seguir
inseri,insiru,insiru,class__seguir
kompeti,kompitu,kompitu,class__seguir
diverti,disidru,divirtu,class__seguir
transgredi,tratradidu,transgridu,class__seguir
sujeri,sustu,sujiru,class__seguir
aderi,atriu,adiru,class__seguir
preferi,presitu,prefiru,class__seguir
feri,finu,firu,class__seguir
regredi,treguzu,regridu,class__seguir
segi,sigu,sigu,class__seguir
deferi,desiru,defiru,class__seguir
konsegi,kont$$u,konsigu,class__seguir
kompeli,kompliu,kompilu,class__seguir
injeri,infiru,injiru,class__seguir
konferi,konsiru,konfiru,class__seguir
vesti,fEstu,vistu,class__seguir
aferi,as$,afiru,class__seguir
preteri,preritu,pretiru,class__seguir
konverji,konvirzu,konvirju,class__seguir
hepeti,heput,hepitu,class__seguir
entrete,entretu,entreteNu,class__ter
dete,denku,deteNu,class__ter
konte,kontu,konteNu,class__ter
obite,opubu,obiteNu,class__ter
mante,mansu,manteNu,class__ter
abiste,abisteNu,abisteNu,class__ter
hete,hete,heteNu,class__ter
te,te$u,teNu,class__ter
suste,sustu,susteNu,class__ter
ate,ateNu,ateNu,class__ter
headekua,hete$kuu,headEkuu,class__testar
komesa,kom$u,komEsu,class__testar
adekua,adetuu,adEkuu,class__testar
seka,seku,sEku,class__testar
leva,levu,lEvu,class__testar
sega,segu,sEgu,class__testar
pega,pagu,pEgu,class__testar
kompleta,kompeliu,komplEtu,class__testar
infekita,ispin$iu,infEkitu,class__testar
espresa,entreiu,esprEsu,class__testar
detesta,despenu,detEstu,class__testar
fexa,fe$u,fExu,class__testar
konversa,kons$rsu,konvErsu,class__testar
obiserva,,obisErvu,class__testar
protesta,preskriu,protEstu,class__testar
espera,espri,espEru,class__testar
testa,testu,tEstu,class__testar
entrega,entrigu,entrEgu,class__testar
manifesta,amazesesu,manifEstu,class__testar
empresta,meteredu,emprEstu,class__testar
preve,previ,preveju,class__ver
interve,intrevezu,interveju,class__ver
anteve,atesvu,anteveju,class__ver
entreve,entrevu,entreveju,class__ver
ve,jou,veju,class__ver
heve,hevexu,heveju,class__ver
dezavi,desfiju,dezaveNu,class__vir
sobrevi,sobrevu,sobreveNu,class__vir
obivi,obu,obiveNu,class__vir
hevi,heviju,heveNu,class__vir
vi,xu,veNu,class__vir
adivi,adivu,adiveNu,class__vir
deskonvi,des$$$zu,deskonveNu,class__vir
avi,avu,aveNu,class__vir
hekonvi,hezo,hekonveNu,class__vir
konvi,konvu,konveNu,class__vir
provi,provu,proveNu,class__vir
