infinitive,predicted,target,class
hekompo,hepoppu,hekompoNu,class__por
entrepo,entreku,entrepoNu,class__por
prosupo,propu,prosupoNu,class__por
propo,propu,propoNu,class__por
depo,benpu,depoNu,class__por
impo,$mupu,impoNu,class__por
superpo,sopromu,superpoNu,class__por
sofre,sos$,sofru,class__regular
disouve,desfusu,disouvu,class__regular
kohiji,kosuxu,kohiju,class__regular
envouve,envo$uu,envouvu,class__regular
mexe,mexe,mexu,class__regular
kompraze,komtrasu,komprazu,class__regular
presiza,prassu,presizu,class__regular
analiza,an$$$,analisu,class__regular
eriji,ensu,eriju,class__regular
hompe,hopu,hompu,class__regular
konvida,konviru,konvidu,class__regular
planta,pant$u,plantu,class__regular
levanta,lamfru,levantu,class__regular
fala,xaxu,falu,class__regular
anda,atru,andu,class__regular
kumpri,kompru,kumpru,class__regular
konjuga,konjugu,konjugu,class__regular
xama,laNu,xamu,class__regular
murxa,mustu,murxu,class__regular
eskreve,eskrev,eskrevu,class__regular
kontinua,kontenuu,kontinuu,class__regular
krese,trenu,kresu,class__regular
ezerse,esferu,ezersu,class__regular
liga,ligu,ligu,class__regular
brinka,prittu,brinku,class__regular
trabaLa,pran$$u,trabaLu,class__regular
subimete,du,subimetu,class__regular
hespeita,heparaku,hespeitu,class__regular
vende,vendu,vendu,class__regular
sede,seteNu,sedu,class__regular
agradese,agantasu,agradesu,class__regular
koNese,kone$u,koNesu,class__regular
voa,fu,vou,class__regular
nada,natu,nadu,class__regular
para,paru,paru,class__regular
kome,komu,komu,class__regular
permiti,partimu,permitu,class__regular
lava,laju,lavu,class__regular
dese,desenu,desu,class__regular
beija,baiju,beiju,class__regular
kohe,kosu,kohu,class__regular
permanese,permentu,permanesu,class__regular
uza,suu,uzu,class__regular
esklui,eskulu,eskluu,class__regular
kompreende,kompersenu,kompreendu,class__regular
dezisti,des$rsu,dezistu,class__regular
aparese,apresesu,aparesu,class__regular
envia,enfiu,enviu,class__regular
kai,kaiu,kaiu,class__regular
imprimi,imppiru,imprimu,class__regular
imerji,imizxu,imerju,class__regular
subimerji,subilentu,subimerju,class__regular
benze,benzu,benzu,class__regular
gaNa,gaNu,gaNu,class__regular
aseita,asir$u,aseitu,class__regular
konfuji,konfuju,konfuju,class__regular
segura,segu,seguru,class__regular
suspende,sudrezenu,suspendu,class__regular
junta,xundu,juntu,class__regular
kohompe,kompu,kohompu,class__regular
atrai,atraiu,atraiu,class__regular
kultiva,ko$$xudu,kultivu,class__regular
eskuta,eskutu,eskutu,class__regular
mata,manu,matu,class__regular
paga,pagu,pagu,class__regular
sai,seiu,saiu,class__regular
bate,bantu,batu,class__regular
eskoLe,eskO,eskoLu,class__regular
asende,asendu,asendu,class__regular
esvai,ezizu,esvaiu,class__regular
destrui,destutu,destruu,class__regular
dormi,tuntu,durmu,class__regular
okohe,okosu,okohu,class__regular
diriji,dis$,diriju,class__regular
muda,mudu,mudu,class__regular
esprimi,entupru,esprimu,class__regular
farta,fartu,fartu,class__regular
trai,traiu,traiu,class__regular
mingua,mimguu,minguu,class__regular
desmobilia,despili,desmobiliu,class__regular
sohi,suxu,sohiu,class__regular
perverte,perferdiu,pervertu,class__regular
preklui,preuguu,prekluu,class__regular
kontrai,kontraiu,kontraiu,class__regular
estingi,estidu,estingu,class__regular
desprekave,deskonvetu,desprekavu,class__regular
televe,ke$feju,televu,class__regular
entupi,enpupu,entupu,class__regular
deskalsa,des$$$$u,deskalsu,class__regular
gasta,gansu,gastu,class__regular
finda,findu,findu,class__regular
kuspi,kunzu,kuspu,class__regular
pretende,pertendeNu,pretendu,class__regular
deve,devexu,devu,class__regular
enkamiNa,inkemaNu,enkamiNu,class__regular
atribui,atrebuu,atribuu,class__regular
estuda,estutu,istudu,class__regular
sauva,ha$xu,sauvu,class__regular
prende,prentu,prendu,class__regular
espulsa,$$$,espulsu,class__regular
hevolve,hexev$xu,hevolvu,class__regular
enxuga,envuu,enxugu,class__regular
despoli,despilu,despolu,class__regular
eskapuli,adikluu,eskapulu,class__regular
hetrai,hestriu,hetraiu,class__regular
moe,mosu,mou,class__regular
abri,atru,abru,class__regular
konklui,konkulu,konkluu,class__regular
atinji,atis$u,atinju,class__regular
okulta,okul$u,okultu,class__regular
izenta,isittiN,izentu,class__regular
limpa,lempu,limpu,class__regular
konvense,konfensu,konvensu,class__regular
heda,hegu,hedu,class__regular
emerji,en$$,emerju,class__regular
transfuji,transxuru,transfuju,class__regular
mobilia,pimijiu,mobiliu,class__regular
posui,pusuu,posuu,class__regular
fuji,fuxu,fuju,class__regular
adiverti,adizir$u,adivertu,class__regular
desprove,desprevu,desprovu,class__regular
konsumi,konsu,konsumu,class__regular
distrai,distraiu,distraiu,class__regular
akudi,akudu,akudu,class__regular
subi,subu,subu,class__regular
eleje,exeju,eleju,class__regular
influi,isxiju,influu,class__regular
hemedi,hempuu,hemedu,class__regular
dezagua,deziguu,dezaguu,class__regular
inkohe,engo$u,inkohu,class__regular
tenta,tentu,tentu,class__regular
healiza,axas$u,healisu,class__regular
desidi,desidu,desidu,class__regular
eskese,esk$asu,eskesu,class__regular
imajina,amilisu,imajinu,class__regular
lembra,$mpru,lembru,class__regular
aproveita,aprefusu,aproveitu,class__regular
omiti,ompuru,omitu,class__regular
ensina,insinu,ensinu,class__regular
marka,mattu,marku,class__regular
kamiNa,apimi,kamiNu,class__regular
friji,sirxu,friju,class__regular
prokura,pretutu,prokuru,class__regular
surji,sustu,surju,class__regular
konstrui,kontriju,konstruu,class__regular
kanta,kantu,kantu,class__regular
vahe,vaasu,vahu,class__regular
merese,mensu,meresu,class__regular
grita,gratu,gritu,class__regular
xove,xOzu,xovu,class__regular
kativa,ga$azu,kativu,class__regular
viaja,vaxu,viaju,class__regular
dezeja,devazu,dezeju,class__regular
pula,pulu,pulu,class__regular
akompaNa,epimk$u,akompaNu,class__regular
dividi,dividu,dividu,class__regular
aguarda,agittuu,aguardu,class__regular
zoa,su,zou,class__regular
xega,lEgu,xegu,class__regular
buli,bulu,bulu,class__regular
atende,atendu,atendu,class__regular
pasa,pasu,pasu,class__regular
ajuda,ajudu,ajudu,class__regular
dansa,dansu,dansu,class__regular
enkontra,enkOrtu,enkontru,class__regular
buska,bu,busku,class__regular
inisia,inse$iu,inisiu,class__regular
enxe,en$,enxu,class__regular
oferese,eh$risu,oferesu,class__regular
adikiri,adiriku,adikiru,class__regular
bebe,beipu,bebu,class__regular
aprezentar,atretreeu,aprezentu,class__regular
parti,partu,partu,class__regular
parese,peresu,paresu,class__regular
soNa,soNu,soNu,class__regular
kaza,kasu,kazu,class__regular
julga,xOgu,julgu,class__regular
hi,heiu,hiu,class__regular
inklui,ingulu,inkluu,class__regular
afliji,lixfu,afliju,class__regular
kontravi,kontraju,kontravu,class__regular
mohe,mohu,mohu,class__regular
sumi,su,sumu,class__regular
jaze,vi,jazu,class__regular
denfende,despes$u,defendu,class__regular
tende,tentu,tendu,class__regular
sakudi,$$$udu,sakudu,class__regular
aprende,apretru,aprendu,class__regular
kompartiLa,kompraatu,kompartiLu,class__regular
entende,entre$,entendu,class__regular
deixa,dixu,deixu,class__regular
deslingua,despiltuu,deslinguu,class__regular
lambuza,lambru,lambuzu,class__regular
akontese,et$$ns$u,akontesu,class__regular
pensa,pensu,pensu,class__regular
fika,fubu,fiku,class__regular
senta,sentu,sentu,class__regular
ezisti,ezirsu,ezistu,class__regular
konta,kontu,kontu,class__regular
finji,sivi,finju,class__regular
axa,axu,axu,class__regular
aviza,avisu,avizu,class__regular
kompra,kompru,kompru,class__regular
aji,aju,aju,class__regular
asisti,adissu,asistu,class__regular
eduka,etku,eduku,class__regular
ama,amu,amu,class__regular
akaba,apaku,akabu,class__regular
diskuti,desputu,diskutu,class__regular
entra,entru,entru,class__regular
garanti,atrani,garantu,class__regular
preukupa,prekupu,preukupu,class__regular
manda,mandu,mandu,class__regular
partisipa,paratiru,partisipu,class__regular
dijeri,disisu,dijiru,class__seguir
persegi,perkisu,persigu,class__seguir
espeli,eseku,espilu,class__seguir
servi,sesfu,sirvu,class__seguir
preveni,prenizu,previnu,class__seguir
agredi,agidtu,agridu,class__seguir
progredi,prot$kuu,progridu,class__seguir
inseri,insisu,insiru,class__seguir
kompeti,kompiru,kompitu,class__seguir
diverti,dizitru,divirtu,class__seguir
transgredi,tratrad$su,transgridu,class__seguir
sujeri,su,sujiru,class__seguir
aderi,adiru,adiru,class__seguir
preferi,presiru,prefiru,class__seguir
feri,fEru,firu,class__seguir
regredi,treg$u,regridu,class__seguir
segi,segu,sigu,class__seguir
deferi,desiru,defiru,class__seguir
konsegi,konsidu,konsigu,class__seguir
kompeli,kompliu,kompilu,class__seguir
injeri,inxiru,injiru,class__seguir
konferi,kons$$u,konfiru,class__seguir
vesti,vasu,vistu,class__seguir
aferi,asisu,afiru,class__seguir
preteri,pretiru,pretiru,class__seguir
konverji,konvirdu,konvirju,class__seguir
hepeti,hepitu,hepitu,class__seguir
entrete,entretu,entreteNu,class__ter
dete,desu,deteNu,class__ter
konte,kontu,konteNu,class__ter
obite,opupu,obiteNu,class__ter
mante,mantu,manteNu,class__ter
abiste,ad$atu,abisteNu,class__ter
hete,hete,heteNu,class__ter
te,te$u,teNu,class__ter
suste,sustu,susteNu,class__ter
ate,ateNu,ateNu,class__ter
headekua,hepEttuu,headEkuu,class__testar
komesa,kompu,komEsu,class__testar
adekua,agengu,adEkuu,class__testar
seka,seku,sEku,class__testar
leva,levu,lEvu,class__testar
sega,sigu,sEgu,class__testar
pega,pegu,pEgu,class__testar
kompleta,kompatu,komplEtu,class__testar
infekita,infipru,infEkitu,class__testar
espresa,espresu,esprEsu,class__testar
detesta,destreiu,detEstu,class__testar
fexa,fexu,fExu,class__testar
konversa,konfarsu,konvErsu,class__testar
obiserva,ebofersu,obisErvu,class__testar
protesta,pren$tru,protEstu,class__testar
espera,espri,espEru,class__testar
testa,testu,tEstu,class__testar
entrega,entrigu,entrEgu,class__testar
manifesta,amizenvu,manifEstu,class__testar
empresta,metrEttu,emprEstu,class__testar
preve,prevu,preveju,class__ver
interve,intrevexu,interveju,class__ver
anteve,anassu,anteveju,class__ver
entreve,entrefisu,entreveju,class__ver
ve,zeuu,veju,class__ver
heve,hevexu,heveju,class__ver
dezavi,dezizu,dezaveNu,class__vir
sobrevi,sobrevu,sobreveNu,class__vir
obivi,oubu,obiveNu,class__vir
hevi,heviju,heveNu,class__vir
vi,su,veNu,class__vir
adivi,adixu,adiveNu,class__vir
deskonvi,des$$su,deskonveNu,class__vir
avi,avu,aveNu,class__vir
hekonvi,hefOrtu,hekonveNu,class__vir
konvi,konvu,konveNu,class__vir
provi,provu,proveNu,class__vir
