infinitive,predicted,target,class
deve,dezeju,devu,class__regular
enkamiNa,ankemaNu,enkamiNu,class__regular
atribui,atriguu,atribuu,class__regular
estuda,estutu,istudu,class__regular
sauva,xasufu,sauvu,class__regular
prende,prent,prendu,class__regular
espulsa,,espulsu,class__regular
hevolve,hefezfu,hevolvu,class__regular
enxuga,envuu,enxugu,class__regular
despoli,despulu,despolu,class__regular
eskapuli,enkul$u,eskapulu,class__regular
hetrai,hetErtu,hetraiu,class__regular
moe,mo,mou,class__regular
abri,apri,abru,class__regular
konklui,konpilu,konkluu,class__regular
atinji,atinxu,atinju,class__regular
okulta,,okultu,class__regular
izenta,es$$tu,izentu,class__regular
limpa,lembu,limpu,class__regular
konvense,konses$u,konvensu,class__regular
heda,hegeuu,hedu,class__regular
emerji,em$sxu,emerju,class__regular
transfuji,trasusfu,transfuju,class__regular
mobilia,menguiu,mobiliu,class__regular
posui,pusu,posuu,class__regular
fuji,fuxu,fuju,class__regular
adiverti,adizitu,adivertu,class__regular
desprove,desprevu,desprovu,class__regular
konsumi,konmusu,konsumu,class__regular
distrai,der$ritu,distraiu,class__regular
akudi,akutu,akudu,class__regular
subi,supu,subu,class__regular
eleje,exexu,eleju,class__regular
influi,infilu,influu,class__regular
hemedi,hempi,hemedu,class__regular
dezagua,deskidu,dezaguu,class__regular
inkohe,enkos$u,inkohu,class__regular
tenta,tentu,tentu,class__regular
healiza,lafaru,healisu,class__regular
desidi,deskuu,desidu,class__regular
eskese,estesiu,eskesu,class__regular
imajina,amili,imajinu,class__regular
lembra,leppru,lembru,class__regular
aproveita,apireasu,aproveitu,class__regular
omiti,omitu,omitu,class__regular
ensina,ensinu,ensinu,class__regular
marka,matru,marku,class__regular
kamiNa,kamaNu,kamiNu,class__regular
friji,vis,friju,class__regular
prokura,prokuru,prokuru,class__regular
surji,sustu,surju,class__regular
konstrui,kontriuu,konstruu,class__regular
kanta,kantu,kantu,class__regular
vahe,visi,vahu,class__regular
merese,meresu,meresu,class__regular
grita,gartu,gritu,class__regular
xove,fOju,xovu,class__regular
kativa,gasasu,kativu,class__regular
viaja,vaju,viaju,class__regular
dezeja,devisu,dezeju,class__regular
pula,mOxu,pulu,class__regular
akompaNa,ek$mamu,akompaNu,class__regular
dividi,divisu,dividu,class__regular
aguarda,agistru,aguardu,class__regular
zoa,sOxu,zou,class__regular
xega,xEgu,xegu,class__regular
buli,pulu,bulu,class__regular
atende,atendu,atendu,class__regular
pasa,pasu,pasu,class__regular
ajuda,avutu,ajudu,class__regular
dansa,tastu,dansu,class__regular
enkontra,entOrtu,enkontru,class__regular
buska,gostu,busku,class__regular
inisia,insi$iu,inisiu,class__regular
enxe,enfeiu,enxu,class__regular
oferese,o$$Ersu,oferesu,class__regular
adikiri,atrigiu,adikiru,class__regular
bebe,beigu,bebu,class__regular
aprezentar,atretreatu,aprezentu,class__regular
parti,partu,partu,class__regular
parese,perasu,paresu,class__regular
soNa,sONu,soNu,class__regular
kaza,kasu,kazu,class__regular
julga,jOguu,julgu,class__regular
hi,seiu,hiu,class__regular
inklui,endilu,inkluu,class__regular
afliji,ajiju,afliju,class__regular
kontravi,kons$su,kontravu,class__regular
mohe,mohou,mohu,class__regular
sumi,sumu,sumu,class__regular
jaze,vasu,jazu,class__regular
denfende,dentesezu,defendu,class__regular
tende,tent,tendu,class__regular
sakudi,adiugu,sakudu,class__regular
aprende,atretteNu,aprendu,class__regular
kompartiLa,kompralisu,kompartiLu,class__regular
entende,entent$u,entendu,class__regular
deixa,deju,deixu,class__regular
deslingua,des$$kulu,deslinguu,class__regular
lambuza,la$$gu,lambuzu,class__regular
akontese,ekkemasu,akontesu,class__regular
pensa,pes,pensu,class__regular
fika,fE,fiku,class__regular
senta,sentu,sentu,class__regular
ezisti,esfaru,ezistu,class__regular
konta,kontu,kontu,class__regular
finji,fixu,finju,class__regular
axa,axu,axu,class__regular
aviza,avisu,avizu,class__regular
kompra,kompru,kompru,class__regular
aji,aju,aju,class__regular
asisti,asistu,asistu,class__regular
eduka,edugu,eduku,class__regular
ama,amu,amu,class__regular
akaba,agi,akabu,class__regular
diskuti,deskubu,diskutu,class__regular
entra,entru,entru,class__regular
garanti,atrritu,garantu,class__regular
preukupa,propu,preukupu,class__regular
manda,mandu,mandu,class__regular
partisipa,prasittu,partisipu,class__regular
dijeri,disixu,dijiru,class__seguir
persegi,pergiru,persigu,class__seguir
espeli,espeuu,espilu,class__seguir
servi,ses$uu,sirvu,class__seguir
preveni,prefenu,previnu,class__seguir
agredi,adittu,agridu,class__seguir
progredi,pregudru,progridu,class__seguir
inseri,insiru,insiru,class__seguir
kompeti,kompitu,kompitu,class__seguir
diverti,disfiru,divirtu,class__seguir
transgredi,tratr$tidu,transgridu,class__seguir
sujeri,su,sujiru,class__seguir
aderi,ataru,adiru,class__seguir
preferi,prefiru,prefiru,class__seguir
feri,feru,firu,class__seguir
regredi,tergutu,regridu,class__seguir
segi,segu,sigu,class__seguir
deferi,defiru,defiru,class__seguir
konsegi,kons$tu,konsigu,class__seguir
kompeli,kompitu,kompilu,class__seguir
injeri,infiru,injiru,class__seguir
konferi,konfiru,konfiru,class__seguir
vesti,vestu,vistu,class__seguir
aferi,aviru,afiru,class__seguir
preteri,preritu,pretiru,class__seguir
konverji,konvisu,konvirju,class__seguir
hepeti,heparu,hepitu,class__seguir
entrete,ententu,entreteNu,class__ter
dete,det$u,deteNu,class__ter
konte,kontu,konteNu,class__ter
obite,opetu,obiteNu,class__ter
mante,mant,manteNu,class__ter
abiste,attezi,abisteNu,class__ter
hete,hete,heteNu,class__ter
te,te,teNu,class__ter
suste,sutreu,susteNu,class__ter
ate,ateNu,ateNu,class__ter
headekua,he$$aku,headEkuu,class__testar
komesa,kom$,komEsu,class__testar
adekua,agesku,adEkuu,class__testar
seka,seku,sEku,class__testar
leva,levi,lEvu,class__testar
sega,segu,sEgu,class__testar
pega,pegu,pEgu,class__testar
kompleta,kompeliu,komplEtu,class__testar
infekita,invaitiu,infEkitu,class__testar
espresa,estrefu,esprEsu,class__testar
detesta,despreuu,detEstu,class__testar
fexa,fexu,fExu,class__testar
konversa,konf$rsu,konvErsu,class__testar
obiserva,$$$$rvu,obisErvu,class__testar
protesta,protredu,protEstu,class__testar
espera,espreiu,espEru,class__testar
testa,testu,tEstu,class__testar
entrega,ent$tru,entrEgu,class__testar
manifesta,imanvasu,manifEstu,class__testar
empresta,entrensu,emprEstu,class__testar
preve,preveNu,preveju,class__ver
interve,entrevexu,interveju,class__ver
anteve,atesfu,anteveju,class__ver
entreve,entrevexu,entreveju,class__ver
ve,ve,veju,class__ver
heve,hefoju,heveju,class__ver
dezavi,desvazu,dezaveNu,class__vir
sobrevi,sobrevu,sobreveNu,class__vir
obivi,o,obiveNu,class__vir
hevi,heveju,heveNu,class__vir
vi,vu,veNu,class__vir
adivi,adizu,adiveNu,class__vir
deskonvi,deskus,deskonveNu,class__vir
avi,avu,aveNu,class__vir
hekonvi,hekohu,hekonveNu,class__vir
konvi,konvu,konveNu,class__vir
provi,provi,proveNu,class__vir
