infinitive,predicted,target,class
kontrafaze,kontrafasu,kontrafasu,class__fazer
tohefaze,sofesisu,tohefasu,class__fazer
harefaze,sasesesu,harefasu,class__fazer
esfaze,esfasu,esfasu,class__fazer
maufaze,amuzfisu,maufasu,class__fazer
kre,kreiu,kreiu,class__ler
tresle,treeseuu,treleiu,class__ler
le,$lu,leiu,class__ler
hele,he$eu,heleiu,class__ler
deskre,dettru,deskreiu,class__ler
desmenti,desm$n,desmintu,class__mentir
konsenti,kontrenu,konsintu,class__mentir
senti,sentu,sintu,class__mentir
presenti,trensu,presintu,class__mentir
menti,mentu,mintu,class__mentir
asenti,asintu,asintu,class__mentir
hesenti,hesentu,hesintu,class__mentir
persenti,pertentu,persintu,class__mentir
entreouvi,intos$uxu,entreousu,class__none
reouvi,entuxu,reousu,class__none
pari,paru,pairu,class__none
perde,perteNu,perku,class__none
hekere,hetetu,hekEru,class__none
traze,trasu,tragu,class__none
desda,deztu,dEsdu,class__none
kabe,kapu,kaibu,class__none
da,tiu,dou,class__none
ekivale,akilfi,ekivaLu,class__none
sabe,saku,sei,class__none
idea,adiiu,ideiu,class__none
esta,estu,estou,class__none
prove,provexu,proveNu,class__none
sobresta,sosprEtu,sobrestou,class__none
kere,kreiu,kEru,class__none
entrekere,entre$etu,entrekEru,class__none
pode,podu,pOsu,class__none
estrea,estreiu,estrEiu,class__none
ouvi,o,ousu,class__none
dezimpedi,despingu,dezimpEsu,class__pedir
medi,medu,mEsu,class__pedir
despedi,deskutu,despEsu,class__pedir
impedi,empitu,impEsu,class__pedir
pedi,pEku,pEsu,class__pedir
espedi,espitu,espEsu,class__pedir
desmedi,denkunu,desmEsu,class__pedir
predispo,pret$idu,predispoNu,class__por
indispo,intub$u,indispoNu,class__por
dezapo,despeuu,dezapoNu,class__por
kompo,kompu,kompoNu,class__por
po,tou,poNu,class__por
kontrapo,kontra$u,kontrapoNu,class__por
pospo,ponbu,pospoNu,class__por
dispo,dizpu,dispoNu,class__por
despo,detpu,despoNu,class__por
transpo,trapriu,transpoNu,class__por
espo,esku,espoNu,class__por
interpo,entrepu,interpoNu,class__por
hedispo,het$$$u,hedispoNu,class__por
antepo,atremu,antepoNu,class__por
deskompo,despomtu,deskompoNu,class__por
justapo,subir,justapoNu,class__por
trespo,trem$u,trespoNu,class__por
dekompo,gompunu,dekompoNu,class__por
supo,supu,supoNu,class__por
presupo,pretu,presupoNu,class__por
hekompo,hepombu,hekompoNu,class__por
entrepo,entrepu,entrepoNu,class__por
prosupo,pro$utu,prosupoNu,class__por
propo,propu,propoNu,class__por
depo,depu,depoNu,class__por
impo,empu,impoNu,class__por
superpo,,superpoNu,class__por
sofre,sos$,sofru,class__regular
disouve,dof$usu,disouvu,class__regular
kohiji,kosiju,kohiju,class__regular
envouve,enovusu,envouvu,class__regular
mexe,mexu,mexu,class__regular
kompraze,konprasu,komprazu,class__regular
presiza,trefasu,presizu,class__regular
analiza,atilasu,analisu,class__regular
eriji,entuu,eriju,class__regular
hompe,hempu,hompu,class__regular
konvida,konvitu,konvidu,class__regular
planta,buntri,plantu,class__regular
levanta,lE$dri,levantu,class__regular
fala,fauu,falu,class__regular
anda,atu,andu,class__regular
kumpri,kumtru,kumpru,class__regular
konjuga,konvugu,konjugu,class__regular
xama,xamu,xamu,class__regular
murxa,mus$u,murxu,class__regular
eskreve,ettrevu,eskrevu,class__regular
kontinua,kontinuu,kontinuu,class__regular
krese,kreau,kresu,class__regular
ezerse,estesu,ezersu,class__regular
liga,ligu,ligu,class__regular
brinka,prittu,brinku,class__regular
trabaLa,praatu,trabaLu,class__regular
subimete,,subimetu,class__regular
hespeita,hetenkuu,hespeitu,class__regular
vende,fendu,vendu,class__regular
sede,sedeNu,sedu,class__regular
agradese,agartriu,agradesu,class__regular
koNese,konfeiu,koNesu,class__regular
voa,zu,vou,class__regular
nada,tEnu,nadu,class__regular
para,paru,paru,class__regular
kome,koNu,komu,class__regular
permiti,permitu,permitu,class__regular
lava,xaju,lavu,class__regular
dese,deseNu,desu,class__regular
beija,bixu,beiju,class__regular
kohe,kosu,kohu,class__regular
permanese,pentensu,permanesu,class__regular
uza,$uu,uzu,class__regular
esklui,eskulu,eskluu,class__regular
kompreende,komprestu,kompreendu,class__regular
dezisti,desizu,dezistu,class__regular
aparese,agraasu,aparesu,class__regular
envia,esxu,enviu,class__regular
kai,kaiu,kaiu,class__regular
imprimi,impripu,imprimu,class__regular
imerji,emiz$u,imerju,class__regular
subimerji,subili,subimerju,class__regular
benze,penzi,benzu,class__regular
gaNa,gaaNu,gaNu,class__regular
aseita,asentu,aseitu,class__regular
konfuji,konvuju,konfuju,class__regular
segura,seguru,seguru,class__regular
suspende,suprenezu,suspendu,class__regular
junta,zumtu,juntu,class__regular
kohompe,kohempu,kohompu,class__regular
atrai,atre,atraiu,class__regular
kultiva,ko,kultivu,class__regular
eskuta,eskutu,eskutu,class__regular
mata,manu,matu,class__regular
paga,padu,pagu,class__regular
sai,saiu,saiu,class__regular
bate,bare,batu,class__regular
eskoLe,esko,eskoLu,class__regular
asende,anesto,asendu,class__regular
esvai,esfi,esvaiu,class__regular
destrui,destruu,destruu,class__regular
dormi,tuntu,durmu,class__regular
okohe,ooto,okohu,class__regular
diriji,disitu,diriju,class__regular
muda,mudu,mudu,class__regular
esprimi,int$imu,esprimu,class__regular
farta,fartu,fartu,class__regular
trai,tri,traiu,class__regular
mingua,manugu,minguu,class__regular
desmobilia,desupipiuu,desmobiliu,class__regular
sohi,sohu,sohiu,class__regular
perverte,persesku,pervertu,class__regular
preklui,pri$upu,prekluu,class__regular
kontrai,kontra,kontraiu,class__regular
estingi,est$$ku,estingu,class__regular
desprekave,deskrefanu,desprekavu,class__regular
televe,kesevixu,televu,class__regular
entupi,entupu,entupu,class__regular
deskalsa,deskrixu,deskalsu,class__regular
gasta,gar$,gastu,class__regular
finda,fintu,findu,class__regular
kuspi,kunsu,kuspu,class__regular
pretende,pretendu,pretendu,class__regular
deve,deveju,devu,class__regular
enkamiNa,anpimau,enkamiNu,class__regular
atribui,atr$puu,atribuu,class__regular
estuda,estutu,istudu,class__regular
sauva,sisiu,sauvu,class__regular
prende,prentu,prendu,class__regular
espulsa,espul$u,espulsu,class__regular
hevolve,hefoxu,hevolvu,class__regular
enxuga,enjuku,enxugu,class__regular
despoli,despulu,despolu,class__regular
eskapuli,etkali,eskapulu,class__regular
hetrai,hetEriu,hetraiu,class__regular
moe,moNu,mou,class__regular
abri,abriu,abru,class__regular
konklui,konkulu,konkluu,class__regular
atinji,atis,atinju,class__regular
okulta,okultu,okultu,class__regular
izenta,is$atu,izentu,class__regular
limpa,limbu,limpu,class__regular
konvense,konfansu,konvensu,class__regular
heda,hedi,hedu,class__regular
emerji,en$$$u,emerju,class__regular
transfuji,trasissu,transfuju,class__regular
mobilia,meubixu,mobiliu,class__regular
posui,pusu,posuu,class__regular
fuji,fuxu,fuju,class__regular
adiverti,adisir,adivertu,class__regular
desprove,desp$s$u,desprovu,class__regular
konsumi,kontu,konsumu,class__regular
distrai,distanu,distraiu,class__regular
akudi,akudu,akudu,class__regular
subi,subu,subu,class__regular
eleje,eleju,eleju,class__regular
influi,$$ixuu,influu,class__regular
hemedi,hemitu,hemedu,class__regular
dezagua,deskaju,dezaguu,class__regular
inkohe,enkufu,inkohu,class__regular
tenta,tentu,tentu,class__regular
healiza,ha$azu,healisu,class__regular
desidi,desidu,desidu,class__regular
eskese,eskesu,eskesu,class__regular
imajina,inxapu,imajinu,class__regular
lembra,limpru,lembru,class__regular
aproveita,aprefutu,aproveitu,class__regular
omiti,empinu,omitu,class__regular
ensina,entinu,ensinu,class__regular
marka,mattiu,marku,class__regular
kamiNa,akim,kamiNu,class__regular
friji,sisu,friju,class__regular
prokura,protutu,prokuru,class__regular
surji,sustu,surju,class__regular
konstrui,kontriuu,konstruu,class__regular
kanta,kantu,kantu,class__regular
vahe,vasu,vahu,class__regular
merese,meresu,meresu,class__regular
grita,gariu,gritu,class__regular
xove,fOju,xovu,class__regular
kativa,ka$su,kativu,class__regular
viaja,vaju,viaju,class__regular
dezeja,devizu,dezeju,class__regular
pula,puuu,pulu,class__regular
akompaNa,ekp$miNu,akompaNu,class__regular
dividi,dividu,dividu,class__regular
aguarda,agastu,aguardu,class__regular
zoa,suu,zou,class__regular
xega,xOgu,xegu,class__regular
buli,bulu,bulu,class__regular
atende,atendu,atendu,class__regular
pasa,pasu,pasu,class__regular
ajuda,ajudu,ajudu,class__regular
dansa,tastu,dansu,class__regular
enkontra,enkOrtu,enkontru,class__regular
buska,gustu,busku,class__regular
inisia,insiauu,inisiu,class__regular
enxe,ensou,enxu,class__regular
oferese,espesi,oferesu,class__regular
adikiri,agiriu,adikiru,class__regular
bebe,peibu,bebu,class__regular
aprezentar,atrebesetu,aprezentu,class__regular
parti,partu,partu,class__regular
parese,parisu,paresu,class__regular
soNa,soNu,soNu,class__regular
kaza,kaxu,kazu,class__regular
julga,juju,julgu,class__regular
hi,$exu,hiu,class__regular
inklui,inkulu,inkluu,class__regular
afliji,asiji,afliju,class__regular
kontravi,kontraju,kontravu,class__regular
mohe,mohu,mohu,class__regular
sumi,sumu,sumu,class__regular
jaze,fazu,jazu,class__regular
denfende,desmas$,defendu,class__regular
tende,tent,tendu,class__regular
sakudi,$ittuu,sakudu,class__regular
aprende,atrepinu,aprendu,class__regular
kompartiLa,komprapinu,kompartiLu,class__regular
entende,entendu,entendu,class__regular
deixa,daiu,deixu,class__regular
deslingua,dezigulu,deslinguu,class__regular
lambuza,lib$su,lambuzu,class__regular
akontese,ek$$senu,akontesu,class__regular
pensa,pensu,pensu,class__regular
fika,fiu,fiku,class__regular
senta,sentu,sentu,class__regular
ezisti,eskasu,ezistu,class__regular
konta,kontu,kontu,class__regular
finji,hi$ju,finju,class__regular
axa,axu,axu,class__regular
aviza,avizu,avizu,class__regular
kompra,kompru,kompru,class__regular
aji,aju,aju,class__regular
asisti,astiru,asistu,class__regular
eduka,edubu,eduku,class__regular
ama,amu,amu,class__regular
akaba,abipu,akabu,class__regular
diskuti,diskutu,diskutu,class__regular
entra,entru,entru,class__regular
garanti,kartinu,garantu,class__regular
preukupa,p$$$utu,preukupu,class__regular
manda,mandu,mandu,class__regular
partisipa,partasiru,partisipu,class__regular
dijeri,dixiru,dijiru,class__seguir
persegi,pergu,persigu,class__seguir
espeli,espelu,espilu,class__seguir
servi,sessu,sirvu,class__seguir
preveni,prefesu,previnu,class__seguir
agredi,agardu,agridu,class__seguir
progredi,portudtu,progridu,class__seguir
inseri,insiru,insiru,class__seguir
kompeti,kompriu,kompitu,class__seguir
diverti,disizu,divirtu,class__seguir
transgredi,trant$$idu,transgridu,class__seguir
sujeri,si$$u,sujiru,class__seguir
aderi,adiru,adiru,class__seguir
preferi,presisu,prefiru,class__seguir
feri,fEru,firu,class__seguir
regredi,terkudu,regridu,class__seguir
segi,sigu,sigu,class__seguir
deferi,defiru,defiru,class__seguir
konsegi,konskuu,konsigu,class__seguir
kompeli,kompilu,kompilu,class__seguir
injeri,infiru,injiru,class__seguir
konferi,konfiru,konfiru,class__seguir
vesti,vEstu,vistu,class__seguir
aferi,asiru,afiru,class__seguir
preteri,pretiru,pretiru,class__seguir
konverji,konvisu,konvirju,class__seguir
hepeti,heppiu,hepitu,class__seguir
entrete,entrenu,entreteNu,class__ter
dete,detu,deteNu,class__ter
konte,kontu,konteNu,class__ter
obite,pobu,obiteNu,class__ter
mante,mantu,manteNu,class__ter
abiste,agistu,abisteNu,class__ter
hete,hepenu,heteNu,class__ter
te,teeu,teNu,class__ter
suste,sunt$u,susteNu,class__ter
ate,ateNu,ateNu,class__ter
headekua,heteki$u,headEkuu,class__testar
komesa,kom$,komEsu,class__testar
adekua,agittu,adEkuu,class__testar
seka,seku,sEku,class__testar
leva,levu,lEvu,class__testar
sega,segu,sEgu,class__testar
pega,kOku,pEgu,class__testar
kompleta,kompEttu,komplEtu,class__testar
infekita,infaitu,infEkitu,class__testar
espresa,eskresu,esprEsu,class__testar
detesta,despetu,detEstu,class__testar
fexa,fexu,fExu,class__testar
konversa,konss$$u,konvErsu,class__testar
obiserva,$kufassu,obisErvu,class__testar
protesta,pretestu,protEstu,class__testar
espera,espriu,espEru,class__testar
testa,testu,tEstu,class__testar
entrega,entreku,entrEgu,class__testar
manifesta,amirefasu,manifEstu,class__testar
empresta,menpErdu,emprEstu,class__testar
preve,prevu,preveju,class__ver
interve,entrevixu,interveju,class__ver
anteve,ateszu,anteveju,class__ver
entreve,entrevi,entreveju,class__ver
ve,vei,veju,class__ver
heve,hefeju,heveju,class__ver
dezavi,desivu,dezaveNu,class__vir
sobrevi,sobrevu,sobreveNu,class__vir
obivi,,obiveNu,class__vir
hevi,hevixu,heveNu,class__vir
vi,vu,veNu,class__vir
adivi,adizu,adiveNu,class__vir
deskonvi,deskosfu,deskonveNu,class__vir
avi,avu,aveNu,class__vir
hekonvi,hetoxu,hekonveNu,class__vir
konvi,konvu,konveNu,class__vir
provi,provu,proveNu,class__vir
