infinitive,predicted,target,class
harefaze,sesas$xu,harefasu,class__fazer
esfaze,esfasu,esfasu,class__fazer
maufaze,amivasu,maufasu,class__fazer
kre,k,kreiu,class__ler
tresle,trenfeu,treleiu,class__ler
le,$li,leiu,class__ler
hele,he$exu,heleiu,class__ler
deskre,destru,deskreiu,class__ler
desmenti,despen,desmintu,class__mentir
konsenti,konstinu,konsintu,class__mentir
senti,sentu,sintu,class__mentir
presenti,prentinu,presintu,class__mentir
menti,mentu,mintu,class__mentir
asenti,asintu,asintu,class__mentir
hesenti,henetu,hesintu,class__mentir
persenti,prenstu,persintu,class__mentir
entreouvi,intre$iju,entreousu,class__none
reouvi,en$uu,reousu,class__none
pari,paru,pairu,class__none
perde,perte,perku,class__none
hekere,hepEru,hekEru,class__none
traze,trasu,tragu,class__none
desda,desgu,dEsdu,class__none
kabe,kaku,kaibu,class__none
da,tE,dou,class__none
ekivale,agoxasu,ekivaLu,class__none
sabe,satu,sei,class__none
idea,adeiu,ideiu,class__none
esta,estu,estou,class__none
prove,prevu,proveNu,class__none
sobresta,suttentu,sobrestou,class__none
kere,kenu,kEru,class__none
entrekere,entrentiu,entrekEru,class__none
pode,podu,pOsu,class__none
estrea,estre$u,estrEiu,class__none
ouvi,o$uvu,ousu,class__none
dezimpedi,despemgu,dezimpEsu,class__pedir
medi,medu,mEsu,class__pedir
despedi,despriu,despEsu,class__pedir
impedi,mampu,impEsu,class__pedir
pedi,petu,pEsu,class__pedir
espedi,eskutu,espEsu,class__pedir
desmedi,despinu,desmEsu,class__pedir
predispo,pret$ttu,predispoNu,class__por
indispo,ink$ndu,indispoNu,class__por
dezapo,de$pinu,dezapoNu,class__por
kompo,kompu,kompoNu,class__por
po,pOu,poNu,class__por
kontrapo,kontr$iu,kontrapoNu,class__por
pospo,pospu,pospoNu,class__por
dispo,dispu,dispoNu,class__por
despo,desu,despoNu,class__por
transpo,trantu,transpoNu,class__por
espo,enou,espoNu,class__por
interpo,intento,interpoNu,class__por
hedispo,hetteuu,hedispoNu,class__por
antepo,antenpu,antepoNu,class__por
deskompo,despumtu,deskompoNu,class__por
justapo,suziku,justapoNu,class__por
trespo,trenku,trespoNu,class__por
dekompo,kompu,dekompoNu,class__por
supo,sumu,supoNu,class__por
presupo,pro$utu,presupoNu,class__por
hekompo,hepopu,hekompoNu,class__por
entrepo,entrepu,entrepoNu,class__por
prosupo,promutu,prosupoNu,class__por
propo,propu,propoNu,class__por
depo,de$pu,depoNu,class__por
impo,menku,impoNu,class__por
superpo,,superpoNu,class__por
sofre,sossu,sofru,class__regular
disouve,dus$usu,disouvu,class__regular
kohiji,kosfiu,kohiju,class__regular
envouve,espusfu,envouvu,class__regular
mexe,mexi,mexu,class__regular
kompraze,komprasu,komprazu,class__regular
presiza,presisu,presizu,class__regular
analiza,anajinu,analisu,class__regular
eriji,ensu,eriju,class__regular
hompe,hempu,hompu,class__regular
konvida,konviru,konvidu,class__regular
planta,p,plantu,class__regular
levanta,lEstru,levantu,class__regular
fala,falu,falu,class__regular
anda,attu,andu,class__regular
kumpri,kumttu,kumpru,class__regular
konjuga,konvugu,konjugu,class__regular
xama,xamu,xamu,class__regular
murxa,mustu,murxu,class__regular
eskreve,estreviju,eskrevu,class__regular
kontinua,kontriuu,kontinuu,class__regular
krese,tretu,kresu,class__regular
ezerse,estesu,ezersu,class__regular
liga,ligu,ligu,class__regular
brinka,pritu,brinku,class__regular
trabaLa,tra$$,trabaLu,class__regular
subimete,tompitii,subimetu,class__regular
hespeita,hetEriiu,hespeitu,class__regular
vende,vestu,vendu,class__regular
sede,setu,sedu,class__regular
agradese,adastriu,agradesu,class__regular
koNese,konesu,koNesu,class__regular
voa,sOu,vou,class__regular
nada,natu,nadu,class__regular
para,painu,paru,class__regular
kome,koNu,komu,class__regular
permiti,per$inu,permitu,class__regular
lava,laju,lavu,class__regular
dese,deseu,desu,class__regular
beija,baxu,beiju,class__regular
kohe,kosu,kohu,class__regular
permanese,pentensu,permanesu,class__regular
uza,$uzu,uzu,class__regular
esklui,eskulu,eskluu,class__regular
kompreende,kompErtenu,kompreendu,class__regular
dezisti,desittu,dezistu,class__regular
aparese,apra$esu,aparesu,class__regular
envia,enfuu,enviu,class__regular
kai,kaiu,kaiu,class__regular
imprimi,impremu,imprimu,class__regular
imerji,amirju,imerju,class__regular
subimerji,du,subimerju,class__regular
benze,benzu,benzu,class__regular
gaNa,kaNu,gaNu,class__regular
aseita,atisi,aseitu,class__regular
konfuji,konfusu,konfuju,class__regular
segura,sidOku,seguru,class__regular
suspende,sutrefatu,suspendu,class__regular
junta,sumdu,juntu,class__regular
kohompe,kom$$,kohompu,class__regular
atrai,atreiu,atraiu,class__regular
kultiva,kumjiru,kultivu,class__regular
eskuta,eskutu,eskutu,class__regular
mata,manu,matu,class__regular
paga,pagu,pagu,class__regular
sai,saiu,saiu,class__regular
bate,bateNu,batu,class__regular
eskoLe,eskO,eskoLu,class__regular
asende,ansedu,asendu,class__regular
esvai,esfi,esvaiu,class__regular
destrui,distruu,destruu,class__regular
dormi,tOrtu,durmu,class__regular
okohe,opos$,okohu,class__regular
diriji,dis$uu,diriju,class__regular
muda,mudu,mudu,class__regular
esprimi,intEtu,esprimu,class__regular
farta,sirpi,fartu,class__regular
trai,traiu,traiu,class__regular
mingua,matu,minguu,class__regular
desmobilia,tenpilisuu,desmobiliu,class__regular
sohi,suxu,sohiu,class__regular
perverte,perverti,pervertu,class__regular
preklui,pre$kuu,prekluu,class__regular
kontrai,kontraiu,kontraiu,class__regular
estingi,sittitu,estingu,class__regular
desprekave,deskreazu,desprekavu,class__regular
televe,koheji,televu,class__regular
entupi,enkumu,entupu,class__regular
deskalsa,despasu,deskalsu,class__regular
gasta,gastu,gastu,class__regular
finda,sinbu,findu,class__regular
kuspi,kuntu,kuspu,class__regular
pretende,pertesti,pretendu,class__regular
deve,deveju,devu,class__regular
enkamiNa,enk$Anu,enkamiNu,class__regular
atribui,atremuu,atribuu,class__regular
estuda,estutu,istudu,class__regular
sauva,sisu,sauvu,class__regular
prende,prentu,prendu,class__regular
espulsa,envupru,espulsu,class__regular
hevolve,hefov,hevolvu,class__regular
enxuga,enjuku,enxugu,class__regular
despoli,teskulu,despolu,class__regular
eskapuli,etkli,eskapulu,class__regular
hetrai,hereti,hetraiu,class__regular
moe,peNu,mou,class__regular
abri,abiru,abru,class__regular
konklui,konkulu,konkluu,class__regular
atinji,atis,atinju,class__regular
okulta,oku,okultu,class__regular
izenta,inzitu,izentu,class__regular
limpa,limbu,limpu,class__regular
konvense,konfassu,konvensu,class__regular
heda,heti,hedu,class__regular
emerji,en$$,emerju,class__regular
transfuji,trasussu,transfuju,class__regular
mobilia,pinpilu,mobiliu,class__regular
posui,pusu,posuu,class__regular
fuji,fuxu,fuju,class__regular
adiverti,adiz$riu,adivertu,class__regular
desprove,deskustu,desprovu,class__regular
konsumi,konsu,konsumu,class__regular
distrai,dirtasu,distraiu,class__regular
akudi,agudu,akudu,class__regular
subi,subu,subu,class__regular
eleje,e$lexu,eleju,class__regular
influi,inxulu,influu,class__regular
hemedi,hemidu,hemedu,class__regular
dezagua,deskizu,dezaguu,class__regular
inkohe,enbu,inkohu,class__regular
tenta,tentu,tentu,class__regular
healiza,axalisu,healisu,class__regular
desidi,desidu,desidu,class__regular
eskese,espesu,eskesu,class__regular
imajina,amilisu,imajinu,class__regular
lembra,lembru,lembru,class__regular
aproveita,apre$$u,aproveitu,class__regular
omiti,imitu,omitu,class__regular
ensina,ensenu,ensinu,class__regular
marka,marku,marku,class__regular
kamiNa,kamimu,kamiNu,class__regular
friji,sus$u,friju,class__regular
prokura,pretutu,prokuru,class__regular
surji,sustu,surju,class__regular
konstrui,konsru,konstruu,class__regular
kanta,karinu,kantu,class__regular
vahe,vese,vahu,class__regular
merese,mes$,meresu,class__regular
grita,kraku,gritu,class__regular
xove,fOxu,xovu,class__regular
kativa,kasku,kativu,class__regular
viaja,vaju,viaju,class__regular
dezeja,devizu,dezeju,class__regular
pula,pulu,pulu,class__regular
akompaNa,emupm,akompaNu,class__regular
dividi,dividu,dividu,class__regular
aguarda,akOrdu,aguardu,class__regular
zoa,su,zou,class__regular
xega,xEgu,xegu,class__regular
buli,bulu,bulu,class__regular
atende,atendu,atendu,class__regular
pasa,pasu,pasu,class__regular
ajuda,asuju,ajudu,class__regular
dansa,destu,dansu,class__regular
enkontra,enkretinu,enkontru,class__regular
buska,busku,busku,class__regular
inisia,inisiiu,inisiu,class__regular
enxe,enesu,enxu,class__regular
oferese,espersu,oferesu,class__regular
adikiri,atirigu,adikiru,class__regular
bebe,beibu,bebu,class__regular
aprezentar,atrreteezu,aprezentu,class__regular
parti,partu,partu,class__regular
parese,paresu,paresu,class__regular
soNa,soNu,soNu,class__regular
kaza,kasu,kazu,class__regular
julga,jubu,julgu,class__regular
hi,fexu,hiu,class__regular
inklui,atul$u,inkluu,class__regular
afliji,$ajiju,afliju,class__regular
kontravi,kontravu,kontravu,class__regular
mohe,mohou,mohu,class__regular
sumi,sumu,sumu,class__regular
jaze,jasu,jazu,class__regular
denfende,dentefinu,defendu,class__regular
tende,tendu,tendu,class__regular
sakudi,$itutu,sakudu,class__regular
aprende,akr3dinu,aprendu,class__regular
kompartiLa,kompraeku,kompartiLu,class__regular
entende,entendu,entendu,class__regular
deixa,deiu,deixu,class__regular
deslingua,disu$$itu,deslinguu,class__regular
lambuza,limbru,lambuzu,class__regular
akontese,ekengezu,akontesu,class__regular
pensa,pesesu,pensu,class__regular
fika,fEku,fiku,class__regular
senta,sentu,sentu,class__regular
ezisti,izestu,ezistu,class__regular
konta,kontu,kontu,class__regular
finji,sixu,finju,class__regular
axa,axu,axu,class__regular
aviza,avisu,avizu,class__regular
kompra,kompru,kompru,class__regular
aji,aju,aju,class__regular
asisti,asistu,asistu,class__regular
eduka,egutu,eduku,class__regular
ama,amu,amu,class__regular
akaba,apEtu,akabu,class__regular
diskuti,duspitu,diskutu,class__regular
entra,entreu,entru,class__regular
garanti,partinu,garantu,class__regular
preukupa,proputuu,preukupu,class__regular
manda,mantu,mandu,class__regular
partisipa,pretasu,partisipu,class__regular
dijeri,difiru,dijiru,class__seguir
persegi,pre$udu,persigu,class__seguir
espeli,espilu,espilu,class__seguir
servi,sesfu,sirvu,class__seguir
preveni,prefesu,previnu,class__seguir
agredi,atr$,agridu,class__seguir
progredi,progurtu,progridu,class__seguir
inseri,insitu,insiru,class__seguir
kompeti,kompitu,kompitu,class__seguir
diverti,divartu,divirtu,class__seguir
transgredi,tratradtu,transgridu,class__seguir
sujeri,suspu,sujiru,class__seguir
aderi,aderu,adiru,class__seguir
preferi,presisu,prefiru,class__seguir
feri,fEru,firu,class__seguir
regredi,$tr$du,regridu,class__seguir
segi,segu,sigu,class__seguir
deferi,defiru,defiru,class__seguir
konsegi,konsidu,konsigu,class__seguir
kompeli,kompliu,kompilu,class__seguir
injeri,infitu,injiru,class__seguir
konferi,konfiru,konfiru,class__seguir
vesti,vEstu,vistu,class__seguir
aferi,a$isu,afiru,class__seguir
preteri,pretiru,pretiru,class__seguir
konverji,konvizu,konvirju,class__seguir
hepeti,hepitu,hepitu,class__seguir
entrete,entrenu,entreteNu,class__ter
dete,deti,deteNu,class__ter
konte,kontu,konteNu,class__ter
obite,opudu,obiteNu,class__ter
mante,mant,manteNu,class__ter
abiste,apisezu,abisteNu,class__ter
hete,hete,heteNu,class__ter
te,teeu,teNu,class__ter
suste,sustu,susteNu,class__ter
ate,ateNu,ateNu,class__ter
headekua,hetekuu,headEkuu,class__testar
komesa,kompu,komEsu,class__testar
adekua,agesu,adEkuu,class__testar
seka,seku,sEku,class__testar
leva,levu,lEvu,class__testar
sega,segu,sEgu,class__testar
pega,peku,pEgu,class__testar
kompleta,kompiliu,komplEtu,class__testar
infekita,in$$$$u,infEkitu,class__testar
espresa,eskre$u,esprEsu,class__testar
detesta,desettu,detEstu,class__testar
fexa,fexu,fExu,class__testar
konversa,konfarsu,konvErsu,class__testar
obiserva,poskissu,obisErvu,class__testar
protesta,pretesu,protEstu,class__testar
espera,espriu,espEru,class__testar
testa,testu,tEstu,class__testar
entrega,entrupu,entrEgu,class__testar
manifesta,an$ezesu,manifEstu,class__testar
empresta,$$ntridu,emprEstu,class__testar
preve,previ,preveju,class__ver
interve,intesfe,interveju,class__ver
anteve,atesuzu,anteveju,class__ver
entreve,entreveju,entreveju,class__ver
ve,jeu,veju,class__ver
heve,hevexu,heveju,class__ver
dezavi,defazu,dezaveNu,class__vir
sobrevi,sobrevu,sobreveNu,class__vir
obivi,ouvu,obiveNu,class__vir
hevi,heviju,heveNu,class__vir
vi,su,veNu,class__vir
adivi,adivu,adiveNu,class__vir
deskonvi,deskuzu,deskonveNu,class__vir
avi,azu,aveNu,class__vir
hekonvi,hekOsu,hekonveNu,class__vir
konvi,konvu,konveNu,class__vir
provi,provu,proveNu,class__vir
