infinitive,predicted,target,class
pode,po,pOsu,class__none
estrea,estreiu,estrEiu,class__none
ouvi,osuu,ousu,class__none
dezimpedi,desek$$tu,dezimpEsu,class__pedir
medi,medu,mEsu,class__pedir
despedi,deskatu,despEsu,class__pedir
impedi,impidu,impEsu,class__pedir
pedi,peNu,pEsu,class__pedir
espedi,espitu,espEsu,class__pedir
desmedi,deskutu,desmEsu,class__pedir
predispo,predesku,predispoNu,class__por
indispo,intendu,indispoNu,class__por
dezapo,dezedu,dezapoNu,class__por
kompo,kompu,kompoNu,class__por
po,pOeu,poNu,class__por
kontrapo,kontra$u,kontrapoNu,class__por
pospo,pompu,pospoNu,class__por
dispo,desu,dispoNu,class__por
despo,desu,despoNu,class__por
transpo,trantu,transpoNu,class__por
espo,enou,espoNu,class__por
interpo,intenpu,interpoNu,class__por
hedispo,heto,hedispoNu,class__por
antepo,amtemu,antepoNu,class__por
deskompo,despupru,deskompoNu,class__por
justapo,zup$$$u,justapoNu,class__por
trespo,trenu,trespoNu,class__por
dekompo,tengupu,dekompoNu,class__por
supo,sumtu,supoNu,class__por
presupo,pre$utu,presupoNu,class__por
hekompo,hepup,hekompoNu,class__por
entrepo,entrepu,entrepoNu,class__por
prosupo,proputu,prosupoNu,class__por
propo,propu,propoNu,class__por
depo,depu,depoNu,class__por
impo,$ipu,impoNu,class__por
superpo,hepurpu,superpoNu,class__por
sofre,sof$,sofru,class__regular
disouve,desu,disouvu,class__regular
kohiji,koxiju,kohiju,class__regular
envouve,envuf,envouvu,class__regular
mexe,mesu,mexu,class__regular
kompraze,komprasu,komprazu,class__regular
presiza,prasisu,presizu,class__regular
analiza,amajisu,analisu,class__regular
eriji,es$u,eriju,class__regular
hompe,homenu,hompu,class__regular
konvida,konvitu,konvidu,class__regular
planta,pErt$u,plantu,class__regular
levanta,xastru,levantu,class__regular
fala,faiu,falu,class__regular
anda,atru,andu,class__regular
kumpri,kumtru,kumpru,class__regular
konjuga,konvugu,konjugu,class__regular
xama,xamu,xamu,class__regular
murxa,mursu,murxu,class__regular
eskreve,ettesvu,eskrevu,class__regular
kontinua,kontenu,kontinuu,class__regular
krese,tresu,kresu,class__regular
ezerse,essesu,ezersu,class__regular
liga,liuu,ligu,class__regular
brinka,pritu,brinku,class__regular
trabaLa,praatu,trabaLu,class__regular
subimete,mudeiteiu,subimetu,class__regular
hespeita,heperetu,hespeitu,class__regular
vende,vindu,vendu,class__regular
sede,seedu,sedu,class__regular
agradese,adatasu,agradesu,class__regular
koNese,koneiu,koNesu,class__regular
voa,su,vou,class__regular
nada,nenu,nadu,class__regular
para,paiu,paru,class__regular
kome,poNu,komu,class__regular
permiti,permitu,permitu,class__regular
lava,lavu,lavu,class__regular
dese,deseNu,desu,class__regular
beija,deiju,beiju,class__regular
kohe,kohu,kohu,class__regular
permanese,pannes$,permanesu,class__regular
uza,su,uzu,class__regular
esklui,eskulu,eskluu,class__regular
kompreende,kompentreNu,kompreendu,class__regular
dezisti,des$tru,dezistu,class__regular
aparese,apreasu,aparesu,class__regular
envia,esfu,enviu,class__regular
kai,kai,kaiu,class__regular
imprimi,inp$mmu,imprimu,class__regular
imerji,em$r$xu,imerju,class__regular
subimerji,tumtriiju,subimerju,class__regular
benze,perso,benzu,class__regular
gaNa,kamu,gaNu,class__regular
aseita,asatiu,aseitu,class__regular
konfuji,konfuju,konfuju,class__regular
segura,satudu,seguru,class__regular
suspende,suprestu,suspendu,class__regular
junta,sumt,juntu,class__regular
kohompe,komp$$u,kohompu,class__regular
atrai,atreiu,atraiu,class__regular
kultiva,kuntivu,kultivu,class__regular
eskuta,eskutu,eskutu,class__regular
mata,mat,matu,class__regular
paga,pagu,pagu,class__regular
sai,sei,saiu,class__regular
bate,bateNu,batu,class__regular
eskoLe,eskO,eskoLu,class__regular
asende,asertu,asendu,class__regular
esvai,esfauu,esvaiu,class__regular
destrui,destruu,destruu,class__regular
dormi,tonpu,durmu,class__regular
okohe,oko,okohu,class__regular
diriji,disiru,diriju,class__regular
muda,mutu,mudu,class__regular
esprimi,ent$$,esprimu,class__regular
farta,sartu,fartu,class__regular
trai,tartu,traiu,class__regular
mingua,minkupu,minguu,class__regular
desmobilia,despeli$uu,desmobiliu,class__regular
sohi,sosu,sohiu,class__regular
perverte,perteferu,pervertu,class__regular
preklui,preku,prekluu,class__regular
kontrai,kontraiu,kontraiu,class__regular
estingi,estiduu,estingu,class__regular
desprekave,desprevetu,desprekavu,class__regular
televe,$edevi,televu,class__regular
entupi,entubu,entupu,class__regular
deskalsa,desk$asu,deskalsu,class__regular
gasta,gast$u,gastu,class__regular
finda,sindu,findu,class__regular
kuspi,kundu,kuspu,class__regular
pretende,pertentu,pretendu,class__regular
deve,devexu,devu,class__regular
enkamiNa,enkiminu,enkamiNu,class__regular
atribui,atrituu,atribuu,class__regular
estuda,estutu,istudu,class__regular
sauva,sefisu,sauvu,class__regular
prende,prentu,prendu,class__regular
espulsa,$,espulsu,class__regular
hevolve,hevexuxu,hevolvu,class__regular
enxuga,enju,enxugu,class__regular
despoli,despulu,despolu,class__regular
eskapuli,eskimu,eskapulu,class__regular
hetrai,setreiu,hetraiu,class__regular
moe,mo,mou,class__regular
abri,atriu,abru,class__regular
konklui,kom$utu,konkluu,class__regular
atinji,anizu,atinju,class__regular
okulta,$o,okultu,class__regular
izenta,is$anu,izentu,class__regular
limpa,limpu,limpu,class__regular
konvense,konteseNu,konvensu,class__regular
heda,hedi,hedu,class__regular
emerji,en$$$u,emerju,class__regular
transfuji,trasisxu,transfuju,class__regular
mobilia,mo,mobiliu,class__regular
posui,pusu,posuu,class__regular
fuji,fusu,fuju,class__regular
adiverti,izitta,adivertu,class__regular
desprove,despes$,desprovu,class__regular
konsumi,kontu,konsumu,class__regular
distrai,destritu,distraiu,class__regular
akudi,akutu,akudu,class__regular
subi,supu,subu,class__regular
eleje,exalu,eleju,class__regular
influi,infiru,influu,class__regular
hemedi,hemitu,hemedu,class__regular
dezagua,desku,dezaguu,class__regular
inkohe,etunsu,inkohu,class__regular
tenta,tentu,tentu,class__regular
healiza,he$axu,healisu,class__regular
desidi,desitu,desidu,class__regular
eskese,eskesu,eskesu,class__regular
imajina,iminxu,imajinu,class__regular
lembra,lempru,lembru,class__regular
aproveita,aprefinu,aproveitu,class__regular
omiti,emutu,omitu,class__regular
ensina,ensinu,ensinu,class__regular
marka,mattu,marku,class__regular
kamiNa,kamiNu,kamiNu,class__regular
friji,fisu,friju,class__regular
prokura,pro$tu,prokuru,class__regular
surji,sustu,surju,class__regular
konstrui,kontritu,konstruu,class__regular
kanta,kantu,kantu,class__regular
vahe,vasu,vahu,class__regular
merese,meresu,meresu,class__regular
grita,dragu,gritu,class__regular
xove,foju,xovu,class__regular
kativa,karaju,kativu,class__regular
viaja,vaxu,viaju,class__regular
dezeja,devizu,dezeju,class__regular
pula,pulu,pulu,class__regular
akompaNa,apumtu,akompaNu,class__regular
dividi,divitu,dividu,class__regular
aguarda,agurtu,aguardu,class__regular
zoa,suu,zou,class__regular
xega,xOku,xegu,class__regular
buli,pulu,bulu,class__regular
atende,atentu,atendu,class__regular
pasa,pasu,pasu,class__regular
ajuda,ajudu,ajudu,class__regular
dansa,distu,dansu,class__regular
enkontra,entontu,enkontru,class__regular
buska,guspu,busku,class__regular
inisia,insesu,inisiu,class__regular
enxe,enesu,enxu,class__regular
oferese,espensu,oferesu,class__regular
adikiri,adi,adikiru,class__regular
bebe,be$u,bebu,class__regular
aprezentar,apretereiu,aprezentu,class__regular
parti,partu,partu,class__regular
parese,peresu,paresu,class__regular
soNa,sONu,soNu,class__regular
kaza,tauu,kazu,class__regular
julga,jubu,julgu,class__regular
hi,feiu,hiu,class__regular
inklui,in$kuu,inkluu,class__regular
afliji,ajisu,afliju,class__regular
kontravi,kontrazu,kontravu,class__regular
mohe,moheNu,mohu,class__regular
sumi,sumu,sumu,class__regular
jaze,va$,jazu,class__regular
denfende,despensu,defendu,class__regular
tende,tent,tendu,class__regular
sakudi,taidu,sakudu,class__regular
aprende,apretenu,aprendu,class__regular
kompartiLa,kompreatuu,kompartiLu,class__regular
entende,entent$u,entendu,class__regular
deixa,deiu,deixu,class__regular
deslingua,des$$ku,deslinguu,class__regular
lambuza,limpruu,lambuzu,class__regular
akontese,ekonsenu,akontesu,class__regular
pensa,pensu,pensu,class__regular
fika,fiuu,fiku,class__regular
senta,sintu,sentu,class__regular
ezisti,ezirtu,ezistu,class__regular
konta,kontu,kontu,class__regular
finji,fisu,finju,class__regular
axa,axu,axu,class__regular
aviza,afazu,avizu,class__regular
kompra,kompru,kompru,class__regular
aji,axu,aju,class__regular
asisti,izirnu,asistu,class__regular
eduka,edugu,eduku,class__regular
ama,amu,amu,class__regular
akaba,abatu,akabu,class__regular
diskuti,deskutu,diskutu,class__regular
entra,entriu,entru,class__regular
garanti,karndi,garantu,class__regular
preukupa,perpu,preukupu,class__regular
manda,mandu,mandu,class__regular
partisipa,parestu,partisipu,class__regular
dijeri,disiru,dijiru,class__seguir
persegi,presutu,persigu,class__seguir
espeli,espilu,espilu,class__seguir
servi,ses$u,sirvu,class__seguir
preveni,presesu,previnu,class__seguir
agredi,adidu,agridu,class__seguir
progredi,prot$tiu,progridu,class__seguir
inseri,insiru,insiru,class__seguir
kompeti,kompatu,kompitu,class__seguir
diverti,divirtu,divirtu,class__seguir
transgredi,tratr$ttu,transgridu,class__seguir
sujeri,suf$i,sujiru,class__seguir
aderi,atriiu,adiru,class__seguir
preferi,presiru,prefiru,class__seguir
feri,finu,firu,class__seguir
regredi,terditu,regridu,class__seguir
segi,siku,sigu,class__seguir
deferi,defiru,defiru,class__seguir
konsegi,kondidu,konsigu,class__seguir
kompeli,kompliu,kompilu,class__seguir
injeri,insidu,injiru,class__seguir
konferi,konfaru,konfiru,class__seguir
vesti,vesu,vistu,class__seguir
aferi,asisu,afiru,class__seguir
preteri,pretiru,pretiru,class__seguir
konverji,konvisu,konvirju,class__seguir
hepeti,hepitu,hepitu,class__seguir
entrete,entrenu,entreteNu,class__ter
dete,desu,deteNu,class__ter
konte,kontu,konteNu,class__ter
obite,ompu,obiteNu,class__ter
mante,mant,manteNu,class__ter
abiste,agu,abisteNu,class__ter
hete,hepenu,heteNu,class__ter
te,teeu,teNu,class__ter
suste,sustru,susteNu,class__ter
ate,ateNu,ateNu,class__ter
headekua,hetekuu,headEkuu,class__testar
komesa,kom$u,komEsu,class__testar
adekua,ageidu,adEkuu,class__testar
seka,seku,sEku,class__testar
leva,xeju,lEvu,class__testar
sega,segu,sEgu,class__testar
pega,pEku,pEgu,class__testar
kompleta,kompit$u,komplEtu,class__testar
infekita,infindu,infEkitu,class__testar
espresa,estrasu,esprEsu,class__testar
detesta,despreiu,detEstu,class__testar
fexa,fexu,fExu,class__testar
konversa,kons$siru,konvErsu,class__testar
obiserva,pot$avisu,obisErvu,class__testar
protesta,prent$$u,protEstu,class__testar
espera,enpreiu,espEru,class__testar
testa,testu,tEstu,class__testar
entrega,entriku,entrEgu,class__testar
manifesta,mamasesu,manifEstu,class__testar
empresta,metretenu,emprEstu,class__testar
preve,prevu,preveju,class__ver
interve,intesfeju,interveju,class__ver
anteve,atesfu,anteveju,class__ver
entreve,entrezi,entreveju,class__ver
ve,vexu,veju,class__ver
heve,hevexu,heveju,class__ver
dezavi,desfasu,dezaveNu,class__vir
sobrevi,tosprevu,sobreveNu,class__vir
obivi,ouvu,obiveNu,class__vir
hevi,fefizu,heveNu,class__vir
vi,suu,veNu,class__vir
adivi,adivu,adiveNu,class__vir
deskonvi,desendu,deskonveNu,class__vir
avi,azu,aveNu,class__vir
hekonvi,hetohu,hekonveNu,class__vir
konvi,konvi,konveNu,class__vir
provi,profi,proveNu,class__vir
