infinitive,predicted,target,class
satisfaze,sasinfasu,satisfasu,class__fazer
insatisfaze,insenfasfizu,insatisfasu,class__fazer
likefaze,ajizezu,likefasu,class__fazer
transfaze,trasaz$su,transfasu,class__fazer
kontrafaze,kontrafasu,kontrafasu,class__fazer
tohefaze,heso$$,tohefasu,class__fazer
harefaze,hesarsi,harefasu,class__fazer
esfaze,esfasu,esfasu,class__fazer
maufaze,im$fasu,maufasu,class__fazer
kre,kOru,kreiu,class__ler
tresle,trenxu,treleiu,class__ler
le,$li,leiu,class__ler
hele,he$u,heleiu,class__ler
deskre,destru,deskreiu,class__ler
desmenti,desmenpu,desmintu,class__mentir
konsenti,kontra$u,konsintu,class__mentir
senti,sentu,sintu,class__mentir
presenti,pren$tu,presintu,class__mentir
menti,mentu,mintu,class__mentir
asenti,asentu,asintu,class__mentir
hesenti,hes$riu,hesintu,class__mentir
persenti,pertinu,persintu,class__mentir
entreouvi,entor$$uu,entreousu,class__none
reouvi,enfuu,reousu,class__none
pari,paru,pairu,class__none
perde,perte,perku,class__none
hekere,hepEru,hekEru,class__none
traze,trasu,tragu,class__none
desda,desku,dEsdu,class__none
kabe,kapu,kaibu,class__none
da,deu,dou,class__none
ekivale,a$gixu,ekivaLu,class__none
sabe,saku,sei,class__none
idea,adeiu,ideiu,class__none
esta,estu,estou,class__none
prove,provo,proveNu,class__none
sobresta,sozpirtu,sobrestou,class__none
kere,kenu,kEru,class__none
entrekere,ententreuu,entrekEru,class__none
pode,podu,pOsu,class__none
estrea,estreiu,estrEiu,class__none
ouvi,osu,ousu,class__none
dezimpedi,desipitu,dezimpEsu,class__pedir
medi,medu,mEsu,class__pedir
despedi,despudu,despEsu,class__pedir
impedi,emk$$u,impEsu,class__pedir
pedi,pitu,pEsu,class__pedir
espedi,eskitu,espEsu,class__pedir
desmedi,desindu,desmEsu,class__pedir
predispo,pretO,predispoNu,class__por
indispo,intomdu,indispoNu,class__por
dezapo,dezenu,dezapoNu,class__por
kompo,kompu,kompoNu,class__por
po,poNu,poNu,class__por
kontrapo,kontraku,kontrapoNu,class__por
pospo,pospu,pospoNu,class__por
dispo,dusku,dispoNu,class__por
despo,desku,despoNu,class__por
transpo,trattiu,transpoNu,class__por
espo,esku,espoNu,class__por
interpo,intottu,interpoNu,class__por
hedispo,hedo$tu,hedispoNu,class__por
antepo,antenu,antepoNu,class__por
deskompo,despop$,deskompoNu,class__por
justapo,sub$$,justapoNu,class__por
trespo,trenou,trespoNu,class__por
dekompo,gongumu,dekompoNu,class__por
supo,supu,supoNu,class__por
presupo,pre$utu,presupoNu,class__por
hekompo,hepOppu,hekompoNu,class__por
entrepo,entrepu,entrepoNu,class__por
prosupo,promutu,prosupoNu,class__por
propo,propu,propoNu,class__por
depo,depu,depoNu,class__por
impo,mup,impoNu,class__por
superpo,suprepu,superpoNu,class__por
sofre,soste,sofru,class__regular
disouve,duzfu,disouvu,class__regular
kohiji,kosuxu,kohiju,class__regular
envouve,eso,envouvu,class__regular
mexe,mexi,mexu,class__regular
kompraze,komprasu,komprazu,class__regular
presiza,prefizu,presizu,class__regular
analiza,anadixu,analisu,class__regular
eriji,enzu,eriju,class__regular
hompe,hompi,hompu,class__regular
konvida,konvidu,konvidu,class__regular
planta,p$$tru,plantu,class__regular
levanta,le$tenu,levantu,class__regular
fala,xauu,falu,class__regular
anda,antu,andu,class__regular
kumpri,kompru,kumpru,class__regular
konjuga,konvugu,konjugu,class__regular
xama,xaNu,xamu,class__regular
murxa,musxu,murxu,class__regular
eskreve,eskrevizu,eskrevu,class__regular
kontinua,kontinuu,kontinuu,class__regular
krese,kresu,kresu,class__regular
ezerse,estesu,ezersu,class__regular
liga,ligu,ligu,class__regular
brinka,prebiru,brinku,class__regular
trabaLa,tramalu,trabaLu,class__regular
subimete,sumpeetu,subimetu,class__regular
hespeita,hesopri,hespeitu,class__regular
vende,vindu,vendu,class__regular
sede,se$ku,sedu,class__regular
agradese,adarasesu,agradesu,class__regular
koNese,konesu,koNesu,class__regular
voa,su,vou,class__regular
nada,nruu,nadu,class__regular
para,paru,paru,class__regular
kome,koNu,komu,class__regular
permiti,permitu,permitu,class__regular
lava,lavu,lavu,class__regular
dese,dese,desu,class__regular
beija,bexiu,beiju,class__regular
kohe,kohou,kohu,class__regular
permanese,peretesu,permanesu,class__regular
uza,$uzu,uzu,class__regular
esklui,eskuuu,eskluu,class__regular
kompreende,komprettiNu,kompreendu,class__regular
dezisti,desittu,dezistu,class__regular
aparese,ap$reesu,aparesu,class__regular
envia,esusu,enviu,class__regular
kai,kai,kaiu,class__regular
imprimi,$$mpru,imprimu,class__regular
imerji,em$rxu,imerju,class__regular
subimerji,$ub$$es,subimerju,class__regular
benze,benzu,benzu,class__regular
gaNa,kaNu,gaNu,class__regular
aseita,asiatu,aseitu,class__regular
konfuji,konvuju,konfuju,class__regular
segura,seguru,seguru,class__regular
suspende,supresto,suspendu,class__regular
junta,xundu,juntu,class__regular
kohompe,kompOsu,kohompu,class__regular
atrai,atra$u,atraiu,class__regular
kultiva,ku,kultivu,class__regular
eskuta,eskutu,eskutu,class__regular
mata,mantu,matu,class__regular
paga,pagu,pagu,class__regular
sai,saiu,saiu,class__regular
bate,bateNu,batu,class__regular
eskoLe,esk$,eskoLu,class__regular
asende,anez$,asendu,class__regular
esvai,esfisu,esvaiu,class__regular
destrui,destruu,destruu,class__regular
dormi,tuntu,durmu,class__regular
okohe,okohu,okohu,class__regular
diriji,disiru,diriju,class__regular
muda,mudu,mudu,class__regular
esprimi,$$pri,esprimu,class__regular
farta,farti,fartu,class__regular
trai,tratu,traiu,class__regular
mingua,mintu,minguu,class__regular
desmobilia,den$$$$ubu,desmobiliu,class__regular
sohi,suxu,sohiu,class__regular
perverte,prev$r$u,pervertu,class__regular
preklui,pro$$u,prekluu,class__regular
kontrai,kontra,kontraiu,class__regular
estingi,est$$tu,estingu,class__regular
desprekave,desp$$$$$u,desprekavu,class__regular
televe,$edoju,televu,class__regular
entupi,enpuru,entupu,class__regular
deskalsa,deslansu,deskalsu,class__regular
gasta,gastru,gastu,class__regular
finda,findu,findu,class__regular
kuspi,kus$ku,kuspu,class__regular
pretende,pretendu,pretendu,class__regular
deve,deveju,devu,class__regular
enkamiNa,inkamiNu,enkamiNu,class__regular
atribui,atrubu,atribuu,class__regular
estuda,eskutu,istudu,class__regular
sauva,sifi,sauvu,class__regular
prende,prentu,prendu,class__regular
espulsa,esprilu,espulsu,class__regular
hevolve,hexov$,hevolvu,class__regular
enxuga,enxubu,enxugu,class__regular
despoli,despulu,despolu,class__regular
eskapuli,etkuli,eskapulu,class__regular
hetrai,hetEriu,hetraiu,class__regular
moe,mo,mou,class__regular
abri,apru,abru,class__regular
konklui,konkulu,konkluu,class__regular
atinji,atis$u,atinju,class__regular
okulta,okO,okultu,class__regular
izenta,is$r,izentu,class__regular
limpa,limpu,limpu,class__regular
konvense,konfinsu,konvensu,class__regular
heda,hegu,hedu,class__regular
emerji,em$ruu,emerju,class__regular
transfuji,tras$s$u,transfuju,class__regular
mobilia,mpii$iu,mobiliu,class__regular
posui,pusu,posuu,class__regular
fuji,fuxu,fuju,class__regular
adiverti,adizirtu,adivertu,class__regular
desprove,deskorsu,desprovu,class__regular
konsumi,konnuu,konsumu,class__regular
distrai,distraiu,distraiu,class__regular
akudi,akutu,akudu,class__regular
subi,supu,subu,class__regular
eleje,eleju,eleju,class__regular
influi,inxilu,influu,class__regular
hemedi,hemitu,hemedu,class__regular
dezagua,dezikuu,dezaguu,class__regular
inkohe,enko,inkohu,class__regular
tenta,tentu,tentu,class__regular
healiza,efa$xu,healisu,class__regular
desidi,desidu,desidu,class__regular
eskese,eskesu,eskesu,class__regular
imajina,amixu,imajinu,class__regular
lembra,lembru,lembru,class__regular
aproveita,apere$$u,aproveitu,class__regular
omiti,emitu,omitu,class__regular
ensina,entinu,ensinu,class__regular
marka,marku,marku,class__regular
kamiNa,kanmu,kamiNu,class__regular
friji,sux,friju,class__regular
prokura,prokupu,prokuru,class__regular
surji,sustu,surju,class__regular
konstrui,kontritu,konstruu,class__regular
kanta,kantu,kantu,class__regular
vahe,vefa,vahu,class__regular
merese,meresu,meresu,class__regular
grita,gartu,gritu,class__regular
xove,xOju,xovu,class__regular
kativa,ka$su,kativu,class__regular
viaja,faju,viaju,class__regular
dezeja,devu,dezeju,class__regular
pula,puxu,pulu,class__regular
akompaNa,apinpu,akompaNu,class__regular
dividi,diviru,dividu,class__regular
aguarda,agiztinu,aguardu,class__regular
zoa,su,zou,class__regular
xega,xEgu,xegu,class__regular
buli,pulu,bulu,class__regular
atende,atendo,atendu,class__regular
pasa,pasi,pasu,class__regular
ajuda,ajidu,ajudu,class__regular
dansa,dantu,dansu,class__regular
enkontra,entOttu,enkontru,class__regular
buska,bu,busku,class__regular
inisia,in$atu,inisiu,class__regular
enxe,eneju,enxu,class__regular
oferese,esoresu,oferesu,class__regular
adikiri,agiraku,adikiru,class__regular
bebe,be$u,bebu,class__regular
aprezentar,atredesetu,aprezentu,class__regular
parti,partu,partu,class__regular
parese,parefi,paresu,class__regular
soNa,soNu,soNu,class__regular
kaza,kauu,kazu,class__regular
julga,xugu,julgu,class__regular
hi,seiu,hiu,class__regular
inklui,enkulu,inkluu,class__regular
afliji,alaju,afliju,class__regular
kontravi,kontravu,kontravu,class__regular
mohe,mohu,mohu,class__regular
sumi,sumu,sumu,class__regular
jaze,vaxu,jazu,class__regular
denfende,den$$stu,defendu,class__regular
tende,tentu,tendu,class__regular
sakudi,asugu,sakudu,class__regular
aprende,apredesu,aprendu,class__regular
kompartiLa,kompraatu,kompartiLu,class__regular
entende,entendo,entendu,class__regular
deixa,deju,deixu,class__regular
deslingua,deskuluu,deslinguu,class__regular
lambuza,limb$u,lambuzu,class__regular
akontese,apendesu,akontesu,class__regular
pensa,pensu,pensu,class__regular
fika,figu,fiku,class__regular
senta,sentu,sentu,class__regular
ezisti,isfaru,ezistu,class__regular
konta,kontu,kontu,class__regular
finji,fuxsu,finju,class__regular
axa,axu,axu,class__regular
aviza,avizu,avizu,class__regular
kompra,kompru,kompru,class__regular
aji,aju,aju,class__regular
asisti,as$sisu,asistu,class__regular
eduka,itkuu,eduku,class__regular
ama,amu,amu,class__regular
akaba,apitu,akabu,class__regular
diskuti,deskubu,diskutu,class__regular
entra,entreu,entru,class__regular
garanti,kantinu,garantu,class__regular
preukupa,prekunuu,preukupu,class__regular
manda,mandu,mandu,class__regular
partisipa,paresitu,partisipu,class__regular
dijeri,difatu,dijiru,class__seguir
persegi,pertitu,persigu,class__seguir
espeli,espulu,espilu,class__seguir
servi,sessu,sirvu,class__seguir
preveni,prefedu,previnu,class__seguir
agredi,adidtu,agridu,class__seguir
progredi,progirtu,progridu,class__seguir
inseri,insiru,insiru,class__seguir
kompeti,kompiru,kompitu,class__seguir
diverti,difidtu,divirtu,class__seguir
transgredi,tratradizu,transgridu,class__seguir
sujeri,sus$$u,sujiru,class__seguir
aderi,atiru,adiru,class__seguir
preferi,prefiru,prefiru,class__seguir
feri,siuu,firu,class__seguir
regredi,ettragu,regridu,class__seguir
segi,sigu,sigu,class__seguir
deferi,defiru,defiru,class__seguir
konsegi,konsidu,konsigu,class__seguir
kompeli,kompliu,kompilu,class__seguir
injeri,infir,injiru,class__seguir
konferi,konfaru,konfiru,class__seguir
vesti,vistu,vistu,class__seguir
aferi,e$$ru,afiru,class__seguir
preteri,pretiru,pretiru,class__seguir
konverji,konvistu,konvirju,class__seguir
hepeti,hepEtu,hepitu,class__seguir
entrete,entretu,entreteNu,class__ter
dete,desi,deteNu,class__ter
konte,kontu,konteNu,class__ter
obite,okutu,obiteNu,class__ter
mante,manteNu,manteNu,class__ter
abiste,aguattu,abisteNu,class__ter
hete,heteNu,heteNu,class__ter
te,tetu,teNu,class__ter
suste,sustu,susteNu,class__ter
ate,ateNu,ateNu,class__ter
headekua,hekeidu,headEkuu,class__testar
komesa,komisu,komEsu,class__testar
adekua,agiteuu,adEkuu,class__testar
seka,seku,sEku,class__testar
leva,levu,lEvu,class__testar
sega,segu,sEgu,class__testar
pega,pegu,pEgu,class__testar
kompleta,kompiku,komplEtu,class__testar
infekita,isitekuu,infEkitu,class__testar
espresa,espresu,esprEsu,class__testar
detesta,deskentu,detEstu,class__testar
fexa,fexu,fExu,class__testar
konversa,kons$s$u,konvErsu,class__testar
obiserva,o$bisesu,obisErvu,class__testar
protesta,trenk$iu,protEstu,class__testar
espera,espriu,espEru,class__testar
testa,testu,tEstu,class__testar
entrega,entr$ku,entrEgu,class__testar
manifesta,imtisfatu,manifEstu,class__testar
empresta,ep$rm$du,emprEstu,class__testar
preve,prevu,preveju,class__ver
interve,intesezu,interveju,class__ver
anteve,anesdu,anteveju,class__ver
entreve,entrevexu,entreveju,class__ver
ve,veu,veju,class__ver
heve,hevexu,heveju,class__ver
dezavi,devasu,dezaveNu,class__vir
sobrevi,subrevu,sobreveNu,class__vir
obivi,oguju,obiveNu,class__vir
hevi,hevexu,heveNu,class__vir
vi,zu,veNu,class__vir
adivi,adiju,adiveNu,class__vir
deskonvi,deskustu,deskonveNu,class__vir
avi,avu,aveNu,class__vir
hekonvi,hetos$u,hekonveNu,class__vir
konvi,konvu,konveNu,class__vir
provi,provu,proveNu,class__vir
