infinitive,predicted,target,class
kontrafaze,kontesfasu,kontrafasu,class__fazer
tohefaze,,tohefasu,class__fazer
harefaze,satesisu,harefasu,class__fazer
esfaze,esfasu,esfasu,class__fazer
maufaze,anuvisu,maufasu,class__fazer
kre,kreiu,kreiu,class__ler
tresle,trefasu,treleiu,class__ler
le,leu,leiu,class__ler
hele,he$$u,heleiu,class__ler
deskre,deskru,deskreiu,class__ler
desmenti,desmntu,desmintu,class__mentir
konsenti,kons$ntu,konsintu,class__mentir
senti,sentu,sintu,class__mentir
presenti,trentinu,presintu,class__mentir
menti,mentu,mintu,class__mentir
asenti,an$$tu,asintu,class__mentir
hesenti,hesettu,hesintu,class__mentir
persenti,persentu,persintu,class__mentir
entreouvi,ent$$$$uu,entreousu,class__none
reouvi,eruvu,reousu,class__none
pari,paru,pairu,class__none
perde,perte,perku,class__none
hekere,hepetu,hekEru,class__none
traze,trasu,tragu,class__none
desda,desku,dEsdu,class__none
kabe,kaku,kaibu,class__none
da,deu,dou,class__none
ekivale,agixasu,ekivaLu,class__none
sabe,sagu,sei,class__none
idea,ediiu,ideiu,class__none
esta,estu,estou,class__none
prove,prevu,proveNu,class__none
sobresta,zosprEtu,sobrestou,class__none
kere,keru,kEru,class__none
entrekere,entreenku,entrekEru,class__none
pode,podu,pOsu,class__none
estrea,estraiu,estrEiu,class__none
ouvi,o$vu,ousu,class__none
dezimpedi,despittiu,dezimpEsu,class__pedir
medi,medu,mEsu,class__pedir
despedi,despitu,despEsu,class__pedir
impedi,emiguu,impEsu,class__pedir
pedi,pedu,pEsu,class__pedir
espedi,eskEtu,espEsu,class__pedir
desmedi,despidu,desmEsu,class__pedir
predispo,pretikuu,predispoNu,class__por
indispo,nitrebiNu,indispoNu,class__por
dezapo,dezebu,dezapoNu,class__por
kompo,kompu,kompoNu,class__por
po,poou,poNu,class__por
kontrapo,kontratu,kontrapoNu,class__por
pospo,pospu,pospoNu,class__por
dispo,disku,dispoNu,class__por
despo,despu,despoNu,class__por
transpo,trant$u,transpoNu,class__por
espo,engu,espoNu,class__por
interpo,entomtru,interpoNu,class__por
hedispo,het$$ku,hedispoNu,class__por
antepo,ant$mu,antepoNu,class__por
deskompo,despomu,deskompoNu,class__por
justapo,suvintu,justapoNu,class__por
trespo,trenku,trespoNu,class__por
dekompo,donpupu,dekompoNu,class__por
supo,supu,supoNu,class__por
presupo,pre$utu,presupoNu,class__por
hekompo,hekup$u,hekompoNu,class__por
entrepo,entrepu,entrepoNu,class__por
prosupo,pro$utu,prosupoNu,class__por
propo,propu,propoNu,class__por
depo,depu,depoNu,class__por
impo,$ump,impoNu,class__por
superpo,sompurpu,superpoNu,class__por
sofre,soste,sofru,class__regular
disouve,desoju,disouvu,class__regular
kohiji,kosfu,kohiju,class__regular
envouve,ensu,envouvu,class__regular
mexe,meje,mexu,class__regular
kompraze,kompravu,komprazu,class__regular
presiza,tresezu,presizu,class__regular
analiza,an$li,analisu,class__regular
eriji,estuu,eriju,class__regular
hompe,homopu,hompu,class__regular
konvida,konviru,konvidu,class__regular
planta,patti,plantu,class__regular
levanta,xamxtru,levantu,class__regular
fala,faxu,falu,class__regular
anda,atru,andu,class__regular
kumpri,kumpru,kumpru,class__regular
konjuga,konjugu,konjugu,class__regular
xama,la,xamu,class__regular
murxa,mustu,murxu,class__regular
eskreve,ettesvaxu,eskrevu,class__regular
kontinua,konpiriu,kontinuu,class__regular
krese,kreau,kresu,class__regular
ezerse,estesu,ezersu,class__regular
liga,ajuu,ligu,class__regular
brinka,prapu,brinku,class__regular
trabaLa,prantiu,trabaLu,class__regular
subimete,$obunsi,subimetu,class__regular
hespeita,hepEr$uu,hespeitu,class__regular
vende,vendu,vendu,class__regular
sede,setu,sedu,class__regular
agradese,adantrau,agradesu,class__regular
koNese,komesu,koNesu,class__regular
voa,vu,vou,class__regular
nada,$anu,nadu,class__regular
para,paru,paru,class__regular
kome,komu,komu,class__regular
permiti,pentinu,permitu,class__regular
lava,lafu,lavu,class__regular
dese,desenu,desu,class__regular
beija,beiju,beiju,class__regular
kohe,koh,kohu,class__regular
permanese,perenenu,permanesu,class__regular
uza,usu,uzu,class__regular
esklui,eskluu,eskluu,class__regular
kompreende,komprendiu,kompreendu,class__regular
dezisti,desiztu,dezistu,class__regular
aparese,apreasu,aparesu,class__regular
envia,envu,enviu,class__regular
kai,kaiu,kaiu,class__regular
imprimi,,imprimu,class__regular
imerji,imerju,imerju,class__regular
subimerji,subilesu,subimerju,class__regular
benze,benz,benzu,class__regular
gaNa,kaNu,gaNu,class__regular
aseita,asa$iru,aseitu,class__regular
konfuji,konvuju,konfuju,class__regular
segura,sekuru,seguru,class__regular
suspende,sude$$teNu,suspendu,class__regular
junta,xundu,juntu,class__regular
kohompe,kompoi,kohompu,class__regular
atrai,atra,atraiu,class__regular
kultiva,ku,kultivu,class__regular
eskuta,eskutu,eskutu,class__regular
mata,mateNu,matu,class__regular
paga,paku,pagu,class__regular
sai,siiu,saiu,class__regular
bate,beabu,batu,class__regular
eskoLe,esk$$u,eskoLu,class__regular
asende,asendu,asendu,class__regular
esvai,esfasu,esvaiu,class__regular
destrui,destriu,destruu,class__regular
dormi,tontu,durmu,class__regular
okohe,o,okohu,class__regular
diriji,dis$u,diriju,class__regular
muda,mudu,mudu,class__regular
esprimi,ent$$uu,esprimu,class__regular
farta,farn,fartu,class__regular
trai,traiu,traiu,class__regular
mingua,mungu,minguu,class__regular
desmobilia,deslemigu,desmobiliu,class__regular
sohi,susu,sohiu,class__regular
perverte,perfertu,pervertu,class__regular
preklui,prexugu,prekluu,class__regular
kontrai,kontraiu,kontraiu,class__regular
estingi,istituu,estingu,class__regular
desprekave,det$pEsguu,desprekavu,class__regular
televe,te$jeju,televu,class__regular
entupi,entupu,entupu,class__regular
deskalsa,des$$kuu,deskalsu,class__regular
gasta,garidu,gastu,class__regular
finda,findu,findu,class__regular
kuspi,kundu,kuspu,class__regular
pretende,pretesitu,pretendu,class__regular
deve,devexu,devu,class__regular
enkamiNa,ankomi,enkamiNu,class__regular
atribui,attituu,atribuu,class__regular
estuda,estutu,istudu,class__regular
sauva,sa$fu,sauvu,class__regular
prende,prentu,prendu,class__regular
espulsa,espul$,espulsu,class__regular
hevolve,hejoveju,hevolvu,class__regular
enxuga,enjupu,enxugu,class__regular
despoli,desupu,despolu,class__regular
eskapuli,eskipilu,eskapulu,class__regular
hetrai,hetaru,hetraiu,class__regular
moe,mo,mou,class__regular
abri,abiru,abru,class__regular
konklui,konxugu,konkluu,class__regular
atinji,atisixu,atinju,class__regular
okulta,ko,okultu,class__regular
izenta,isittei,izentu,class__regular
limpa,limpu,limpu,class__regular
konvense,konfesesu,konvensu,class__regular
heda,heg,hedu,class__regular
emerji,em$su,emerju,class__regular
transfuji,tris$xusu,transfuju,class__regular
mobilia,meubilu,mobiliu,class__regular
posui,pusu,posuu,class__regular
fuji,fusu,fuju,class__regular
adiverti,adizirtu,adivertu,class__regular
desprove,desprevi,desprovu,class__regular
konsumi,konsuu,konsumu,class__regular
distrai,dirsaru,distraiu,class__regular
akudi,akudu,akudu,class__regular
subi,suku,subu,class__regular
eleje,e$jexu,eleju,class__regular
influi,inxitu,influu,class__regular
hemedi,hepitu,hemedu,class__regular
dezagua,dedizigu,dezaguu,class__regular
inkohe,inkofi,inkohu,class__regular
tenta,tentu,tentu,class__regular
healiza,$as$luu,healisu,class__regular
desidi,desidu,desidu,class__regular
eskese,eskesu,eskesu,class__regular
imajina,amilisu,imajinu,class__regular
lembra,limbru,lembru,class__regular
aproveita,aprefiruu,aproveitu,class__regular
omiti,oupru,omitu,class__regular
ensina,ensinu,ensinu,class__regular
marka,mattu,marku,class__regular
kamiNa,kamaNu,kamiNu,class__regular
friji,sixu,friju,class__regular
prokura,pro$tuu,prokuru,class__regular
surji,sustu,surju,class__regular
konstrui,kontriuu,konstruu,class__regular
kanta,kantu,kantu,class__regular
vahe,ves,vahu,class__regular
merese,meresu,meresu,class__regular
grita,gridu,gritu,class__regular
xove,xOju,xovu,class__regular
kativa,kanjiu,kativu,class__regular
viaja,vaju,viaju,class__regular
dezeja,devizu,dezeju,class__regular
pula,pulu,pulu,class__regular
akompaNa,akumpiNu,akompaNu,class__regular
dividi,dividu,dividu,class__regular
aguarda,agantru,aguardu,class__regular
zoa,suu,zou,class__regular
xega,xEgu,xegu,class__regular
buli,bulu,bulu,class__regular
atende,atren,atendu,class__regular
pasa,pasu,pasu,class__regular
ajuda,a$uju,ajudu,class__regular
dansa,dastu,dansu,class__regular
enkontra,enkontru,enkontru,class__regular
buska,bustu,busku,class__regular
inisia,inseitu,inisiu,class__regular
enxe,enseu,enxu,class__regular
oferese,es$$$,oferesu,class__regular
adikiri,atidiru,adikiru,class__regular
bebe,boipu,bebu,class__regular
aprezentar,atredeskeNu,aprezentu,class__regular
parti,partu,partu,class__regular
parese,par$isu,paresu,class__regular
soNa,sO,soNu,class__regular
kaza,kasu,kazu,class__regular
julga,jOglu,julgu,class__regular
hi,xe,hiu,class__regular
inklui,anuguu,inkluu,class__regular
afliji,ajix,afliju,class__regular
kontravi,kontraxu,kontravu,class__regular
mohe,mofi,mohu,class__regular
sumi,su,sumu,class__regular
jaze,vasu,jazu,class__regular
denfende,tentesezu,defendu,class__regular
tende,tentu,tendu,class__regular
sakudi,tizidu,sakudu,class__regular
aprende,aprendu,aprendu,class__regular
kompartiLa,kompraatu,kompartiLu,class__regular
entende,entendo,entendu,class__regular
deixa,dexu,deixu,class__regular
deslingua,desiguluu,deslinguu,class__regular
lambuza,limb$ru,lambuzu,class__regular
akontese,ek$nsenu,akontesu,class__regular
pensa,penzu,pensu,class__regular
fika,figu,fiku,class__regular
senta,sentu,sentu,class__regular
ezisti,esviru,ezistu,class__regular
konta,kontu,kontu,class__regular
finji,sixu,finju,class__regular
axa,axu,axu,class__regular
aviza,avi,avizu,class__regular
kompra,kompru,kompru,class__regular
aji,aju,aju,class__regular
asisti,asistu,asistu,class__regular
eduka,edku,eduku,class__regular
ama,anu,amu,class__regular
akaba,agimu,akabu,class__regular
diskuti,diskudu,diskutu,class__regular
entra,entru,entru,class__regular
garanti,kartriu,garantu,class__regular
preukupa,pro$upu,preukupu,class__regular
manda,mandu,mandu,class__regular
partisipa,parantiuu,partisipu,class__regular
dijeri,disiju,dijiru,class__seguir
persegi,per$$tu,persigu,class__seguir
espeli,espelu,espilu,class__seguir
servi,sessu,sirvu,class__seguir
preveni,prevenu,previnu,class__seguir
agredi,agardu,agridu,class__seguir
progredi,prod$tu,progridu,class__seguir
inseri,insiru,insiru,class__seguir
kompeti,kompiru,kompitu,class__seguir
diverti,dis$tru,divirtu,class__seguir
transgredi,tratrtadu,transgridu,class__seguir
sujeri,sux$ru,sujiru,class__seguir
aderi,aditu,adiru,class__seguir
preferi,presesu,prefiru,class__seguir
feri,sisu,firu,class__seguir
regredi,tarttu,regridu,class__seguir
segi,sigu,sigu,class__seguir
deferi,defiru,defiru,class__seguir
konsegi,konsku,konsigu,class__seguir
kompeli,kompliu,kompilu,class__seguir
injeri,infiru,injiru,class__seguir
konferi,konfiru,konfiru,class__seguir
vesti,vesdu,vistu,class__seguir
aferi,afiru,afiru,class__seguir
preteri,prenitu,pretiru,class__seguir
konverji,konfizu,konvirju,class__seguir
hepeti,hepEtu,hepitu,class__seguir
entrete,entreitu,entreteNu,class__ter
dete,desu,deteNu,class__ter
konte,kont,konteNu,class__ter
obite,mogu,obiteNu,class__ter
mante,manteNu,manteNu,class__ter
abiste,akussaNu,abisteNu,class__ter
hete,hete,heteNu,class__ter
te,te$u,teNu,class__ter
suste,sustu,susteNu,class__ter
ate,adeNu,ateNu,class__ter
headekua,hetepitu,headEkuu,class__testar
komesa,kom$iu,komEsu,class__testar
adekua,ag$adu,adEkuu,class__testar
seka,segu,sEku,class__testar
leva,levu,lEvu,class__testar
sega,segu,sEgu,class__testar
pega,pagu,pEgu,class__testar
kompleta,kompit$u,komplEtu,class__testar
infekita,infak$uu,infEkitu,class__testar
espresa,estre$u,esprEsu,class__testar
detesta,deskenu,detEstu,class__testar
fexa,fexu,fExu,class__testar
konversa,konfirsu,konvErsu,class__testar
obiserva,,obisErvu,class__testar
protesta,prostreiu,protEstu,class__testar
espera,espri,espEru,class__testar
testa,testu,tEstu,class__testar
entrega,entEttu,entrEgu,class__testar
manifesta,an$$fasu,manifEstu,class__testar
empresta,emtre$t$u,emprEstu,class__testar
preve,prevu,preveju,class__ver
interve,ent$$seu,interveju,class__ver
anteve,atenvu,anteveju,class__ver
entreve,entrevezu,entreveju,class__ver
ve,jeu,veju,class__ver
heve,hefesu,heveju,class__ver
dezavi,devasu,dezaveNu,class__vir
sobrevi,sobrevu,sobreveNu,class__vir
obivi,,obiveNu,class__vir
hevi,heviju,heveNu,class__vir
vi,vu,veNu,class__vir
adivi,adiju,adiveNu,class__vir
deskonvi,des$$nuu,deskonveNu,class__vir
avi,avu,aveNu,class__vir
hekonvi,hebustu,hekonveNu,class__vir
konvi,konvu,konveNu,class__vir
provi,provu,proveNu,class__vir
