infinitive,predicted,target,class
antepo,antemu,antepoNu,class__por
deskompo,despupru,deskompoNu,class__por
justapo,sut$$$tu,justapoNu,class__por
trespo,trem$,trespoNu,class__por
dekompo,go,dekompoNu,class__por
supo,supu,supoNu,class__por
presupo,prenuku,presupoNu,class__por
hekompo,hepOptu,hekompoNu,class__por
entrepo,entrepu,entrepoNu,class__por
prosupo,propusu,prosupoNu,class__por
propo,propu,propoNu,class__por
depo,de$pu,depoNu,class__por
impo,mepu,impoNu,class__por
superpo,sopuntu,superpoNu,class__por
sofre,sosteu,sofru,class__regular
disouve,desusuu,disouvu,class__regular
kohiji,kosfu,kohiju,class__regular
envouve,isfostu,envouvu,class__regular
mexe,mexi,mexu,class__regular
kompraze,komprasu,komprazu,class__regular
presiza,presisu,presizu,class__regular
analiza,anajixu,analisu,class__regular
eriji,es$u,eriju,class__regular
hompe,hopenu,hompu,class__regular
konvida,kosfitu,konvidu,class__regular
planta,banttu,plantu,class__regular
levanta,xamstu,levantu,class__regular
fala,xaxu,falu,class__regular
anda,antu,andu,class__regular
kumpri,kompru,kumpru,class__regular
konjuga,konguju,konjugu,class__regular
xama,la$u,xamu,class__regular
murxa,mustu,murxu,class__regular
eskreve,estreveju,eskrevu,class__regular
kontinua,kont$inu,kontinuu,class__regular
krese,trevu,kresu,class__regular
ezerse,estesu,ezersu,class__regular
liga,liuu,ligu,class__regular
brinka,prittu,brinku,class__regular
trabaLa,detatiu,trabaLu,class__regular
subimete,hekompinu,subimetu,class__regular
hespeita,hekO,hespeitu,class__regular
vende,sevitu,vendu,class__regular
sede,sespu,sedu,class__regular
agradese,adatastu,agradesu,class__regular
koNese,konfeNu,koNesu,class__regular
voa,vu,vou,class__regular
nada,nriu,nadu,class__regular
para,paru,paru,class__regular
kome,komu,komu,class__regular
permiti,perpinu,permitu,class__regular
lava,levu,lavu,class__regular
dese,dese,desu,class__regular
beija,bexiu,beiju,class__regular
kohe,koheu,kohu,class__regular
permanese,pentensu,permanesu,class__regular
uza,su,uzu,class__regular
esklui,eskluu,eskluu,class__regular
kompreende,komprent,kompreendu,class__regular
dezisti,des$$zu,dezistu,class__regular
aparese,aperesu,aparesu,class__regular
envia,enfu,enviu,class__regular
kai,kei,kaiu,class__regular
imprimi,mumpri,imprimu,class__regular
imerji,en$$ju,imerju,class__regular
subimerji,tu,subimerju,class__regular
benze,pestu,benzu,class__regular
gaNa,kanu,gaNu,class__regular
aseita,asiti,aseitu,class__regular
konfuji,konvuxu,konfuju,class__regular
segura,suguru,seguru,class__regular
suspende,suprefenu,suspendu,class__regular
junta,supru,juntu,class__regular
kohompe,kompohu,kohompu,class__regular
atrai,atra$u,atraiu,class__regular
kultiva,konvisu,kultivu,class__regular
eskuta,eskutu,eskutu,class__regular
mata,matu,matu,class__regular
paga,pagu,pagu,class__regular
sai,seiu,saiu,class__regular
bate,beteNu,batu,class__regular
eskoLe,eskO,eskoLu,class__regular
asende,ansedu,asendu,class__regular
esvai,ezfasu,esvaiu,class__regular
destrui,destruu,destruu,class__regular
dormi,tondu,durmu,class__regular
okohe,okosu,okohu,class__regular
diriji,dis$u,diriju,class__regular
muda,mudu,mudu,class__regular
esprimi,entup,esprimu,class__regular
farta,satru,fartu,class__regular
trai,treiu,traiu,class__regular
mingua,m$up$u,minguu,class__regular
desmobilia,tespemiju,desmobiliu,class__regular
sohi,susu,sohiu,class__regular
perverte,pertefesu,pervertu,class__regular
preklui,prekulu,prekluu,class__regular
kontrai,kontra$u,kontraiu,class__regular
estingi,int$$ku,estingu,class__regular
desprekave,dett$fa$,desprekavu,class__regular
televe,kohefexu,televu,class__regular
entupi,entupu,entupu,class__regular
deskalsa,deskasu,deskalsu,class__regular
gasta,garasu,gastu,class__regular
finda,findu,findu,class__regular
kuspi,kuntu,kuspu,class__regular
pretende,pretendu,pretendu,class__regular
deve,deve,devu,class__regular
enkamiNa,inteamu,enkamiNu,class__regular
atribui,attitu,atribuu,class__regular
estuda,estutu,istudu,class__regular
sauva,sasuju,sauvu,class__regular
prende,prentu,prendu,class__regular
espulsa,esp$luu,espulsu,class__regular
hevolve,heflevu,hevolvu,class__regular
enxuga,enjupu,enxugu,class__regular
despoli,despliu,despolu,class__regular
eskapuli,at$ipilu,eskapulu,class__regular
hetrai,sestrii,hetraiu,class__regular
moe,mo,mou,class__regular
abri,apru,abru,class__regular
konklui,konpulu,konkluu,class__regular
atinji,antiju,atinju,class__regular
okulta,oku,okultu,class__regular
izenta,isintu,izentu,class__regular
limpa,limpu,limpu,class__regular
konvense,konfenzu,konvensu,class__regular
heda,hegu,hedu,class__regular
emerji,enpiju,emerju,class__regular
transfuji,trasuxus,transfuju,class__regular
mobilia,pumixiru,mobiliu,class__regular
posui,pusu,posuu,class__regular
fuji,suxu,fuju,class__regular
adiverti,adiz$aru,adivertu,class__regular
desprove,desprevu,desprovu,class__regular
konsumi,konnu,konsumu,class__regular
distrai,distra$u,distraiu,class__regular
akudi,akudu,akudu,class__regular
subi,subu,subu,class__regular
eleje,exexu,eleju,class__regular
influi,inxulu,influu,class__regular
hemedi,hempu,hemedu,class__regular
dezagua,deskiju,dezaguu,class__regular
inkohe,atofEsu,inkohu,class__regular
tenta,tentu,tentu,class__regular
healiza,ha$axu,healisu,class__regular
desidi,desidu,desidu,class__regular
eskese,eskesu,eskesu,class__regular
imajina,amixitu,imajinu,class__regular
lembra,leppru,lembru,class__regular
aproveita,aprefiru,aproveitu,class__regular
omiti,ompinu,omitu,class__regular
ensina,ensinu,ensinu,class__regular
marka,mattu,marku,class__regular
kamiNa,panpu,kamiNu,class__regular
friji,sisxu,friju,class__regular
prokura,protruu,prokuru,class__regular
surji,sustu,surju,class__regular
konstrui,kontriuu,konstruu,class__regular
kanta,kantu,kantu,class__regular
vahe,vasi,vahu,class__regular
merese,merezu,meresu,class__regular
grita,draku,gritu,class__regular
xove,fOju,xovu,class__regular
kativa,ka$$su,kativu,class__regular
viaja,faju,viaju,class__regular
dezeja,devizu,dezeju,class__regular
pula,pulu,pulu,class__regular
akompaNa,akompu,akompaNu,class__regular
dividi,dividu,dividu,class__regular
aguarda,agindu,aguardu,class__regular
zoa,zu,zou,class__regular
xega,xEku,xegu,class__regular
buli,pulu,bulu,class__regular
atende,attentu,atendu,class__regular
pasa,pasu,pasu,class__regular
ajuda,azugu,ajudu,class__regular
dansa,dasnu,dansu,class__regular
enkontra,entOttru,enkontru,class__regular
buska,gospu,busku,class__regular
inisia,inseAuu,inisiu,class__regular
enxe,enxeu,enxu,class__regular
oferese,esostru,oferesu,class__regular
adikiri,adititu,adikiru,class__regular
bebe,be$u,bebu,class__regular
aprezentar,atretesetu,aprezentu,class__regular
parti,partu,partu,class__regular
parese,parse,paresu,class__regular
soNa,sO,soNu,class__regular
kaza,kasu,kazu,class__regular
julga,jugu,julgu,class__regular
hi,seiu,hiu,class__regular
inklui,inxupu,inkluu,class__regular
afliji,asiju,afliju,class__regular
kontravi,kontravu,kontravu,class__regular
mohe,moho,mohu,class__regular
sumi,sumu,sumu,class__regular
jaze,fasu,jazu,class__regular
denfende,tensendu,defendu,class__regular
tende,tendu,tendu,class__regular
sakudi,askubu,sakudu,class__regular
aprende,aprettu,aprendu,class__regular
kompartiLa,kompraatu,kompartiLu,class__regular
entende,entreteNu,entendu,class__regular
deixa,dexu,deixu,class__regular
deslingua,despilguu,deslinguu,class__regular
lambuza,lammdu,lambuzu,class__regular
akontese,akondeNu,akontesu,class__regular
pensa,pensu,pensu,class__regular
fika,fEuu,fiku,class__regular
senta,sentu,sentu,class__regular
ezisti,esfaru,ezistu,class__regular
konta,kuntu,kontu,class__regular
finji,siju,finju,class__regular
axa,axu,axu,class__regular
aviza,azivu,avizu,class__regular
kompra,kompru,kompru,class__regular
aji,aju,aju,class__regular
asisti,issaru,asistu,class__regular
eduka,etkuu,eduku,class__regular
ama,amu,amu,class__regular
akaba,abanu,akabu,class__regular
diskuti,deskubu,diskutu,class__regular
entra,entru,entru,class__regular
garanti,kartaiu,garantu,class__regular
preukupa,propuruu,preukupu,class__regular
manda,mandu,mandu,class__regular
partisipa,paritritu,partisipu,class__regular
dijeri,defatu,dijiru,class__seguir
persegi,perkisu,persigu,class__seguir
espeli,eskelu,espilu,class__seguir
servi,ses$su,sirvu,class__seguir
preveni,prefenu,previnu,class__seguir
agredi,adittu,agridu,class__seguir
progredi,prod$$tu,progridu,class__seguir
inseri,inistu,insiru,class__seguir
kompeti,komp$$u,kompitu,class__seguir
diverti,dizidru,divirtu,class__seguir
transgredi,trratradiu,transgridu,class__seguir
sujeri,su,sujiru,class__seguir
aderi,atriu,adiru,class__seguir
preferi,presiru,prefiru,class__seguir
feri,siru,firu,class__seguir
regredi,tartruu,regridu,class__seguir
segi,sigu,sigu,class__seguir
deferi,defiru,defiru,class__seguir
konsegi,kont$$u,konsigu,class__seguir
kompeli,kompiru,kompilu,class__seguir
injeri,insiju,injiru,class__seguir
konferi,konsizu,konfiru,class__seguir
vesti,vEstu,vistu,class__seguir
aferi,asisu,afiru,class__seguir
preteri,prentu,pretiru,class__seguir
konverji,konfisu,konvirju,class__seguir
hepeti,hepEtu,hepitu,class__seguir
entrete,entretu,entreteNu,class__ter
dete,despu,deteNu,class__ter
konte,kont,konteNu,class__ter
obite,oputu,obiteNu,class__ter
mante,mantiN,manteNu,class__ter
abiste,aditesu,abisteNu,class__ter
hete,heteiu,heteNu,class__ter
te,tesu,teNu,class__ter
suste,sustu,susteNu,class__ter
ate,ateNu,ateNu,class__ter
headekua,heketiuu,headEkuu,class__testar
komesa,kom$,komEsu,class__testar
adekua,agitiu,adEkuu,class__testar
seka,seku,sEku,class__testar
leva,levu,lEvu,class__testar
sega,segu,sEgu,class__testar
pega,pEku,pEgu,class__testar
kompleta,kompatu,komplEtu,class__testar
infekita,inse$pu,infEkitu,class__testar
espresa,estresu,esprEsu,class__testar
detesta,despreu,detEstu,class__testar
fexa,fexu,fExu,class__testar
konversa,kons$s$u,konvErsu,class__testar
obiserva,perfi,obisErvu,class__testar
protesta,pretestu,protEstu,class__testar
espera,espriu,espEru,class__testar
testa,testu,tEstu,class__testar
entrega,entragu,entrEgu,class__testar
manifesta,amasesfu,manifEstu,class__testar
empresta,metred,emprEstu,class__testar
preve,previ,preveju,class__ver
interve,entrevesu,interveju,class__ver
anteve,atesfu,anteveju,class__ver
entreve,entrevi,entreveju,class__ver
ve,vesu,veju,class__ver
heve,heve,heveju,class__ver
dezavi,devazu,dezaveNu,class__vir
sobrevi,tof$r$u,sobreveNu,class__vir
obivi,ouzu,obiveNu,class__vir
hevi,heviju,heveNu,class__vir
vi,vu,veNu,class__vir
adivi,adiju,adiveNu,class__vir
deskonvi,deskussu,deskonveNu,class__vir
avi,avu,aveNu,class__vir
hekonvi,hezo,hekonveNu,class__vir
konvi,konvu,konveNu,class__vir
provi,provu,proveNu,class__vir
