infinitive,predicted,target,class
agradese,katrav$,agradesu,class__regular
koNese,konesu,koNesu,class__regular
voa,vu,vou,class__regular
nada,tanu,nadu,class__regular
para,paru,paru,class__regular
kome,komu,komu,class__regular
permiti,pentinu,permitu,class__regular
lava,lavu,lavu,class__regular
dese,desu,desu,class__regular
beija,beji,beiju,class__regular
kohe,ko$,kohu,class__regular
permanese,penpensu,permanesu,class__regular
uza,$usu,uzu,class__regular
esklui,eskulu,eskluu,class__regular
kompreende,komprenku,kompreendu,class__regular
dezisti,destriu,dezistu,class__regular
aparese,apanse,aparesu,class__regular
envia,esizu,enviu,class__regular
kai,kaaiu,kaiu,class__regular
imprimi,imp$$,imprimu,class__regular
imerji,em$$su,imerju,class__regular
subimerji,subim$zu,subimerju,class__regular
benze,bens,benzu,class__regular
gaNa,gaiu,gaNu,class__regular
aseita,asetiu,aseitu,class__regular
konfuji,konfuju,konfuju,class__regular
segura,segutu,seguru,class__regular
suspende,sudoentu,suspendu,class__regular
junta,xumtu,juntu,class__regular
kohompe,kompe$u,kohompu,class__regular
atrai,atra$u,atraiu,class__regular
kultiva,gulisku,kultivu,class__regular
eskuta,eskutu,eskutu,class__regular
mata,manku,matu,class__regular
paga,padu,pagu,class__regular
sai,seiu,saiu,class__regular
bate,banetu,batu,class__regular
eskoLe,eskeiu,eskoLu,class__regular
asende,asendu,asendu,class__regular
esvai,esevu,esvaiu,class__regular
destrui,distriuu,destruu,class__regular
dormi,tuntu,durmu,class__regular
okohe,oposo,okohu,class__regular
diriji,disitu,diriju,class__regular
muda,mubu,mudu,class__regular
esprimi,enprupu,esprimu,class__regular
farta,fartu,fartu,class__regular
trai,traku,traiu,class__regular
mingua,mit$idu,minguu,class__regular
desmobilia,dexpemiduu,desmobiliu,class__regular
sohi,su,sohiu,class__regular
perverte,persed$u,pervertu,class__regular
preklui,proukuu,prekluu,class__regular
kontrai,kontra$u,kontraiu,class__regular
estingi,istidu,estingu,class__regular
desprekave,deskre$,desprekavu,class__regular
televe,te$exiju,televu,class__regular
entupi,enkutu,entupu,class__regular
deskalsa,deskiriu,deskalsu,class__regular
gasta,gasitu,gastu,class__regular
finda,findu,findu,class__regular
kuspi,kuntu,kuspu,class__regular
pretende,pretendu,pretendu,class__regular
deve,deveju,devu,class__regular
enkamiNa,enpaneNu,enkamiNu,class__regular
atribui,atrituu,atribuu,class__regular
estuda,estutu,istudu,class__regular
sauva,sisuu,sauvu,class__regular
prende,prentu,prendu,class__regular
espulsa,envu,espulsu,class__regular
hevolve,heveju,hevolvu,class__regular
enxuga,enjuku,enxugu,class__regular
despoli,despulu,despolu,class__regular
eskapuli,et$liku,eskapulu,class__regular
hetrai,hertisu,hetraiu,class__regular
moe,mosu,mou,class__regular
abri,atru,abru,class__regular
konklui,konpulu,konkluu,class__regular
atinji,ansiju,atinju,class__regular
okulta,$okudu,okultu,class__regular
izenta,is$ntu,izentu,class__regular
limpa,limpu,limpu,class__regular
konvense,konsissu,konvensu,class__regular
heda,hegu,hedu,class__regular
emerji,enpriu,emerju,class__regular
transfuji,transfisu,transfuju,class__regular
mobilia,mumpilu,mobiliu,class__regular
posui,pusuu,posuu,class__regular
fuji,suju,fuju,class__regular
adiverti,adiz$$tu,adivertu,class__regular
desprove,desprefu,desprovu,class__regular
konsumi,konnuu,konsumu,class__regular
distrai,dirnsauu,distraiu,class__regular
akudi,akudu,akudu,class__regular
subi,supu,subu,class__regular
eleje,ex,eleju,class__regular
influi,inxuu,influu,class__regular
hemedi,hemidu,hemedu,class__regular
dezagua,deskisu,dezaguu,class__regular
inkohe,enkuxu,inkohu,class__regular
tenta,tentu,tentu,class__regular
healiza,efamkuu,healisu,class__regular
desidi,desku,desidu,class__regular
eskese,eskesu,eskesu,class__regular
imajina,iminxu,imajinu,class__regular
lembra,lempru,lembru,class__regular
aproveita,apo$viru,aproveitu,class__regular
omiti,ompiru,omitu,class__regular
ensina,entenu,ensinu,class__regular
marka,matru,marku,class__regular
kamiNa,kampu,kamiNu,class__regular
friji,sizu,friju,class__regular
prokura,propuru,prokuru,class__regular
surji,sustu,surju,class__regular
konstrui,kontri,konstruu,class__regular
kanta,kantu,kantu,class__regular
vahe,fasu,vahu,class__regular
merese,menvenu,meresu,class__regular
grita,dErtu,gritu,class__regular
xove,fOju,xovu,class__regular
kativa,ka$izu,kativu,class__regular
viaja,vaju,viaju,class__regular
dezeja,devizu,dezeju,class__regular
pula,pulu,pulu,class__regular
akompaNa,empimpu,akompaNu,class__regular
dividi,dividu,dividu,class__regular
aguarda,agistru,aguardu,class__regular
zoa,zou,zou,class__regular
xega,xOgu,xegu,class__regular
buli,pulu,bulu,class__regular
atende,akendu,atendu,class__regular
pasa,pasu,pasu,class__regular
ajuda,ajudu,ajudu,class__regular
dansa,dastu,dansu,class__regular
enkontra,enkOrtu,enkontru,class__regular
buska,bustu,busku,class__regular
inisia,insiasu,inisiu,class__regular
enxe,envu,enxu,class__regular
oferese,o$$resu,oferesu,class__regular
adikiri,aditiru,adikiru,class__regular
bebe,beibu,bebu,class__regular
aprezentar,aprenesetu,aprezentu,class__regular
parti,partu,partu,class__regular
parese,parnfu,paresu,class__regular
soNa,so,soNu,class__regular
kaza,kEsu,kazu,class__regular
julga,jOgu,julgu,class__regular
hi,sexu,hiu,class__regular
inklui,enkulu,inkluu,class__regular
afliji,axuj,afliju,class__regular
kontravi,kontravu,kontravu,class__regular
mohe,mosu,mohu,class__regular
sumi,sumu,sumu,class__regular
jaze,fasu,jazu,class__regular
denfende,desmnzi,defendu,class__regular
tende,tentu,tendu,class__regular
sakudi,$ittuu,sakudu,class__regular
aprende,apredenu,aprendu,class__regular
kompartiLa,kompari$,kompartiLu,class__regular
entende,entreteNu,entendu,class__regular
deixa,dexu,deixu,class__regular
deslingua,desegulu,deslinguu,class__regular
lambuza,limbu,lambuzu,class__regular
akontese,enkenguxu,akontesu,class__regular
pensa,pensu,pensu,class__regular
fika,fiuu,fiku,class__regular
senta,sentu,sentu,class__regular
ezisti,eskisu,ezistu,class__regular
konta,kontu,kontu,class__regular
finji,finxu,finju,class__regular
axa,axu,axu,class__regular
aviza,azizu,avizu,class__regular
kompra,kompru,kompru,class__regular
aji,aju,aju,class__regular
asisti,asirti,asistu,class__regular
eduka,egutu,eduku,class__regular
ama,Amu,amu,class__regular
akaba,apatu,akabu,class__regular
diskuti,deskubu,diskutu,class__regular
entra,entru,entru,class__regular
garanti,kartitu,garantu,class__regular
preukupa,prokulu,preukupu,class__regular
manda,mandu,mandu,class__regular
partisipa,paratatu,partisipu,class__regular
dijeri,disizu,dijiru,class__seguir
persegi,pergu,persigu,class__seguir
espeli,espeiu,espilu,class__seguir
servi,ses,sirvu,class__seguir
preveni,prefesu,previnu,class__seguir
agredi,ag$rtu,agridu,class__seguir
progredi,prodrigu,progridu,class__seguir
inseri,insiru,insiru,class__seguir
kompeti,kompinu,kompitu,class__seguir
diverti,distitu,divirtu,class__seguir
transgredi,tratrsk$,transgridu,class__seguir
sujeri,su,sujiru,class__seguir
aderi,atri,adiru,class__seguir
preferi,presisu,prefiru,class__seguir
feri,firu,firu,class__seguir
regredi,predidu,regridu,class__seguir
segi,sigu,sigu,class__seguir
deferi,defiru,defiru,class__seguir
konsegi,konsku,konsigu,class__seguir
kompeli,kompilu,kompilu,class__seguir
injeri,infiru,injiru,class__seguir
konferi,konsiru,konfiru,class__seguir
vesti,vistu,vistu,class__seguir
aferi,asisu,afiru,class__seguir
preteri,pretiru,pretiru,class__seguir
konverji,konvisu,konvirju,class__seguir
hepeti,hepenu,hepitu,class__seguir
entrete,entredu,entreteNu,class__ter
dete,detu,deteNu,class__ter
konte,kontu,konteNu,class__ter
obite,oputu,obiteNu,class__ter
mante,mantu,manteNu,class__ter
abiste,adindeNu,abisteNu,class__ter
hete,he$,heteNu,class__ter
te,teeu,teNu,class__ter
suste,sudriu,susteNu,class__ter
ate,ateNu,ateNu,class__ter
headekua,hepeteuu,headEkuu,class__testar
komesa,kom$,komEsu,class__testar
adekua,agengu,adEkuu,class__testar
seka,seku,sEku,class__testar
leva,levu,lEvu,class__testar
sega,segu,sEgu,class__testar
pega,peku,pEgu,class__testar
kompleta,kompit$u,komplEtu,class__testar
infekita,infatkuu,infEkitu,class__testar
espresa,estre$u,esprEsu,class__testar
detesta,despre$u,detEstu,class__testar
fexa,fexu,fExu,class__testar
konversa,konfarsu,konvErsu,class__testar
obiserva,$,obisErvu,class__testar
protesta,prenkesu,protEstu,class__testar
espera,espremu,espEru,class__testar
testa,destu,tEstu,class__testar
entrega,entregu,entrEgu,class__testar
manifesta,emtrefasu,manifEstu,class__testar
empresta,met$rEtu,emprEstu,class__testar
preve,preveNu,preveju,class__ver
interve,entrevexu,interveju,class__ver
anteve,atenvu,anteveju,class__ver
entreve,entreveNu,entreveju,class__ver
ve,veu,veju,class__ver
heve,hevezu,heveju,class__ver
dezavi,dezaju,dezaveNu,class__vir
sobrevi,sob$$su,sobreveNu,class__vir
obivi,oguju,obiveNu,class__vir
hevi,heveju,heveNu,class__vir
vi,vu,veNu,class__vir
adivi,adizu,adiveNu,class__vir
deskonvi,despustu,deskonveNu,class__vir
avi,avu,aveNu,class__vir
hekonvi,he$o$du,hekonveNu,class__vir
konvi,konfi,konveNu,class__vir
provi,provu,proveNu,class__vir
