infinitive,predicted,target,class
dezapo,desku,dezaponiu,class__por
prosupo,proutu,prosuponiu,class__por
despo,despu,desponiu,class__por
espo,espu,esponiu,class__por
propo,propu,proponiu,class__por
hedispo,hedo$tu,hedisponiu,class__por
dispo,dispu,disponiu,class__por
kontrapo,kontra$u,kontraponiu,class__por
transpo,trantu,transponiu,class__por
destrui,destriuu,destruu,class__regular
esvai,esfi,esvaiu,class__regular
dormi,tontu,durmu,class__regular
suspende,sot$endu,suspendu,class__regular
kai,kaiu,kaiu,class__regular
imprimi,$pimpru,imprimu,class__regular
imerji,imirju,imerju,class__regular
pretende,pretendu,pretendu,class__regular
limpa,lampu,limpu,class__regular
subimerji,subim$su,subimerju,class__regular
finda,findu,findu,class__regular
gasta,gastu,gastu,class__regular
deskalsa,des$$$,deskalsu,class__regular
entupi,entupu,entupu,class__regular
televe,komeju,televu,class__regular
desprekave,desprefatu,desprekavu,class__regular
kuspi,kunzu,kuspu,class__regular
benze,benzu,benzu,class__regular
aseita,ateisu,aseitu,class__regular
estingi,istutru,estingu,class__regular
dansa,dantu,dansu,class__regular
enkontra,entOrt$u,enkontru,class__regular
soniar,siniu,soniu,class__regular
kompartilia,kompataliuu,kompartiliu,class__regular
aprende,aprendu,aprendu,class__regular
aviza,avizu,avizu,class__regular
entende,entredo,entendu,class__regular
manda,mandu,mandu,class__regular
preukupa,proku,preukupu,class__regular
garanti,katri,garantu,class__regular
senta,sentu,sentu,class__regular
xama,axiu,xamu,class__regular
gania,kaniu,ganiu,class__regular
murxa,musru,murxu,class__regular
bate,bateniu,batu,class__regular
sai,sii,saiu,class__regular
paga,paku,pagu,class__regular
mata,matu,matu,class__regular
eskuta,iskutu,eskutu,class__regular
kultiva,kumj$$u,kultivu,class__regular
atrai,atre,atraiu,class__regular
kohompe,kompohu,kohompu,class__regular
asende,atestu,asendu,class__regular
junta,jundu,juntu,class__regular
segura,sigutu,seguru,class__regular
konfuji,konfusu,konfuju,class__regular
eskolie,eskoliu,eskoliu,class__regular
kontrai,kontriu,kontraiu,class__regular
trai,tri,traiu,class__regular
perverte,perseeztu,pervertu,class__regular
inklui,enkulu,inkluu,class__regular
transfuji,tranxuzu,transfuju,class__regular
emerji,en$$$u,emerju,class__regular
heda,hedu,hedu,class__regular
despoli,despilu,despolu,class__regular
dezagua,degizuu,dezaguu,class__regular
hemedi,hemidu,hemedu,class__regular
influi,$$uxu,influu,class__regular
sauva,siazu,sauvu,class__regular
prende,prentu,prendu,class__regular
afliji,$aliju,afliju,class__regular
espulsa,eskulsu,espulsu,class__regular
enxuga,enjugu,enxugu,class__regular
eskapuli,etkaliuu,eskapulu,class__regular
konvense,konfarsu,konvensu,class__regular
hetrai,seatriu,hetraiu,class__regular
moe,menu,mou,class__regular
abri,atru,abru,class__regular
konklui,kontugu,konkluu,class__regular
atinji,atis$u,atinju,class__regular
okulta,$okOru,okultu,class__regular
izenta,asindu,izentu,class__regular
hevolve,selfaju,hevolvu,class__regular
preklui,preubuu,prekluu,class__regular
kontravi,kontrazu,kontravu,class__regular
sumi,sumu,sumu,class__regular
sohi,so,sohiu,class__regular
desmobilia,despimiuu,desmobiliu,class__regular
mingua,minkuku,minguu,class__regular
inisia,insaiu,inisiu,class__regular
fartar,fartu,fartu,class__regular
esprimi,inp$$nu,esprimu,class__regular
hi,seiu,hiu,class__regular
inkohe,enkufi,inkohu,class__regular
mobiliar,pimiliu,mobiliu,class__regular
buli,pulu,bulu,class__regular
mohe,moho,mohu,class__regular
fuji,suxu,fuju,class__regular
desprove,desprevu,desprovu,class__regular
konsumi,konniu,konsumu,class__regular
distrai,distri,distraiu,class__regular
akudi,agutu,akudu,class__regular
subi,su,subu,class__regular
eleje,eleju,eleju,class__regular
konstrui,kontrizu,konstruu,class__regular
tende,tentu,tendu,class__regular
denfende,despresu,defendu,class__regular
jaze,fasu,jazu,class__regular
adiverti,adivartu,adivertu,class__regular
pasa,pasu,pasu,class__regular
lembra,lempru,lembru,class__regular
oferese,eses,oferesu,class__regular
dividi,diviru,dividu,class__regular
xega,xEgu,xegu,class__regular
dezeja,defizu,dezeju,class__regular
deslingua,despuliu,deslinguu,class__regular
kazar,kasiu,kazu,class__regular
zoa,sO,zou,class__regular
akonteser,enkonsenu,akontesu,class__regular
konieser,kon$inu,koniesu,class__regular
kohe,kohu,kohu,class__regular
kompreende,kompartinu,kompreendu,class__regular
enxe,ensu,enxu,class__regular
ensina,ennauu,ensinu,class__regular
healiza,heaji,healisu,class__regular
muda,mudu,mudu,class__regular
permiti,perpinu,permitu,class__regular
sofre,soss,sofru,class__regular
atribui,atretiu,atribuu,class__regular
eduka,edku,eduku,class__regular
beija,bexiu,beiju,class__regular
vahe,vasi,vahu,class__regular
lava,lavu,lavu,class__regular
hespeita,hepentiu,hespeitu,class__regular
kohijir,koujiru,kohiju,class__regular
akompania,eppimpiu,akompaniu,class__regular
presiza,presizu,presizu,class__regular
kompraze,komparsu,komprazu,class__regular
disouve,dusfusu,disouvu,class__regular
okohe,okohi,okohu,class__regular
analiza,anajisu,analisu,class__regular
eriji,enzu,eriju,class__regular
konvida,konvitu,konvidu,class__regular
mexe,mexu,mexu,class__regular
pula,pulu,pulu,class__regular
agradese,atredesiu,agradesu,class__regular
kativa,kaaziu,kativu,class__regular
kontinua,kontiniu,kontinuu,class__regular
estuda,estutu,istudu,class__regular
lambuza,limpEtu,lambuzu,class__regular
anda,atru,andu,class__regular
krese,kre$i,kresu,class__regular
envia,enfiu,enviu,class__regular
aguarda,agirdiu,aguardu,class__regular
planta,p$$$tu,plantu,class__regular
viaja,faxiu,viaju,class__regular
merese,menseu,meresu,class__regular
akaba,abiku,akabu,class__regular
imajina,aminjiu,imajinu,class__regular
aproveita,$prefenuu,aproveitu,class__regular
esklui,eskulu,eskluu,class__regular
konjuga,konguju,konjugu,class__regular
dese,desenu,desu,class__regular
liga,ligu,ligu,class__regular
grita,kragu,gritu,class__regular
partisipa,pranatuu,partisipu,class__regular
permanese,penpreniu,permanesu,class__regular
kome,komu,komu,class__regular
para,paru,paru,class__regular
nada,nadu,nadu,class__regular
voa,fO,vou,class__regular
xove,feju,xovu,class__regular
posui,pusuu,posuu,class__regular
deixa,deiju,deixu,class__regular
fika,fiku,fiku,class__regular
levanta,hemad$u,levantu,class__regular
fala,falu,falu,class__regular
aji,aju,aju,class__regular
ezerse,estesu,ezersu,class__regular
julga,jubu,julgu,class__regular
diriji,disku,diriju,class__regular
vende,hez,vendu,class__regular
axa,aju,axu,class__regular
bebe,beup,bebu,class__regular
aprezentar,atretreiu,aprezentu,class__regular
parti,partu,partu,class__regular
parese,per$esu,paresu,class__regular
entra,entru,entru,class__regular
diskuti,diskutu,diskutu,class__regular
kompra,kompru,kompru,class__regular
ajuda,azudu,ajudu,class__regular
ama,amu,amu,class__regular
kumpri,kumpur,kumpru,class__regular
enkaminiar,antinatuu,enkaminiu,class__regular
eskreve,esteskoju,eskrevu,class__regular
buska,bOsku,busku,class__regular
eskese,eskesu,eskesu,class__regular
tenta,tentu,tentu,class__regular
desidi,desitu,desidu,class__regular
sede,setu,sedu,class__regular
dezisti,destisu,dezistu,class__regular
aparese,apreasu,aparesu,class__regular
brinka,pratu,brinku,class__regular
uza,suu,uzu,class__regular
envouve,enfoxuu,envouvu,class__regular
omitir,omeitu,omitu,class__regular
adikiri,adiatu,adikiru,class__regular
deve,devu,devu,class__regular
hompe,homeu,hompu,class__regular
subimete,supinbei,subimetu,class__regular
kanta,kantu,kantu,class__regular
atende,at$ntu,atendu,class__regular
friji,fisku,friju,class__regular
kaminia,kenpiniu,kaminiu,class__regular
marka,mattu,marku,class__regular
surji,sustu,surju,class__regular
prokura,prukutu,prokuru,class__regular
trabalia,tartaliu,trabaliu,class__regular
sakudi,sikudu,sakudu,class__regular
ezisti,izistu,ezistu,class__regular
pensa,pensu,pensu,class__regular
konta,kontu,kontu,class__regular
finji,fis,finju,class__regular
asisti,azistu,asistu,class__regular
espeli,espilu,espilu,class__seguir
persegi,pertizu,persigu,class__seguir
vesti,vindu,vistu,class__seguir
preteri,prenku,pretiru,class__seguir
regredi,treditu,regridu,class__seguir
aferi,afiru,afiru,class__seguir
aderi,adiru,adiru,class__seguir
progredi,progurtu,progridu,class__seguir
konverji,konfirsu,konvirju,class__seguir
segir,sigu,sigu,class__seguir
kompeli,kompliu,kompilu,class__seguir
diverti,divaru,divirtu,class__seguir
inseri,insiru,insiru,class__seguir
agredi,adirdu,agridu,class__seguir
feri,fEru,firu,class__seguir
sujeri,sux$ru,sujiru,class__seguir
konferi,konfaru,konfiru,class__seguir
servi,sez$,sirvu,class__seguir
kompeti,kompitu,kompitu,class__seguir
deferi,defiru,defiru,class__seguir
dijeri,difiru,dijiru,class__seguir
konsegi,kontitu,konsigu,class__seguir
preferi,prefiru,prefiru,class__seguir
injeri,in$$,injiru,class__seguir
preveni,presinu,previnu,class__seguir
transgredi,tratr$adu,transgridu,class__seguir
hepeti,hepitu,hepitu,class__seguir
dete,detu,deteniu,class__ter
obite,oputu,obiteniu,class__ter
entrete,entreti,entreteniu,class__ter
hete,heteniu,heteniu,class__ter
ate,ateniu,ateniu,class__ter
te,teteiu,teniu,class__ter
suste,sursiu,susteniu,class__ter
konte,kontu,konteniu,class__ter
mante,mantu,manteniu,class__ter
abiste,abirzeu,abisteniu,class__ter
headekua,hetekiuu,headEkuu,class__testar
komesa,komi,komEsu,class__testar
entrega,entregu,entrEgu,class__testar
kompleta,kompit$u,komplEtu,class__testar
empresta,penbrezu,emprEstu,class__testar
konversa,kons$su,konvErsu,class__testar
fexa,fexu,fExu,class__testar
espresa,esprefu,esprEsu,class__testar
espera,espriu,espEru,class__testar
adekua,adiku,adEkuu,class__testar
manifesta,manes$$uu,manifEstu,class__testar
protesta,prenduru,protEstu,class__testar
infekita,infaku,infEkitu,class__testar
leva,levu,lEvu,class__testar
seka,seku,sEku,class__testar
sega,sEku,sEgu,class__testar
pega,kEku,pEgu,class__testar
testa,terku,tEstu,class__testar
detesta,deskreiu,detEstu,class__testar
obiserva,epussesu,obisErvu,class__testar
heve,hevexu,heveju,class__ver
anteve,atenvu,anteveju,class__ver
preve,prevenu,preveju,class__ver
interver,intrezu,interveju,class__ver
entreve,entrevesu,entreveju,class__ver
ve,veu,veju,class__ver
dezavi,dezevu,dezaveniu,class__vir
vi,vu,veniu,class__vir
hevi,fexi,heveniu,class__vir
provi,provu,proveniu,class__vir
konvi,konvu,konveniu,class__vir
sobrevi,soprevu,sobreveniu,class__vir
hekonvi,hekosu,hekonveniu,class__vir
obivi,o$$u,obiveniu,class__vir
deskonvi,des$$udu,deskonveniu,class__vir
adivi,adizu,adiveniu,class__vir
avi,avu,aveniu,class__vir
