infinitive,predicted,target,class
enkamiNa,inmampu,enkamiNu,class__regular
atribui,attituu,atribuu,class__regular
estuda,estruuu,istudu,class__regular
sauva,sisiu,sauvu,class__regular
prende,prentu,prendu,class__regular
espulsa,enfOrxu,espulsu,class__regular
hevolve,hefexus,hevolvu,class__regular
enxuga,enfupu,enxugu,class__regular
despoli,despulu,despolu,class__regular
eskapuli,etkuliu,eskapulu,class__regular
hetrai,setitu,hetraiu,class__regular
moe,meNu,mou,class__regular
abri,abriu,abru,class__regular
konklui,kontuju,konkluu,class__regular
atinji,atinju,atinju,class__regular
okulta,ekultu,okultu,class__regular
izenta,is$tinu,izentu,class__regular
limpa,limpu,limpu,class__regular
konvense,konfenvu,konvensu,class__regular
heda,hepi,hedu,class__regular
emerji,enpisu,emerju,class__regular
transfuji,transuzu,transfuju,class__regular
mobilia,mon$ilu,mobiliu,class__regular
posui,puxuu,posuu,class__regular
fuji,fuxu,fuju,class__regular
adiverti,aditizu,adivertu,class__regular
desprove,despussu,desprovu,class__regular
konsumi,kontu,konsumu,class__regular
distrai,distraiu,distraiu,class__regular
akudi,akudu,akudu,class__regular
subi,supu,subu,class__regular
eleje,exexu,eleju,class__regular
influi,$isuxu,influu,class__regular
hemedi,hempu,hemedu,class__regular
dezagua,deskizu,dezaguu,class__regular
inkohe,enkoju,inkohu,class__regular
tenta,tentu,tentu,class__regular
healiza,xaxasu,healisu,class__regular
desidi,desisu,desidu,class__regular
eskese,eskesu,eskesu,class__regular
imajina,amixisu,imajinu,class__regular
lembra,lippru,lembru,class__regular
aproveita,apurfesu,aproveitu,class__regular
omiti,emutu,omitu,class__regular
ensina,entinu,ensinu,class__regular
marka,matru,marku,class__regular
kamiNa,kamiNu,kamiNu,class__regular
friji,sisiu,friju,class__regular
prokura,prukruu,prokuru,class__regular
surji,sustu,surju,class__regular
konstrui,kontrizu,konstruu,class__regular
kanta,kartu,kantu,class__regular
vahe,vaasu,vahu,class__regular
merese,mentesu,meresu,class__regular
grita,dattuu,gritu,class__regular
xove,xOju,xovu,class__regular
kativa,ka$azu,kativu,class__regular
viaja,vaju,viaju,class__regular
dezeja,devizu,dezeju,class__regular
pula,puxu,pulu,class__regular
akompaNa,akumpaNu,akompaNu,class__regular
dividi,dividu,dividu,class__regular
aguarda,agik$ruu,aguardu,class__regular
zoa,zOgu,zou,class__regular
xega,xEgu,xegu,class__regular
buli,pulu,bulu,class__regular
atende,attenu,atendu,class__regular
pasa,pasu,pasu,class__regular
ajuda,avudu,ajudu,class__regular
dansa,dastu,dansu,class__regular
enkontra,enkOrtu,enkontru,class__regular
buska,du,busku,class__regular
inisia,insaiuu,inisiu,class__regular
enxe,enesu,enxu,class__regular
oferese,esfersu,oferesu,class__regular
adikiri,adipiru,adikiru,class__regular
bebe,be,bebu,class__regular
aprezentar,apresentu,aprezentu,class__regular
parti,partu,partu,class__regular
parese,paresu,paresu,class__regular
soNa,soNu,soNu,class__regular
kaza,kasu,kazu,class__regular
julga,xujutu,julgu,class__regular
hi,seju,hiu,class__regular
inklui,intulu,inkluu,class__regular
afliji,lixusu,afliju,class__regular
kontravi,kontrazu,kontravu,class__regular
mohe,moho,mohu,class__regular
sumi,sumu,sumu,class__regular
jaze,vaxu,jazu,class__regular
denfende,desp$nsu,defendu,class__regular
tende,tentu,tendu,class__regular
sakudi,$idutu,sakudu,class__regular
aprende,aprendu,aprendu,class__regular
kompartiLa,komprapisu,kompartiLu,class__regular
entende,entreko,entendu,class__regular
deixa,dejiu,deixu,class__regular
deslingua,desituluu,deslinguu,class__regular
lambuza,lamuj$u,lambuzu,class__regular
akontese,akontasu,akontesu,class__regular
pensa,pensu,pensu,class__regular
fika,fibu,fiku,class__regular
senta,sentu,sentu,class__regular
ezisti,estisu,ezistu,class__regular
konta,kontu,kontu,class__regular
finji,finju,finju,class__regular
axa,axu,axu,class__regular
aviza,avizu,avizu,class__regular
kompra,kompru,kompru,class__regular
aji,aju,aju,class__regular
asisti,is$riu,asistu,class__regular
eduka,etku,eduku,class__regular
ama,a,amu,class__regular
akaba,apaku,akabu,class__regular
diskuti,diskutu,diskutu,class__regular
entra,entru,entru,class__regular
garanti,kantriu,garantu,class__regular
preukupa,prekunuu,preukupu,class__regular
manda,mandu,mandu,class__regular
partisipa,prasirtu,partisipu,class__regular
dijeri,disiju,dijiru,class__seguir
persegi,perfitu,persigu,class__seguir
espeli,espilu,espilu,class__seguir
servi,sestu,sirvu,class__seguir
preveni,prefasu,previnu,class__seguir
agredi,adittu,agridu,class__seguir
progredi,pretkruu,progridu,class__seguir
inseri,insesu,insiru,class__seguir
kompeti,kompEru,kompitu,class__seguir
diverti,dis$ruu,divirtu,class__seguir
transgredi,tranrsagu,transgridu,class__seguir
sujeri,su,sujiru,class__seguir
aderi,atriu,adiru,class__seguir
preferi,prefasu,prefiru,class__seguir
feri,fesu,firu,class__seguir
regredi,tergudu,regridu,class__seguir
segi,segu,sigu,class__seguir
deferi,defiru,defiru,class__seguir
konsegi,konditu,konsigu,class__seguir
kompeli,komplu,kompilu,class__seguir
injeri,infiru,injiru,class__seguir
konferi,konsisu,konfiru,class__seguir
vesti,vestu,vistu,class__seguir
aferi,asiru,afiru,class__seguir
preteri,pretiru,pretiru,class__seguir
konverji,konvirvu,konvirju,class__seguir
hepeti,hepenu,hepitu,class__seguir
entrete,entreseuu,entreteNu,class__ter
dete,desu,deteNu,class__ter
konte,kontu,konteNu,class__ter
obite,opudu,obiteNu,class__ter
mante,mant,manteNu,class__ter
abiste,agistu,abisteNu,class__ter
hete,he$teNu,heteNu,class__ter
te,te$u,teNu,class__ter
suste,sustu,susteNu,class__ter
ate,ateNu,ateNu,class__ter
headekua,hese$tu,headEkuu,class__testar
komesa,kompixu,komEsu,class__testar
adekua,age$ku,adEkuu,class__testar
seka,seku,sEku,class__testar
leva,levu,lEvu,class__testar
sega,segu,sEgu,class__testar
pega,pEku,pEgu,class__testar
kompleta,kompeliuu,komplEtu,class__testar
infekita,infi$ku,infEkitu,class__testar
espresa,estreiu,esprEsu,class__testar
detesta,destenu,detEstu,class__testar
fexa,falu,fExu,class__testar
konversa,kons$suu,konvErsu,class__testar
obiserva,ponvi,obisErvu,class__testar
protesta,prent$$u,protEstu,class__testar
espera,espinu,espEru,class__testar
testa,testu,tEstu,class__testar
entrega,entrezu,entrEgu,class__testar
manifesta,amarevesu,manifEstu,class__testar
empresta,met$redu,emprEstu,class__testar
preve,previsu,preveju,class__ver
interve,entrevi,interveju,class__ver
anteve,anenzoxu,anteveju,class__ver
entreve,entreveNu,entreveju,class__ver
ve,veu,veju,class__ver
heve,hefu,heveju,class__ver
dezavi,desfi,dezaveNu,class__vir
sobrevi,sobrevu,sobreveNu,class__vir
obivi,oubu,obiveNu,class__vir
hevi,hevi,heveNu,class__vir
vi,vu,veNu,class__vir
adivi,adiju,adiveNu,class__vir
deskonvi,despussu,deskonveNu,class__vir
avi,avu,aveNu,class__vir
hekonvi,heso,hekonveNu,class__vir
konvi,konvu,konveNu,class__vir
provi,provu,proveNu,class__vir
