infinitive,predicted,target,class
justapo,sup$azu,justapoNu,class__por
trespo,tre$$,trespoNu,class__por
dekompo,konpupu,dekompoNu,class__por
supo,sup$u,supoNu,class__por
presupo,presupu,presupoNu,class__por
hekompo,hekompu,hekompoNu,class__por
entrepo,entre$u,entrepoNu,class__por
prosupo,propusu,prosupoNu,class__por
propo,propu,propoNu,class__por
depo,depu,depoNu,class__por
impo,mompu,impoNu,class__por
superpo,hepurpu,superpoNu,class__por
sofre,sof$,sofru,class__regular
disouve,desu,disouvu,class__regular
kohiji,konfu,kohiju,class__regular
envouve,envu,envouvu,class__regular
mexe,mexu,mexu,class__regular
kompraze,komprasu,komprazu,class__regular
presiza,presisu,presizu,class__regular
analiza,an$$$u,analisu,class__regular
eriji,esiru,eriju,class__regular
hompe,sompoNu,hompu,class__regular
konvida,konvitu,konvidu,class__regular
planta,bamtru,plantu,class__regular
levanta,laf,levantu,class__regular
fala,fauu,falu,class__regular
anda,attu,andu,class__regular
kumpri,komtu,kumpru,class__regular
konjuga,konvulu,konjugu,class__regular
xama,lamu,xamu,class__regular
murxa,mOssu,murxu,class__regular
eskreve,ezteteju,eskrevu,class__regular
kontinua,kontenuu,kontinuu,class__regular
krese,treeu,kresu,class__regular
ezerse,es$reuu,ezersu,class__regular
liga,ligu,ligu,class__regular
brinka,prakutu,brinku,class__regular
trabaLa,tran$,trabaLu,class__regular
subimete,hitum$i,subimetu,class__regular
hespeita,hetenpu,hespeitu,class__regular
vende,hedtu,vendu,class__regular
sede,seto,sedu,class__regular
agradese,adatrenu,agradesu,class__regular
koNese,konesu,koNesu,class__regular
voa,vu,vou,class__regular
nada,ntu,nadu,class__regular
para,pairu,paru,class__regular
kome,komu,komu,class__regular
permiti,pertimu,permitu,class__regular
lava,lavu,lavu,class__regular
dese,deseNu,desu,class__regular
beija,baiju,beiju,class__regular
kohe,kohu,kohu,class__regular
permanese,perenenu,permanesu,class__regular
uza,$uzu,uzu,class__regular
esklui,eskulu,eskluu,class__regular
kompreende,komprettu,kompreendu,class__regular
dezisti,desidu,dezistu,class__regular
aparese,atenesu,aparesu,class__regular
envia,enfu,enviu,class__regular
kai,kaiu,kaiu,class__regular
imprimi,imprupu,imprimu,class__regular
imerji,emarju,imerju,class__regular
subimerji,subinezu,subimerju,class__regular
benze,bensu,benzu,class__regular
gaNa,kaNu,gaNu,class__regular
aseita,asitiu,aseitu,class__regular
konfuji,konfuju,konfuju,class__regular
segura,sakutu,seguru,class__regular
suspende,subirtesu,suspendu,class__regular
junta,zumdu,juntu,class__regular
kohompe,kompu,kohompu,class__regular
atrai,atra$u,atraiu,class__regular
kultiva,kumazu,kultivu,class__regular
eskuta,eskutu,eskutu,class__regular
mata,matu,matu,class__regular
paga,patu,pagu,class__regular
sai,saiu,saiu,class__regular
bate,bateNu,batu,class__regular
eskoLe,esk$$u,eskoLu,class__regular
asende,asettu,asendu,class__regular
esvai,esfa,esvaiu,class__regular
destrui,destruu,destruu,class__regular
dormi,tuntu,durmu,class__regular
okohe,okohu,okohu,class__regular
diriji,disitu,diriju,class__regular
muda,mudu,mudu,class__regular
esprimi,intum,esprimu,class__regular
farta,farti,fartu,class__regular
trai,traiu,traiu,class__regular
mingua,manudu,minguu,class__regular
desmobilia,deslinpuu,desmobiliu,class__regular
sohi,sohu,sohiu,class__regular
perverte,persestu,pervertu,class__regular
preklui,preikuu,prekluu,class__regular
kontrai,kontraiu,kontraiu,class__regular
estingi,istitu,estingu,class__regular
desprekave,deskrevenu,desprekavu,class__regular
televe,pesefu,televu,class__regular
entupi,intupu,entupu,class__regular
deskalsa,desat$,deskalsu,class__regular
gasta,gars$u,gastu,class__regular
finda,sindu,findu,class__regular
kuspi,kungu,kuspu,class__regular
pretende,pertendu,pretendu,class__regular
deve,devexu,devu,class__regular
enkamiNa,ankomiNu,enkamiNu,class__regular
atribui,adripu,atribuu,class__regular
estuda,estOtu,istudu,class__regular
sauva,sisixu,sauvu,class__regular
prende,prentu,prendu,class__regular
espulsa,inzup$u,espulsu,class__regular
hevolve,xojfevu,hevolvu,class__regular
enxuga,envuku,enxugu,class__regular
despoli,despulu,despolu,class__regular
eskapuli,etkuli,eskapulu,class__regular
hetrai,sestiru,hetraiu,class__regular
moe,mohu,mou,class__regular
abri,adiru,abru,class__regular
konklui,konkulu,konkluu,class__regular
atinji,atisu,atinju,class__regular
okulta,engulu,okultu,class__regular
izenta,is$$nu,izentu,class__regular
limpa,limpu,limpu,class__regular
konvense,konfensu,konvensu,class__regular
heda,hebu,hedu,class__regular
emerji,en$$,emerju,class__regular
transfuji,tras$xu,transfuju,class__regular
mobilia,mumliku,mobiliu,class__regular
posui,pohuu,posuu,class__regular
fuji,fuju,fuju,class__regular
adiverti,aduvartu,adivertu,class__regular
desprove,desprevu,desprovu,class__regular
konsumi,konsu,konsumu,class__regular
distrai,destiru,distraiu,class__regular
akudi,agutu,akudu,class__regular
subi,sudu,subu,class__regular
eleje,ex$xu,eleju,class__regular
influi,invilu,influu,class__regular
hemedi,hemidu,hemedu,class__regular
dezagua,deskiju,dezaguu,class__regular
inkohe,entofi,inkohu,class__regular
tenta,tentu,tentu,class__regular
healiza,afalisu,healisu,class__regular
desidi,desidu,desidu,class__regular
eskese,eskesu,eskesu,class__regular
imajina,iminji,imajinu,class__regular
lembra,lembru,lembru,class__regular
aproveita,atrovuru,aproveitu,class__regular
omiti,omutu,omitu,class__regular
ensina,ensinu,ensinu,class__regular
marka,mattu,marku,class__regular
kamiNa,kanum,kamiNu,class__regular
friji,sixu,friju,class__regular
prokura,protutu,prokuru,class__regular
surji,sustu,surju,class__regular
konstrui,konstruu,konstruu,class__regular
kanta,kantu,kantu,class__regular
vahe,vaazu,vahu,class__regular
merese,meresu,meresu,class__regular
grita,dErtu,gritu,class__regular
xove,fOxu,xovu,class__regular
kativa,ka$su,kativu,class__regular
viaja,vaju,viaju,class__regular
dezeja,devizu,dezeju,class__regular
pula,pulu,pulu,class__regular
akompaNa,ekumnu,akompaNu,class__regular
dividi,dijiru,dividu,class__regular
aguarda,agittu,aguardu,class__regular
zoa,su,zou,class__regular
xega,xEgu,xegu,class__regular
buli,bulu,bulu,class__regular
atende,atendu,atendu,class__regular
pasa,pasu,pasu,class__regular
ajuda,ajudu,ajudu,class__regular
dansa,tastu,dansu,class__regular
enkontra,enkOrntu,enkontru,class__regular
buska,du,busku,class__regular
inisia,inteixu,inisiu,class__regular
enxe,enxe,enxu,class__regular
oferese,envErsu,oferesu,class__regular
adikiri,atititu,adikiru,class__regular
bebe,beibu,bebu,class__regular
aprezentar,attesetesu,aprezentu,class__regular
parti,partu,partu,class__regular
parese,per$a,paresu,class__regular
soNa,soNu,soNu,class__regular
kaza,kasu,kazu,class__regular
julga,juju,julgu,class__regular
hi,sexu,hiu,class__regular
inklui,intigu,inkluu,class__regular
afliji,ajiju,afliju,class__regular
kontravi,kontraju,kontravu,class__regular
mohe,mofu,mohu,class__regular
sumi,sunu,sumu,class__regular
jaze,vasu,jazu,class__regular
denfende,despinsu,defendu,class__regular
tende,tentu,tendu,class__regular
sakudi,sikutu,sakudu,class__regular
aprende,atrentu,aprendu,class__regular
kompartiLa,kompiradu,kompartiLu,class__regular
entende,entonto,entendu,class__regular
deixa,dexu,deixu,class__regular
deslingua,des$ubulu,deslinguu,class__regular
lambuza,lamx,lambuzu,class__regular
akontese,ekOrnenu,akontesu,class__regular
pensa,pensu,pensu,class__regular
fika,fiu,fiku,class__regular
senta,sentu,sentu,class__regular
ezisti,iz$riu,ezistu,class__regular
konta,kontu,kontu,class__regular
finji,hix$u,finju,class__regular
axa,axu,axu,class__regular
aviza,avisu,avizu,class__regular
kompra,kompru,kompru,class__regular
aji,aju,aju,class__regular
asisti,asirsu,asistu,class__regular
eduka,egutu,eduku,class__regular
ama,am,amu,class__regular
akaba,apatu,akabu,class__regular
diskuti,deskudu,diskutu,class__regular
entra,entru,entru,class__regular
garanti,kantanu,garantu,class__regular
preukupa,propinuu,preukupu,class__regular
manda,mandu,mandu,class__regular
partisipa,pratittu,partisipu,class__regular
dijeri,disi,dijiru,class__seguir
persegi,pertuu,persigu,class__seguir
espeli,espeiu,espilu,class__seguir
servi,sestu,sirvu,class__seguir
preveni,presisu,previnu,class__seguir
agredi,adridu,agridu,class__seguir
progredi,tr$kutru,progridu,class__seguir
inseri,insiru,insiru,class__seguir
kompeti,kompitu,kompitu,class__seguir
diverti,divirtu,divirtu,class__seguir
transgredi,tratraduzu,transgridu,class__seguir
sujeri,su,sujiru,class__seguir
aderi,atriu,adiru,class__seguir
preferi,presiru,prefiru,class__seguir
feri,finu,firu,class__seguir
regredi,perditu,regridu,class__seguir
segi,segu,sigu,class__seguir
deferi,defiru,defiru,class__seguir
konsegi,konsigu,konsigu,class__seguir
kompeli,kompilu,kompilu,class__seguir
injeri,infiru,injiru,class__seguir
konferi,konsiru,konfiru,class__seguir
vesti,vEstu,vistu,class__seguir
aferi,esiru,afiru,class__seguir
preteri,presiru,pretiru,class__seguir
konverji,kosfiru,konvirju,class__seguir
hepeti,hepEtu,hepitu,class__seguir
entrete,entre$u,entreteNu,class__ter
dete,deteNu,deteNu,class__ter
konte,kontu,konteNu,class__ter
obite,oputu,obiteNu,class__ter
mante,mant,manteNu,class__ter
abiste,agist$,abisteNu,class__ter
hete,hepesu,heteNu,class__ter
te,te$u,teNu,class__ter
suste,sustu,susteNu,class__ter
ate,ateNu,ateNu,class__ter
headekua,hetekitu,headEkuu,class__testar
komesa,komisu,komEsu,class__testar
adekua,agi$ku,adEkuu,class__testar
seka,seku,sEku,class__testar
leva,xevu,lEvu,class__testar
sega,segu,sEgu,class__testar
pega,paku,pEgu,class__testar
kompleta,kompiltu,komplEtu,class__testar
infekita,invinku,infEkitu,class__testar
espresa,estrefu,esprEsu,class__testar
detesta,despEru,detEstu,class__testar
fexa,fexu,fExu,class__testar
konversa,konfarsu,konvErsu,class__testar
obiserva,inubisfu,obisErvu,class__testar
protesta,prent$$u,protEstu,class__testar
espera,espri,espEru,class__testar
testa,testu,tEstu,class__testar
entrega,entrEku,entrEgu,class__testar
manifesta,am$$$azu,manifEstu,class__testar
empresta,emtrett$u,emprEstu,class__testar
preve,previ,preveju,class__ver
interve,intreveju,interveju,class__ver
anteve,ansesu,anteveju,class__ver
entreve,entrevesu,entreveju,class__ver
ve,vexu,veju,class__ver
heve,hefeju,heveju,class__ver
dezavi,desivu,dezaveNu,class__vir
sobrevi,sobrevu,sobreveNu,class__vir
obivi,ouvu,obiveNu,class__vir
hevi,hevixu,heveNu,class__vir
vi,zu,veNu,class__vir
adivi,adiju,adiveNu,class__vir
deskonvi,despussu,deskonveNu,class__vir
avi,avixu,aveNu,class__vir
hekonvi,hevo,hekonveNu,class__vir
konvi,konvu,konveNu,class__vir
provi,provu,proveNu,class__vir
