infinitive,predicted,target,class
empresta,emprOtru,emprEstu,class__testar
konversa,konfaru,konvErsu,class__testar
detesta,despEtu,detEstu,class__testar
pega,pEku,pEgu,class__testar
infekita,inve$pru,infEkitu,class__testar
kompleta,komperiu,komplEtu,class__testar
sega,segu,sEgu,class__testar
leva,levi,lEvu,class__testar
seka,seku,sEku,class__testar
adekua,adeibu,adEkuu,class__testar
komesa,komesu,komEsu,class__testar
headekua,hekatiiu,headEkuu,class__testar
espresa,estErtu,esprEsu,class__testar
heve,hevexu,heveju,class__ver
ve,veju,veju,class__ver
entreve,entreveju,entreveju,class__ver
interve,interve,interveju,class__ver
preve,preveNu,preveju,class__ver
anteve,anteveju,anteveju,class__ver
konvi,konvi,konveNu,class__vir
dezavi,dezavu,dezaveNu,class__vir
sobrevi,sobesvoNu,sobreveNu,class__vir
obivi,obiveNu,obiveNu,class__vir
hevi,heveju,heveNu,class__vir
vi,veu,veNu,class__vir
adivi,adifeNu,adiveNu,class__vir
deskonvi,deskomvu,deskonveNu,class__vir
avi,aseju,aveNu,class__vir
hekonvi,hekomf$Nu,hekonveNu,class__vir
provi,proveNu,proveNu,class__vir
