infinitive,predicted,target,class
impo,empu,impoNu,class__por
superpo,,superpoNu,class__por
sofre,sosse,sofru,class__regular
disouve,dis$uju,disouvu,class__regular
kohiji,konvu,kohiju,class__regular
envouve,esuvisu,envouvu,class__regular
mexe,mexe,mexu,class__regular
kompraze,komprasu,komprazu,class__regular
presiza,presizu,presizu,class__regular
analiza,anaxisu,analisu,class__regular
eriji,enduu,eriju,class__regular
hompe,hompeNu,hompu,class__regular
konvida,konvidu,konvidu,class__regular
planta,plittu,plantu,class__regular
levanta,lapEstu,levantu,class__regular
fala,falu,falu,class__regular
anda,antu,andu,class__regular
kumpri,kompru,kumpru,class__regular
konjuga,konvugu,konjugu,class__regular
xama,,xamu,class__regular
murxa,mOrsu,murxu,class__regular
eskreve,ettrevoju,eskrevu,class__regular
kontinua,kontiniu,kontinuu,class__regular
krese,treiu,kresu,class__regular
ezerse,ezestu,ezersu,class__regular
liga,lEgu,ligu,class__regular
brinka,preti,brinku,class__regular
trabaLa,tranki,trabaLu,class__regular
subimete,tompisi,subimetu,class__regular
hespeita,heperEtu,hespeitu,class__regular
vende,vendu,vendu,class__regular
sede,ses,sedu,class__regular
agradese,adares$u,agradesu,class__regular
koNese,konesu,koNesu,class__regular
voa,vOu,vou,class__regular
nada,ntiu,nadu,class__regular
para,pairu,paru,class__regular
kome,komu,komu,class__regular
permiti,penttiu,permitu,class__regular
lava,lavu,lavu,class__regular
dese,deseNu,desu,class__regular
beija,bexiu,beiju,class__regular
kohe,kohi,kohu,class__regular
permanese,perpen$u,permanesu,class__regular
uza,$usu,uzu,class__regular
esklui,eskulu,eskluu,class__regular
kompreende,kompartinu,kompreendu,class__regular
dezisti,des$$su,dezistu,class__regular
aparese,aparexu,aparesu,class__regular
envia,enfiu,enviu,class__regular
kai,kaiu,kaiu,class__regular
imprimi,impripu,imprimu,class__regular
imerji,imirju,imerju,class__regular
subimerji,subin$$$u,subimerju,class__regular
benze,benzu,benzu,class__regular
gaNa,ka$u,gaNu,class__regular
aseita,asitiNu,aseitu,class__regular
konfuji,konfuju,konfuju,class__regular
segura,seguru,seguru,class__regular
suspende,sumtendou,suspendu,class__regular
junta,sumdu,juntu,class__regular
kohompe,kompesu,kohompu,class__regular
atrai,atra$u,atraiu,class__regular
kultiva,kom$sxu,kultivu,class__regular
eskuta,eskOtu,eskutu,class__regular
mata,manu,matu,class__regular
paga,patu,pagu,class__regular
sai,saiu,saiu,class__regular
bate,bateNu,batu,class__regular
eskoLe,esko,eskoLu,class__regular
asende,asendu,asendu,class__regular
esvai,esfasu,esvaiu,class__regular
destrui,destruu,destruu,class__regular
dormi,dontu,durmu,class__regular
okohe,o,okohu,class__regular
diriji,disitu,diriju,class__regular
muda,mutu,mudu,class__regular
esprimi,ent$$u,esprimu,class__regular
farta,fartu,fartu,class__regular
trai,traiu,traiu,class__regular
mingua,mingilu,minguu,class__regular
desmobilia,despimkuu,desmobiliu,class__regular
sohi,sohu,sohiu,class__regular
perverte,pertesesu,pervertu,class__regular
preklui,prekupu,prekluu,class__regular
kontrai,kontra$u,kontraiu,class__regular
estingi,eskirtu,estingu,class__regular
desprekave,deskrevaNu,desprekavu,class__regular
televe,te$$axu,televu,class__regular
entupi,entupu,entupu,class__regular
deskalsa,deskasu,deskalsu,class__regular
gasta,gars$u,gastu,class__regular
finda,fandu,findu,class__regular
kuspi,kuntu,kuspu,class__regular
pretende,prentetu,pretendu,class__regular
deve,deveNu,devu,class__regular
enkamiNa,anpe3mu,enkamiNu,class__regular
atribui,atretu,atribuu,class__regular
estuda,estOtu,istudu,class__regular
sauva,siaju,sauvu,class__regular
prende,prentu,prendu,class__regular
espulsa,esp$$$u,espulsu,class__regular
hevolve,fev$xu,hevolvu,class__regular
enxuga,enjudu,enxugu,class__regular
despoli,despupu,despolu,class__regular
eskapuli,etkuliu,eskapulu,class__regular
hetrai,hetratu,hetraiu,class__regular
moe,mo,mou,class__regular
abri,apriu,abru,class__regular
konklui,kondilu,konkluu,class__regular
atinji,ansiju,atinju,class__regular
okulta,opudE$u,okultu,class__regular
izenta,inzinu,izentu,class__regular
limpa,limpu,limpu,class__regular
konvense,konsis$u,konvensu,class__regular
heda,fengu,hedu,class__regular
emerji,em$sisu,emerju,class__regular
transfuji,tresissu,transfuju,class__regular
mobilia,mombixu,mobiliu,class__regular
posui,pOsuu,posuu,class__regular
fuji,fuxu,fuju,class__regular
adiverti,adivErtu,adivertu,class__regular
desprove,desprevu,desprovu,class__regular
konsumi,konsutu,konsumu,class__regular
distrai,dirtartu,distraiu,class__regular
akudi,akudu,akudu,class__regular
subi,subu,subu,class__regular
eleje,exlixu,eleju,class__regular
influi,inju,influu,class__regular
hemedi,hemidu,hemedu,class__regular
dezagua,desaguu,dezaguu,class__regular
inkohe,enkuf,inkohu,class__regular
tenta,tentu,tentu,class__regular
healiza,exa$tu,healisu,class__regular
desidi,desidu,desidu,class__regular
eskese,eskesu,eskesu,class__regular
imajina,amimixu,imajinu,class__regular
lembra,lembru,lembru,class__regular
aproveita,aprefesu,aproveitu,class__regular
omiti,omitu,omitu,class__regular
ensina,ensimu,ensinu,class__regular
marka,matriu,marku,class__regular
kamiNa,kamaNu,kamiNu,class__regular
friji,zix$u,friju,class__regular
prokura,pruttuu,prokuru,class__regular
surji,sustu,surju,class__regular
konstrui,konsrtuu,konstruu,class__regular
kanta,kansu,kantu,class__regular
vahe,vasi,vahu,class__regular
merese,mereeu,meresu,class__regular
grita,dribu,gritu,class__regular
xove,xOxu,xovu,class__regular
kativa,kaakuu,kativu,class__regular
viaja,vaxu,viaju,class__regular
dezeja,devizu,dezeju,class__regular
pula,pulu,pulu,class__regular
akompaNa,akap$$,akompaNu,class__regular
dividi,diviru,dividu,class__regular
aguarda,agittiu,aguardu,class__regular
zoa,zOu,zou,class__regular
xega,xEgu,xegu,class__regular
buli,pulu,bulu,class__regular
atende,atendu,atendu,class__regular
pasa,paasu,pasu,class__regular
ajuda,afizu,ajudu,class__regular
dansa,darnu,dansu,class__regular
enkontra,enkOrn,enkontru,class__regular
buska,dusku,busku,class__regular
inisia,inseinu,inisiu,class__regular
enxe,enesu,enxu,class__regular
oferese,es$ersu,oferesu,class__regular
adikiri,agistu,adikiru,class__regular
bebe,pobi,bebu,class__regular
aprezentar,atrenfe$,aprezentu,class__regular
parti,partu,partu,class__regular
parese,parefu,paresu,class__regular
soNa,sONu,soNu,class__regular
kaza,kaiu,kazu,class__regular
julga,juju,julgu,class__regular
hi,seiu,hiu,class__regular
inklui,ingilu,inkluu,class__regular
afliji,ajiju,afliju,class__regular
kontravi,kontrivu,kontravu,class__regular
mohe,mofu,mohu,class__regular
sumi,sumu,sumu,class__regular
jaze,jexu,jazu,class__regular
denfende,despansu,defendu,class__regular
tende,tentu,tendu,class__regular
sakudi,atu,sakudu,class__regular
aprende,atrengu,aprendu,class__regular
kompartiLa,kompraipiNu,kompartiLu,class__regular
entende,entren,entendu,class__regular
deixa,deixu,deixu,class__regular
deslingua,deze$gulu,deslinguu,class__regular
lambuza,limb$uu,lambuzu,class__regular
akontese,akentreuu,akontesu,class__regular
pensa,pensu,pensu,class__regular
fika,fEku,fiku,class__regular
senta,sentu,sentu,class__regular
ezisti,izersu,ezistu,class__regular
konta,kontu,kontu,class__regular
finji,fixxu,finju,class__regular
axa,axu,axu,class__regular
aviza,avisu,avizu,class__regular
kompra,kompru,kompru,class__regular
aji,aju,aju,class__regular
asisti,as$$su,asistu,class__regular
eduka,edugu,eduku,class__regular
ama,amu,amu,class__regular
akaba,akatu,akabu,class__regular
diskuti,disku,diskutu,class__regular
entra,entru,entru,class__regular
garanti,kartinu,garantu,class__regular
preukupa,preku,preukupu,class__regular
manda,mantu,mandu,class__regular
partisipa,presattiNu,partisipu,class__regular
dijeri,disixu,dijiru,class__seguir
persegi,per$itu,persigu,class__seguir
espeli,esekiu,espilu,class__seguir
servi,seszu,sirvu,class__seguir
preveni,presesu,previnu,class__seguir
agredi,agridu,agridu,class__seguir
progredi,prodtigu,progridu,class__seguir
inseri,insiru,insiru,class__seguir
kompeti,kompitu,kompitu,class__seguir
diverti,dizistu,divirtu,class__seguir
transgredi,tratradizu,transgridu,class__seguir
sujeri,sus$i,sujiru,class__seguir
aderi,atriu,adiru,class__seguir
preferi,presisu,prefiru,class__seguir
feri,fEru,firu,class__seguir
regredi,kertidu,regridu,class__seguir
segi,segu,sigu,class__seguir
deferi,deviru,defiru,class__seguir
konsegi,kont$ku,konsigu,class__seguir
kompeli,kompliu,kompilu,class__seguir
injeri,infiru,injiru,class__seguir
konferi,konfiru,konfiru,class__seguir
vesti,vestu,vistu,class__seguir
aferi,esiru,afiru,class__seguir
preteri,presitu,pretiru,class__seguir
konverji,konvissu,konvirju,class__seguir
hepeti,hepEtu,hepitu,class__seguir
entrete,entredu,entreteNu,class__ter
dete,desu,deteNu,class__ter
konte,kontu,konteNu,class__ter
obite,oputu,obiteNu,class__ter
mante,manteNu,manteNu,class__ter
abiste,agindu,abisteNu,class__ter
hete,hepesu,heteNu,class__ter
te,teeu,teNu,class__ter
suste,sunsu,susteNu,class__ter
ate,ateNu,ateNu,class__ter
headekua,he$etiru,headEkuu,class__testar
komesa,komisu,komEsu,class__testar
adekua,ade$ku,adEkuu,class__testar
seka,seku,sEku,class__testar
leva,levu,lEvu,class__testar
sega,segu,sEgu,class__testar
pega,pEku,pEgu,class__testar
kompleta,kompit$u,komplEtu,class__testar
infekita,infit$$u,infEkitu,class__testar
espresa,entrevu,esprEsu,class__testar
detesta,desken,detEstu,class__testar
fexa,faxu,fExu,class__testar
konversa,konfarsu,konvErsu,class__testar
obiserva,pu$tesfi,obisErvu,class__testar
protesta,pretrezu,protEstu,class__testar
espera,espriu,espEru,class__testar
testa,testu,tEstu,class__testar
entrega,entregu,entrEgu,class__testar
manifesta,amasezisu,manifEstu,class__testar
empresta,emtreetu,emprEstu,class__testar
preve,previ,preveju,class__ver
interve,intesfe,interveju,class__ver
anteve,ann$$u,anteveju,class__ver
entreve,entrevesu,entreveju,class__ver
ve,vexu,veju,class__ver
heve,hefexu,heveju,class__ver
dezavi,desfisu,dezaveNu,class__vir
sobrevi,sobrevu,sobreveNu,class__vir
obivi,obuxu,obiveNu,class__vir
hevi,fefisu,heveNu,class__vir
vi,ju,veNu,class__vir
adivi,adizu,adiveNu,class__vir
deskonvi,despozu,deskonveNu,class__vir
avi,avi,aveNu,class__vir
hekonvi,heso,hekonveNu,class__vir
konvi,konvu,konveNu,class__vir
provi,provi,proveNu,class__vir
