infinitive,predicted,target,class
imerji,emirxu,imerju,class__regular
subimerji,sumpise$u,subimerju,class__regular
benze,bensu,benzu,class__regular
gaNa,gaNu,gaNu,class__regular
aseita,asitiu,aseitu,class__regular
konfuji,konfiju,konfuju,class__regular
segura,siguru,seguru,class__regular
suspende,sumtentu,suspendu,class__regular
junta,sumdu,juntu,class__regular
kohompe,kom$o,kohompu,class__regular
atrai,atri,atraiu,class__regular
kultiva,ku,kultivu,class__regular
eskuta,eskutu,eskutu,class__regular
mata,manu,matu,class__regular
paga,patu,pagu,class__regular
sai,seiu,saiu,class__regular
bate,pateNu,batu,class__regular
eskoLe,esko,eskoLu,class__regular
asende,asendu,asendu,class__regular
esvai,esfi,esvaiu,class__regular
destrui,desturu,destruu,class__regular
dormi,tOr,durmu,class__regular
okohe,oko,okohu,class__regular
diriji,disiru,diriju,class__regular
muda,mudu,mudu,class__regular
esprimi,enkuntu,esprimu,class__regular
farta,fartu,fartu,class__regular
trai,tri,traiu,class__regular
mingua,minguu,minguu,class__regular
desmobilia,demil$imuu,desmobiliu,class__regular
sohi,suhu,sohiu,class__regular
perverte,perfere,pervertu,class__regular
preklui,preuku,prekluu,class__regular
kontrai,kontrauu,kontraiu,class__regular
estingi,enguttu,estingu,class__regular
desprekave,deskesfatu,desprekavu,class__regular
televe,pesxexu,televu,class__regular
entupi,enkunu,entupu,class__regular
deskalsa,desk$$xu,deskalsu,class__regular
gasta,garsu,gastu,class__regular
finda,fintu,findu,class__regular
kuspi,kuntu,kuspu,class__regular
pretende,prentesu,pretendu,class__regular
deve,dez,devu,class__regular
enkamiNa,emanpiNu,enkamiNu,class__regular
atribui,atriku,atribuu,class__regular
estuda,estutu,istudu,class__regular
sauva,sixisu,sauvu,class__regular
prende,prendu,prendu,class__regular
espulsa,$$xurtu,espulsu,class__regular
hevolve,hevejuju,hevolvu,class__regular
enxuga,enjuku,enxugu,class__regular
despoli,despulu,despolu,class__regular
eskapuli,etkulu,eskapulu,class__regular
hetrai,hetErtu,hetraiu,class__regular
moe,mopu,mou,class__regular
abri,atidu,abru,class__regular
konklui,kontulu,konkluu,class__regular
atinji,atissu,atinju,class__regular
okulta,okul$u,okultu,class__regular
izenta,izintu,izentu,class__regular
limpa,lempu,limpu,class__regular
konvense,konsesi,konvensu,class__regular
heda,hegi,hedu,class__regular
emerji,en$xu,emerju,class__regular
transfuji,transfu,transfuju,class__regular
mobilia,mubileiu,mobiliu,class__regular
posui,pusu,posuu,class__regular
fuji,vuxu,fuju,class__regular
adiverti,adizEr,adivertu,class__regular
desprove,desprevu,desprovu,class__regular
konsumi,konsu,konsumu,class__regular
distrai,dirsadu,distraiu,class__regular
akudi,agu,akudu,class__regular
subi,subu,subu,class__regular
eleje,eleju,eleju,class__regular
influi,,influu,class__regular
hemedi,hemidu,hemedu,class__regular
dezagua,deskixu,dezaguu,class__regular
inkohe,enkO,inkohu,class__regular
tenta,tentu,tentu,class__regular
healiza,heatexu,healisu,class__regular
desidi,desidu,desidu,class__regular
eskese,eskesu,eskesu,class__regular
imajina,amixinu,imajinu,class__regular
lembra,lembu,lembru,class__regular
aproveita,aperezuu,aproveitu,class__regular
omiti,3mutru,omitu,class__regular
ensina,ensinu,ensinu,class__regular
marka,mattu,marku,class__regular
kamiNa,kanimu,kamiNu,class__regular
friji,siziu,friju,class__regular
prokura,prupruu,prokuru,class__regular
surji,sustu,surju,class__regular
konstrui,konsruu,konstruu,class__regular
kanta,kantu,kantu,class__regular
vahe,va$su,vahu,class__regular
merese,menezu,meresu,class__regular
grita,griiu,gritu,class__regular
xove,xOvu,xovu,class__regular
kativa,gaadu,kativu,class__regular
viaja,vaju,viaju,class__regular
dezeja,devizu,dezeju,class__regular
pula,pulu,pulu,class__regular
akompaNa,emp$piNu,akompaNu,class__regular
dividi,dividu,dividu,class__regular
aguarda,agustu,aguardu,class__regular
zoa,sOu,zou,class__regular
xega,lEgu,xegu,class__regular
buli,bulu,bulu,class__regular
atende,atendu,atendu,class__regular
pasa,pasu,pasu,class__regular
ajuda,azudu,ajudu,class__regular
dansa,dirsu,dansu,class__regular
enkontra,entOrtu,enkontru,class__regular
buska,gusku,busku,class__regular
inisia,iniseiu,inisiu,class__regular
enxe,enso,enxu,class__regular
oferese,es$$ru,oferesu,class__regular
adikiri,agirku,adikiru,class__regular
bebe,be$pu,bebu,class__regular
aprezentar,atretesenu,aprezentu,class__regular
parti,partu,partu,class__regular
parese,perseiu,paresu,class__regular
soNa,sO,soNu,class__regular
kaza,kauu,kazu,class__regular
julga,xOgu,julgu,class__regular
hi,seju,hiu,class__regular
inklui,intulu,inkluu,class__regular
afliji,lixisu,afliju,class__regular
kontravi,kontrivu,kontravu,class__regular
mohe,moheu,mohu,class__regular
sumi,sumu,sumu,class__regular
jaze,faxu,jazu,class__regular
denfende,denm$$esu,defendu,class__regular
tende,tentu,tendu,class__regular
sakudi,siktuu,sakudu,class__regular
aprende,apretenu,aprendu,class__regular
kompartiLa,kompraatu,kompartiLu,class__regular
entende,entretu,entendu,class__regular
deixa,tixu,deixu,class__regular
deslingua,despultu,deslinguu,class__regular
lambuza,lippru,lambuzu,class__regular
akontese,enk$$s$u,akontesu,class__regular
pensa,pensu,pensu,class__regular
fika,fEku,fiku,class__regular
senta,sentu,sentu,class__regular
ezisti,es$tu,ezistu,class__regular
konta,kontu,kontu,class__regular
finji,sixi,finju,class__regular
axa,aju,axu,class__regular
aviza,avisu,avizu,class__regular
kompra,kompru,kompru,class__regular
aji,axu,aju,class__regular
asisti,is$tinu,asistu,class__regular
eduka,etkuu,eduku,class__regular
ama,amu,amu,class__regular
akaba,akipu,akabu,class__regular
diskuti,diskudu,diskutu,class__regular
entra,entru,entru,class__regular
garanti,kartinu,garantu,class__regular
preukupa,propuru,preukupu,class__regular
manda,mandu,mandu,class__regular
partisipa,prentriuu,partisipu,class__regular
dijeri,disizu,dijiru,class__seguir
persegi,pertidu,persigu,class__seguir
espeli,espilu,espilu,class__seguir
servi,sestu,sirvu,class__seguir
preveni,presizu,previnu,class__seguir
agredi,agatu,agridu,class__seguir
progredi,pretud$u,progridu,class__seguir
inseri,insinu,insiru,class__seguir
kompeti,kompitu,kompitu,class__seguir
diverti,divirtu,divirtu,class__seguir
transgredi,trarsdidu,transgridu,class__seguir
sujeri,su,sujiru,class__seguir
aderi,adiru,adiru,class__seguir
preferi,presiru,prefiru,class__seguir
feri,siu,firu,class__seguir
regredi,kradru,regridu,class__seguir
segi,segu,sigu,class__seguir
deferi,defiru,defiru,class__seguir
konsegi,konsidu,konsigu,class__seguir
kompeli,kompilu,kompilu,class__seguir
injeri,infiru,injiru,class__seguir
konferi,konsiru,konfiru,class__seguir
vesti,vEstu,vistu,class__seguir
aferi,afaru,afiru,class__seguir
preteri,presitu,pretiru,class__seguir
konverji,konviru,konvirju,class__seguir
hepeti,hepEnu,hepitu,class__seguir
entrete,entretu,entreteNu,class__ter
dete,desku,deteNu,class__ter
konte,kontu,konteNu,class__ter
obite,oputu,obiteNu,class__ter
mante,manti,manteNu,class__ter
abiste,abistu,abisteNu,class__ter
hete,hepesu,heteNu,class__ter
te,teeu,teNu,class__ter
suste,sustu,susteNu,class__ter
ate,ateNu,ateNu,class__ter
headekua,hetekugu,headEkuu,class__testar
komesa,kom$u,komEsu,class__testar
adekua,agitiu,adEkuu,class__testar
seka,seku,sEku,class__testar
leva,levu,lEvu,class__testar
sega,segu,sEgu,class__testar
pega,pegu,pEgu,class__testar
kompleta,komp$ku,komplEtu,class__testar
infekita,infatku,infEkitu,class__testar
espresa,eskresu,esprEsu,class__testar
detesta,deskreu,detEstu,class__testar
fexa,fexu,fExu,class__testar
konversa,konfarsu,konvErsu,class__testar
obiserva,tofirfatu,obisErvu,class__testar
protesta,prenttiu,protEstu,class__testar
espera,entriu,espEru,class__testar
testa,testu,tEstu,class__testar
entrega,entteuu,entrEgu,class__testar
manifesta,amrisasu,manifEstu,class__testar
empresta,mert$$$u,emprEstu,class__testar
preve,prevu,preveju,class__ver
interve,entreveju,interveju,class__ver
anteve,atesfu,anteveju,class__ver
entreve,entrevo,entreveju,class__ver
ve,veiu,veju,class__ver
heve,hevesu,heveju,class__ver
dezavi,des$ju,dezaveNu,class__vir
sobrevi,sobrevu,sobreveNu,class__vir
obivi,oubu,obiveNu,class__vir
hevi,heveju,heveNu,class__vir
vi,vu,veNu,class__vir
adivi,adizu,adiveNu,class__vir
deskonvi,deskuz$u,deskonveNu,class__vir
avi,avi,aveNu,class__vir
hekonvi,hebu,hekonveNu,class__vir
konvi,konfu,konveNu,class__vir
provi,provu,proveNu,class__vir
